subject_id,scenario_label,action_condition,effort,intimacy,stage,response
014a01f9-bf22-55ee-a4bf-a381dd834058,drinks,no_share,low,max_formal,posterior,0.33
014a01f9-bf22-55ee-a4bf-a381dd834058,drinks,no_share,low,max_formal,prior,0.79
014a01f9-bf22-55ee-a4bf-a381dd834058,driving,high_risk_share,high,somewhat_formal,posterior,0.33
014a01f9-bf22-55ee-a4bf-a381dd834058,driving,high_risk_share,high,somewhat_formal,prior,0.21
014a01f9-bf22-55ee-a4bf-a381dd834058,fair,high_risk_share,low,max_intimate,posterior,0.91
014a01f9-bf22-55ee-a4bf-a381dd834058,fair,high_risk_share,low,max_intimate,prior,0.8
014a01f9-bf22-55ee-a4bf-a381dd834058,gala,high_risk_share,low,max_formal,posterior,0.4
014a01f9-bf22-55ee-a4bf-a381dd834058,gala,high_risk_share,low,max_formal,prior,0.49
014a01f9-bf22-55ee-a4bf-a381dd834058,hike,no_share,high,somewhat_intimate,posterior,0.74
014a01f9-bf22-55ee-a4bf-a381dd834058,hike,no_share,high,somewhat_intimate,prior,0.28
014a01f9-bf22-55ee-a4bf-a381dd834058,oysters,high_risk_share,low,somewhat_intimate,posterior,0.66
014a01f9-bf22-55ee-a4bf-a381dd834058,oysters,high_risk_share,low,somewhat_intimate,prior,0.37
014a01f9-bf22-55ee-a4bf-a381dd834058,social,no_share,high,max_intimate,posterior,0.23
014a01f9-bf22-55ee-a4bf-a381dd834058,social,no_share,high,max_intimate,prior,0.32
014a01f9-bf22-55ee-a4bf-a381dd834058,soup,high_risk_share,high,max_intimate,posterior,0.84
014a01f9-bf22-55ee-a4bf-a381dd834058,soup,high_risk_share,high,max_intimate,prior,0.73
014a01f9-bf22-55ee-a4bf-a381dd834058,takeout,no_share,low,somewhat_formal,posterior,0.32
014a01f9-bf22-55ee-a4bf-a381dd834058,takeout,no_share,low,somewhat_formal,prior,0.76
014a01f9-bf22-55ee-a4bf-a381dd834058,wedding,low_risk_share,low,max_formal,posterior,0.84
014a01f9-bf22-55ee-a4bf-a381dd834058,wedding,low_risk_share,low,max_formal,prior,0.77
04048312-85b3-5ec3-a4a9-2a8676761b01,apples,low_risk_share,low,max_intimate,posterior,0.93
04048312-85b3-5ec3-a4a9-2a8676761b01,apples,low_risk_share,low,max_intimate,prior,0.95
04048312-85b3-5ec3-a4a9-2a8676761b01,basketball,high_risk_share,low,somewhat_formal,posterior,0.91
04048312-85b3-5ec3-a4a9-2a8676761b01,basketball,high_risk_share,low,somewhat_formal,prior,0.62
04048312-85b3-5ec3-a4a9-2a8676761b01,birthday,no_share,low,max_intimate,posterior,0.09
04048312-85b3-5ec3-a4a9-2a8676761b01,birthday,no_share,low,max_intimate,prior,0.92
04048312-85b3-5ec3-a4a9-2a8676761b01,brunch,no_share,high,somewhat_intimate,posterior,0.12
04048312-85b3-5ec3-a4a9-2a8676761b01,brunch,no_share,high,somewhat_intimate,prior,0.81
04048312-85b3-5ec3-a4a9-2a8676761b01,cooking,no_share,low,somewhat_formal,posterior,0.08
04048312-85b3-5ec3-a4a9-2a8676761b01,cooking,no_share,low,somewhat_formal,prior,0.89
04048312-85b3-5ec3-a4a9-2a8676761b01,dip,low_risk_share,low,somewhat_formal,posterior,0.95
04048312-85b3-5ec3-a4a9-2a8676761b01,dip,low_risk_share,low,somewhat_formal,prior,0.86
04048312-85b3-5ec3-a4a9-2a8676761b01,drinks,high_risk_share,high,max_intimate,posterior,0.86
04048312-85b3-5ec3-a4a9-2a8676761b01,drinks,high_risk_share,high,max_intimate,prior,0.4
04048312-85b3-5ec3-a4a9-2a8676761b01,driving,low_risk_share,high,max_formal,posterior,0.87
04048312-85b3-5ec3-a4a9-2a8676761b01,driving,low_risk_share,high,max_formal,prior,0.21
04048312-85b3-5ec3-a4a9-2a8676761b01,fair,high_risk_share,low,max_intimate,posterior,0.9
04048312-85b3-5ec3-a4a9-2a8676761b01,fair,high_risk_share,low,max_intimate,prior,0.47
04048312-85b3-5ec3-a4a9-2a8676761b01,gala,no_share,high,somewhat_formal,posterior,0.06
04048312-85b3-5ec3-a4a9-2a8676761b01,gala,no_share,high,somewhat_formal,prior,0.69
04048312-85b3-5ec3-a4a9-2a8676761b01,hike,high_risk_share,high,max_formal,posterior,0.93
04048312-85b3-5ec3-a4a9-2a8676761b01,hike,high_risk_share,high,max_formal,prior,0.8
04048312-85b3-5ec3-a4a9-2a8676761b01,oysters,high_risk_share,low,max_formal,posterior,0.95
04048312-85b3-5ec3-a4a9-2a8676761b01,oysters,high_risk_share,low,max_formal,prior,0.95
04048312-85b3-5ec3-a4a9-2a8676761b01,social,no_share,high,max_formal,posterior,0.15
04048312-85b3-5ec3-a4a9-2a8676761b01,social,no_share,high,max_formal,prior,0.4
04048312-85b3-5ec3-a4a9-2a8676761b01,soup,high_risk_share,high,somewhat_intimate,posterior,0.88
04048312-85b3-5ec3-a4a9-2a8676761b01,soup,high_risk_share,high,somewhat_intimate,prior,0.4
04048312-85b3-5ec3-a4a9-2a8676761b01,takeout,low_risk_share,low,somewhat_intimate,posterior,0.94
04048312-85b3-5ec3-a4a9-2a8676761b01,takeout,low_risk_share,low,somewhat_intimate,prior,0.91
04048312-85b3-5ec3-a4a9-2a8676761b01,wedding,low_risk_share,high,somewhat_intimate,posterior,0.87
04048312-85b3-5ec3-a4a9-2a8676761b01,wedding,low_risk_share,high,somewhat_intimate,prior,0.75
046a35d1-d77a-5b3d-9427-1f829d6b8c23,apples,no_share,low,somewhat_formal,posterior,0.32
046a35d1-d77a-5b3d-9427-1f829d6b8c23,apples,no_share,low,somewhat_formal,prior,0.81
046a35d1-d77a-5b3d-9427-1f829d6b8c23,basketball,low_risk_share,low,max_intimate,posterior,0.88
046a35d1-d77a-5b3d-9427-1f829d6b8c23,basketball,low_risk_share,low,max_intimate,prior,0.83
046a35d1-d77a-5b3d-9427-1f829d6b8c23,birthday,no_share,low,max_intimate,posterior,0.26
046a35d1-d77a-5b3d-9427-1f829d6b8c23,birthday,no_share,low,max_intimate,prior,0.59
046a35d1-d77a-5b3d-9427-1f829d6b8c23,brunch,no_share,high,max_formal,posterior,0.96
046a35d1-d77a-5b3d-9427-1f829d6b8c23,brunch,no_share,high,max_formal,prior,0.96
046a35d1-d77a-5b3d-9427-1f829d6b8c23,cooking,low_risk_share,low,somewhat_intimate,posterior,1.0
046a35d1-d77a-5b3d-9427-1f829d6b8c23,cooking,low_risk_share,low,somewhat_intimate,prior,0.99
046a35d1-d77a-5b3d-9427-1f829d6b8c23,dip,high_risk_share,high,max_intimate,posterior,0.94
046a35d1-d77a-5b3d-9427-1f829d6b8c23,dip,high_risk_share,high,max_intimate,prior,0.89
046a35d1-d77a-5b3d-9427-1f829d6b8c23,drinks,low_risk_share,high,somewhat_intimate,posterior,1.0
046a35d1-d77a-5b3d-9427-1f829d6b8c23,drinks,low_risk_share,high,somewhat_intimate,prior,0.95
046a35d1-d77a-5b3d-9427-1f829d6b8c23,driving,no_share,high,somewhat_formal,posterior,0.45
046a35d1-d77a-5b3d-9427-1f829d6b8c23,driving,no_share,high,somewhat_formal,prior,0.57
046a35d1-d77a-5b3d-9427-1f829d6b8c23,fair,high_risk_share,high,somewhat_intimate,posterior,0.99
046a35d1-d77a-5b3d-9427-1f829d6b8c23,fair,high_risk_share,high,somewhat_intimate,prior,0.91
046a35d1-d77a-5b3d-9427-1f829d6b8c23,gala,low_risk_share,low,somewhat_formal,posterior,0.97
046a35d1-d77a-5b3d-9427-1f829d6b8c23,gala,low_risk_share,low,somewhat_formal,prior,0.89
046a35d1-d77a-5b3d-9427-1f829d6b8c23,hike,no_share,high,somewhat_intimate,posterior,0.35
046a35d1-d77a-5b3d-9427-1f829d6b8c23,hike,no_share,high,somewhat_intimate,prior,0.94
046a35d1-d77a-5b3d-9427-1f829d6b8c23,oysters,high_risk_share,low,max_intimate,posterior,0.89
046a35d1-d77a-5b3d-9427-1f829d6b8c23,oysters,high_risk_share,low,max_intimate,prior,0.7
046a35d1-d77a-5b3d-9427-1f829d6b8c23,social,high_risk_share,high,max_formal,posterior,1.0
046a35d1-d77a-5b3d-9427-1f829d6b8c23,social,high_risk_share,high,max_formal,prior,0.97
046a35d1-d77a-5b3d-9427-1f829d6b8c23,soup,high_risk_share,low,somewhat_formal,posterior,0.97
046a35d1-d77a-5b3d-9427-1f829d6b8c23,soup,high_risk_share,low,somewhat_formal,prior,0.62
046a35d1-d77a-5b3d-9427-1f829d6b8c23,takeout,high_risk_share,low,max_formal,posterior,1.0
046a35d1-d77a-5b3d-9427-1f829d6b8c23,takeout,high_risk_share,low,max_formal,prior,0.98
046a35d1-d77a-5b3d-9427-1f829d6b8c23,wedding,low_risk_share,high,max_formal,posterior,0.99
046a35d1-d77a-5b3d-9427-1f829d6b8c23,wedding,low_risk_share,high,max_formal,prior,0.99
057300f2-d772-5efe-891d-cf81eb337e10,apples,high_risk_share,high,max_intimate,posterior,0.9
057300f2-d772-5efe-891d-cf81eb337e10,apples,high_risk_share,high,max_intimate,prior,0.77
057300f2-d772-5efe-891d-cf81eb337e10,basketball,low_risk_share,high,max_intimate,posterior,0.87
057300f2-d772-5efe-891d-cf81eb337e10,basketball,low_risk_share,high,max_intimate,prior,1.0
057300f2-d772-5efe-891d-cf81eb337e10,birthday,no_share,high,somewhat_intimate,posterior,0.36
057300f2-d772-5efe-891d-cf81eb337e10,birthday,no_share,high,somewhat_intimate,prior,0.75
057300f2-d772-5efe-891d-cf81eb337e10,brunch,high_risk_share,high,somewhat_formal,posterior,0.4
057300f2-d772-5efe-891d-cf81eb337e10,brunch,high_risk_share,high,somewhat_formal,prior,0.65
057300f2-d772-5efe-891d-cf81eb337e10,cooking,high_risk_share,low,max_intimate,posterior,1.0
057300f2-d772-5efe-891d-cf81eb337e10,cooking,high_risk_share,low,max_intimate,prior,1.0
057300f2-d772-5efe-891d-cf81eb337e10,dip,no_share,high,somewhat_formal,posterior,0.58
057300f2-d772-5efe-891d-cf81eb337e10,dip,no_share,high,somewhat_formal,prior,0.79
057300f2-d772-5efe-891d-cf81eb337e10,drinks,low_risk_share,high,somewhat_formal,posterior,0.63
057300f2-d772-5efe-891d-cf81eb337e10,drinks,low_risk_share,high,somewhat_formal,prior,0.32
057300f2-d772-5efe-891d-cf81eb337e10,driving,high_risk_share,low,max_formal,posterior,0.04
057300f2-d772-5efe-891d-cf81eb337e10,driving,high_risk_share,low,max_formal,prior,0.39
057300f2-d772-5efe-891d-cf81eb337e10,fair,high_risk_share,low,somewhat_intimate,posterior,0.39
057300f2-d772-5efe-891d-cf81eb337e10,fair,high_risk_share,low,somewhat_intimate,prior,0.84
057300f2-d772-5efe-891d-cf81eb337e10,gala,no_share,high,max_intimate,posterior,0.58
057300f2-d772-5efe-891d-cf81eb337e10,gala,no_share,high,max_intimate,prior,1.0
057300f2-d772-5efe-891d-cf81eb337e10,hike,no_share,low,somewhat_intimate,posterior,0.41
057300f2-d772-5efe-891d-cf81eb337e10,hike,no_share,low,somewhat_intimate,prior,0.84
057300f2-d772-5efe-891d-cf81eb337e10,oysters,low_risk_share,low,max_formal,posterior,0.76
057300f2-d772-5efe-891d-cf81eb337e10,oysters,low_risk_share,low,max_formal,prior,0.64
057300f2-d772-5efe-891d-cf81eb337e10,social,low_risk_share,high,max_formal,posterior,0.23
057300f2-d772-5efe-891d-cf81eb337e10,social,low_risk_share,high,max_formal,prior,0.6
057300f2-d772-5efe-891d-cf81eb337e10,soup,no_share,low,somewhat_formal,posterior,0.37
057300f2-d772-5efe-891d-cf81eb337e10,soup,no_share,low,somewhat_formal,prior,0.4
057300f2-d772-5efe-891d-cf81eb337e10,takeout,no_share,low,max_formal,posterior,0.33
057300f2-d772-5efe-891d-cf81eb337e10,takeout,no_share,low,max_formal,prior,0.77
057300f2-d772-5efe-891d-cf81eb337e10,wedding,low_risk_share,low,somewhat_intimate,posterior,1.0
057300f2-d772-5efe-891d-cf81eb337e10,wedding,low_risk_share,low,somewhat_intimate,prior,0.78
05bf3811-624b-5796-a414-1bad1d8f5c4a,apples,low_risk_share,low,somewhat_intimate,posterior,0.54
05bf3811-624b-5796-a414-1bad1d8f5c4a,apples,low_risk_share,low,somewhat_intimate,prior,0.59
05bf3811-624b-5796-a414-1bad1d8f5c4a,basketball,low_risk_share,high,max_intimate,posterior,0.67
05bf3811-624b-5796-a414-1bad1d8f5c4a,basketball,low_risk_share,high,max_intimate,prior,0.52
05bf3811-624b-5796-a414-1bad1d8f5c4a,birthday,high_risk_share,low,max_formal,posterior,0.78
05bf3811-624b-5796-a414-1bad1d8f5c4a,birthday,high_risk_share,low,max_formal,prior,0.67
05bf3811-624b-5796-a414-1bad1d8f5c4a,brunch,no_share,high,max_intimate,posterior,0.3
05bf3811-624b-5796-a414-1bad1d8f5c4a,brunch,no_share,high,max_intimate,prior,0.41
05bf3811-624b-5796-a414-1bad1d8f5c4a,cooking,no_share,high,somewhat_intimate,posterior,0.21
05bf3811-624b-5796-a414-1bad1d8f5c4a,cooking,no_share,high,somewhat_intimate,prior,0.45
05bf3811-624b-5796-a414-1bad1d8f5c4a,dip,no_share,low,somewhat_formal,posterior,0.32
05bf3811-624b-5796-a414-1bad1d8f5c4a,dip,no_share,low,somewhat_formal,prior,0.45
05bf3811-624b-5796-a414-1bad1d8f5c4a,drinks,no_share,high,somewhat_formal,posterior,0.34
05bf3811-624b-5796-a414-1bad1d8f5c4a,drinks,no_share,high,somewhat_formal,prior,0.63
05bf3811-624b-5796-a414-1bad1d8f5c4a,driving,no_share,low,somewhat_intimate,posterior,0.18
05bf3811-624b-5796-a414-1bad1d8f5c4a,driving,no_share,low,somewhat_intimate,prior,0.57
05bf3811-624b-5796-a414-1bad1d8f5c4a,fair,high_risk_share,high,max_intimate,posterior,0.74
05bf3811-624b-5796-a414-1bad1d8f5c4a,fair,high_risk_share,high,max_intimate,prior,0.63
05bf3811-624b-5796-a414-1bad1d8f5c4a,gala,low_risk_share,high,max_formal,posterior,0.81
05bf3811-624b-5796-a414-1bad1d8f5c4a,gala,low_risk_share,high,max_formal,prior,0.59
05bf3811-624b-5796-a414-1bad1d8f5c4a,hike,low_risk_share,high,somewhat_formal,posterior,0.55
05bf3811-624b-5796-a414-1bad1d8f5c4a,hike,low_risk_share,high,somewhat_formal,prior,0.35
05bf3811-624b-5796-a414-1bad1d8f5c4a,oysters,no_share,low,max_formal,posterior,0.39
05bf3811-624b-5796-a414-1bad1d8f5c4a,oysters,no_share,low,max_formal,prior,0.68
05bf3811-624b-5796-a414-1bad1d8f5c4a,social,low_risk_share,low,max_formal,posterior,0.8
05bf3811-624b-5796-a414-1bad1d8f5c4a,social,low_risk_share,low,max_formal,prior,0.68
05bf3811-624b-5796-a414-1bad1d8f5c4a,soup,high_risk_share,low,somewhat_intimate,posterior,0.84
05bf3811-624b-5796-a414-1bad1d8f5c4a,soup,high_risk_share,low,somewhat_intimate,prior,0.69
05bf3811-624b-5796-a414-1bad1d8f5c4a,takeout,high_risk_share,low,max_intimate,posterior,0.75
05bf3811-624b-5796-a414-1bad1d8f5c4a,takeout,high_risk_share,low,max_intimate,prior,0.59
05bf3811-624b-5796-a414-1bad1d8f5c4a,wedding,high_risk_share,high,somewhat_formal,posterior,0.91
05bf3811-624b-5796-a414-1bad1d8f5c4a,wedding,high_risk_share,high,somewhat_formal,prior,0.87
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,apples,high_risk_share,low,max_formal,posterior,0.73
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,apples,high_risk_share,low,max_formal,prior,0.64
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,basketball,high_risk_share,high,max_intimate,posterior,0.73
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,basketball,high_risk_share,high,max_intimate,prior,0.31
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,birthday,low_risk_share,high,max_formal,posterior,0.62
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,birthday,low_risk_share,high,max_formal,prior,0.44
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,brunch,high_risk_share,high,somewhat_intimate,posterior,0.79
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,brunch,high_risk_share,high,somewhat_intimate,prior,0.65
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,cooking,high_risk_share,low,max_intimate,posterior,0.68
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,cooking,high_risk_share,low,max_intimate,prior,0.66
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,dip,no_share,high,max_formal,posterior,0.38
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,dip,no_share,high,max_formal,prior,0.63
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,drinks,low_risk_share,low,max_intimate,posterior,0.69
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,drinks,low_risk_share,low,max_intimate,prior,0.81
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,driving,high_risk_share,low,somewhat_formal,posterior,0.61
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,driving,high_risk_share,low,somewhat_formal,prior,0.3
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,fair,no_share,low,max_intimate,posterior,0.56
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,fair,no_share,low,max_intimate,prior,0.41
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,gala,low_risk_share,high,somewhat_intimate,posterior,0.75
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,gala,low_risk_share,high,somewhat_intimate,prior,0.64
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,hike,low_risk_share,low,somewhat_formal,posterior,0.61
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,hike,low_risk_share,low,somewhat_formal,prior,0.56
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,oysters,no_share,high,somewhat_intimate,posterior,0.55
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,oysters,no_share,high,somewhat_intimate,prior,0.38
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,social,no_share,high,somewhat_formal,posterior,0.19
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,social,no_share,high,somewhat_formal,prior,0.37
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,soup,low_risk_share,low,somewhat_intimate,posterior,0.87
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,soup,low_risk_share,low,somewhat_intimate,prior,0.69
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,takeout,no_share,low,somewhat_formal,posterior,0.12
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,takeout,no_share,low,somewhat_formal,prior,0.48
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,wedding,high_risk_share,high,max_formal,posterior,0.78
07fb2c10-7fef-5d63-ae90-e28ec1902bf7,wedding,high_risk_share,high,max_formal,prior,0.38
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,apples,no_share,low,max_formal,posterior,0.3
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,apples,no_share,low,max_formal,prior,0.65
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,basketball,no_share,high,max_intimate,posterior,0.81
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,basketball,no_share,high,max_intimate,prior,0.89
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,birthday,low_risk_share,low,max_formal,posterior,0.79
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,birthday,low_risk_share,low,max_formal,prior,0.66
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,brunch,high_risk_share,high,somewhat_intimate,posterior,0.73
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,brunch,high_risk_share,high,somewhat_intimate,prior,0.77
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,cooking,low_risk_share,low,max_intimate,posterior,0.85
0c4eb614-cb12-53ca-9cd1-ffa89ddc0199,cooking,low_risk_share,low,max_intimate,prior,0.61
