subject_id,scenario_label,closeness_condition,action_0,action_1,action_2,action_3
bb1c6404-d3e0-5db8-b385-1e7026b4ba50,basketball,somewhat_close,3,4,4,3
bb1c6404-d3e0-5db8-b385-1e7026b4ba50,gala,extremely_close,1,4,5,4
bb1c6404-d3e0-5db8-b385-1e7026b4ba50,wedding,somewhat_close,2,4,5,5
bb1c6404-d3e0-5db8-b385-1e7026b4ba50,drinks,extremely_close,1,6,3,4
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,conference,not_close,5,5,2,1
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,birthday,close,4,5,3,1
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,crabs,somewhat_close,1,5,1,2
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,social,extremely_close,5,5,5,5
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,wedding,not_close,4,5,4,1
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,fair,close,4,5,4,5
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,driving,somewhat_close,4,5,5,4
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,drinks,not_close,5,4,1,1
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,brunch,extremely_close,1,5,5,5
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,cooking,close,0,5,4,1
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,soup,somewhat_close,5,5,4,4
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,hike,extremely_close,4,5,5,5
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,oysters,extremely_close,4,5,5,5
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,basketball,close,5,5,5,5
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,dip,somewhat_close,5,5,4,5
808d47a0-e6a8-53ab-8a5f-61eb5a8f73c3,gala,not_close,5,4,4,3
c9185d8b-cba1-5e98-9ed3-b01cba19b403,brunch,somewhat_close,5,2,2,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,social,somewhat_close,4,0,1,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,crabs,close,0,4,1,2
c9185d8b-cba1-5e98-9ed3-b01cba19b403,soup,extremely_close,6,3,1,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,fair,extremely_close,4,0,3,1
c9185d8b-cba1-5e98-9ed3-b01cba19b403,gala,somewhat_close,0,6,4,3
c9185d8b-cba1-5e98-9ed3-b01cba19b403,cooking,not_close,0,6,3,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,birthday,not_close,5,4,1,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,wedding,close,6,2,1,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,basketball,not_close,1,4,0,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,driving,extremely_close,4,6,1,1
c9185d8b-cba1-5e98-9ed3-b01cba19b403,hike,somewhat_close,6,1,0,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,drinks,close,4,2,1,1
c9185d8b-cba1-5e98-9ed3-b01cba19b403,conference,close,0,5,3,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,dip,extremely_close,6,2,0,0
c9185d8b-cba1-5e98-9ed3-b01cba19b403,oysters,not_close,6,0,0,0
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,wedding,extremely_close,1,4,4,5
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,birthday,not_close,6,0,0,0
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,driving,extremely_close,1,4,5,6
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,conference,not_close,6,3,0,0
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,drinks,close,2,6,4,3
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,crabs,somewhat_close,3,6,2,1
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,hike,extremely_close,1,5,6,6
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,dip,somewhat_close,4,5,4,1
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,oysters,extremely_close,1,5,5,6
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,basketball,close,3,5,6,5
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,social,somewhat_close,5,4,2,0
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,cooking,not_close,5,5,1,0
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,brunch,somewhat_close,3,6,4,3
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,soup,not_close,6,2,0,0
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,fair,close,3,6,4,2
d0afbe9e-e2b9-59dd-bfd9-84c61ee07515,gala,close,4,5,5,3
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,dip,close,4,5,4,5
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,crabs,close,5,3,4,4
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,hike,not_close,6,1,0,0
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,social,close,5,4,4,4
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,wedding,not_close,6,3,1,0
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,driving,not_close,6,2,0,0
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,oysters,somewhat_close,6,4,3,1
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,birthday,somewhat_close,6,4,2,1
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,conference,close,5,4,4,4
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,drinks,extremely_close,5,5,5,5
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,cooking,somewhat_close,6,3,2,0
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,basketball,not_close,6,3,1,0
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,gala,extremely_close,5,5,4,4
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,soup,somewhat_close,6,4,2,1
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,brunch,extremely_close,3,5,5,4
8ceaedd8-b0c7-5470-91eb-a6b039f74f5d,fair,extremely_close,5,4,4,4
0e255da8-ca83-5a12-ab9e-ed979ab615ee,drinks,close,2,1,1,1
0e255da8-ca83-5a12-ab9e-ed979ab615ee,birthday,not_close,5,3,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,social,extremely_close,4,1,1,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,wedding,not_close,6,0,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,driving,close,4,5,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,fair,close,3,5,1,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,oysters,extremely_close,5,0,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,basketball,not_close,5,4,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,soup,extremely_close,6,0,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,crabs,somewhat_close,1,5,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,brunch,not_close,5,4,2,1
0e255da8-ca83-5a12-ab9e-ed979ab615ee,cooking,somewhat_close,4,5,3,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,dip,somewhat_close,5,0,0,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,conference,somewhat_close,5,5,1,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,hike,extremely_close,5,4,1,0
0e255da8-ca83-5a12-ab9e-ed979ab615ee,gala,close,5,2,2,0
35680db7-f834-5425-9ba7-fa00d3d8a06b,birthday,somewhat_close,2,4,4,4
35680db7-f834-5425-9ba7-fa00d3d8a06b,drinks,extremely_close,1,2,3,3
35680db7-f834-5425-9ba7-fa00d3d8a06b,conference,close,0,5,4,4
35680db7-f834-5425-9ba7-fa00d3d8a06b,brunch,close,0,3,4,4
35680db7-f834-5425-9ba7-fa00d3d8a06b,dip,extremely_close,0,3,4,4
35680db7-f834-5425-9ba7-fa00d3d8a06b,oysters,not_close,6,2,2,1
35680db7-f834-5425-9ba7-fa00d3d8a06b,cooking,close,0,4,4,5
35680db7-f834-5425-9ba7-fa00d3d8a06b,social,not_close,5,2,0,0
35680db7-f834-5425-9ba7-fa00d3d8a06b,wedding,somewhat_close,1,4,5,5
35680db7-f834-5425-9ba7-fa00d3d8a06b,fair,extremely_close,0,2,4,4
35680db7-f834-5425-9ba7-fa00d3d8a06b,crabs,close,0,4,4,4
35680db7-f834-5425-9ba7-fa00d3d8a06b,gala,not_close,5,2,2,0
35680db7-f834-5425-9ba7-fa00d3d8a06b,basketball,somewhat_close,2,4,4,1
35680db7-f834-5425-9ba7-fa00d3d8a06b,soup,somewhat_close,0,4,4,3
35680db7-f834-5425-9ba7-fa00d3d8a06b,hike,not_close,6,1,1,0
35680db7-f834-5425-9ba7-fa00d3d8a06b,driving,extremely_close,0,3,5,6
275e692e-4125-5d64-b061-eb9a3c5e0211,crabs,extremely_close,4,5,1,1
275e692e-4125-5d64-b061-eb9a3c5e0211,social,somewhat_close,5,2,0,0
275e692e-4125-5d64-b061-eb9a3c5e0211,dip,not_close,5,0,0,0
275e692e-4125-5d64-b061-eb9a3c5e0211,gala,close,5,4,2,0
275e692e-4125-5d64-b061-eb9a3c5e0211,fair,not_close,4,4,1,0
275e692e-4125-5d64-b061-eb9a3c5e0211,wedding,close,6,1,1,1
275e692e-4125-5d64-b061-eb9a3c5e0211,oysters,somewhat_close,6,6,2,0
275e692e-4125-5d64-b061-eb9a3c5e0211,drinks,extremely_close,5,6,5,4
275e692e-4125-5d64-b061-eb9a3c5e0211,brunch,close,5,5,6,6
275e692e-4125-5d64-b061-eb9a3c5e0211,basketball,not_close,6,1,0,0
275e692e-4125-5d64-b061-eb9a3c5e0211,soup,extremely_close,6,4,2,4
275e692e-4125-5d64-b061-eb9a3c5e0211,driving,not_close,6,4,0,0
275e692e-4125-5d64-b061-eb9a3c5e0211,conference,extremely_close,5,6,6,0
275e692e-4125-5d64-b061-eb9a3c5e0211,hike,close,5,5,2,1
275e692e-4125-5d64-b061-eb9a3c5e0211,birthday,somewhat_close,6,4,2,0
275e692e-4125-5d64-b061-eb9a3c5e0211,cooking,somewhat_close,1,6,6,0
1dd602cb-29d6-503f-b2a7-970fc1cdb058,birthday,not_close,6,4,0,0
1dd602cb-29d6-503f-b2a7-970fc1cdb058,fair,close,2,4,5,4
1dd602cb-29d6-503f-b2a7-970fc1cdb058,wedding,not_close,6,2,1,0
1dd602cb-29d6-503f-b2a7-970fc1cdb058,drinks,close,2,5,0,1
1dd602cb-29d6-503f-b2a7-970fc1cdb058,oysters,extremely_close,0,4,5,6
1dd602cb-29d6-503f-b2a7-970fc1cdb058,gala,extremely_close,1,6,6,4
1dd602cb-29d6-503f-b2a7-970fc1cdb058,social,extremely_close,2,5,5,4
1dd602cb-29d6-503f-b2a7-970fc1cdb058,cooking,somewhat_close,2,4,6,4
1dd602cb-29d6-503f-b2a7-970fc1cdb058,crabs,somewhat_close,2,5,3,2
1dd602cb-29d6-503f-b2a7-970fc1cdb058,soup,not_close,6,0,0,0
1dd602cb-29d6-503f-b2a7-970fc1cdb058,basketball,not_close,4,3,0,0
1dd602cb-29d6-503f-b2a7-970fc1cdb058,driving,close,4,4,1,0
1dd602cb-29d6-503f-b2a7-970fc1cdb058,hike,extremely_close,2,6,5,3
1dd602cb-29d6-503f-b2a7-970fc1cdb058,brunch,somewhat_close,2,6,4,3
1dd602cb-29d6-503f-b2a7-970fc1cdb058,dip,close,6,4,4,0
1dd602cb-29d6-503f-b2a7-970fc1cdb058,conference,somewhat_close,2,5,4,0
1876b167-5d47-5440-869f-5b650b3a3f3f,drinks,not_close,5,4,1,0
1876b167-5d47-5440-869f-5b650b3a3f3f,conference,extremely_close,1,5,3,0
1876b167-5d47-5440-869f-5b650b3a3f3f,cooking,extremely_close,1,5,4,4
1876b167-5d47-5440-869f-5b650b3a3f3f,soup,somewhat_close,5,3,1,0
1876b167-5d47-5440-869f-5b650b3a3f3f,dip,extremely_close,5,5,3,1
1876b167-5d47-5440-869f-5b650b3a3f3f,hike,somewhat_close,5,4,1,0
1876b167-5d47-5440-869f-5b650b3a3f3f,gala,not_close,5,3,1,0
1876b167-5d47-5440-869f-5b650b3a3f3f,oysters,somewhat_close,5,4,1,0
1876b167-5d47-5440-869f-5b650b3a3f3f,social,somewhat_close,5,3,1,0
1876b167-5d47-5440-869f-5b650b3a3f3f,birthday,close,3,5,2,1
1876b167-5d47-5440-869f-5b650b3a3f3f,brunch,close,2,5,5,3
1876b167-5d47-5440-869f-5b650b3a3f3f,fair,not_close,5,3,0,0
1876b167-5d47-5440-869f-5b650b3a3f3f,wedding,close,4,5,3,1
1876b167-5d47-5440-869f-5b650b3a3f3f,driving,not_close,5,3,1,0
1876b167-5d47-5440-869f-5b650b3a3f3f,crabs,extremely_close,4,5,1,1
1876b167-5d47-5440-869f-5b650b3a3f3f,basketball,close,4,3,1,0
530915a5-9159-5068-b0b8-971b07c71ae1,dip,close,2,4,4,1
530915a5-9159-5068-b0b8-971b07c71ae1,basketball,extremely_close,1,4,6,1
530915a5-9159-5068-b0b8-971b07c71ae1,crabs,close,2,5,0,1
530915a5-9159-5068-b0b8-971b07c71ae1,social,not_close,4,0,0,0
530915a5-9159-5068-b0b8-971b07c71ae1,soup,close,5,2,3,1
530915a5-9159-5068-b0b8-971b07c71ae1,birthday,extremely_close,6,4,5,1
530915a5-9159-5068-b0b8-971b07c71ae1,driving,close,1,5,4,4
530915a5-9159-5068-b0b8-971b07c71ae1,oysters,not_close,5,1,1,1
530915a5-9159-5068-b0b8-971b07c71ae1,cooking,extremely_close,0,6,4,3
530915a5-9159-5068-b0b8-971b07c71ae1,brunch,not_close,3,4,2,2
530915a5-9159-5068-b0b8-971b07c71ae1,hike,not_close,4,3,2,0
530915a5-9159-5068-b0b8-971b07c71ae1,drinks,somewhat_close,1,3,5,3
530915a5-9159-5068-b0b8-971b07c71ae1,wedding,somewhat_close,4,3,3,0
530915a5-9159-5068-b0b8-971b07c71ae1,gala,somewhat_close,4,2,1,0
530915a5-9159-5068-b0b8-971b07c71ae1,fair,extremely_close,1,4,5,4
530915a5-9159-5068-b0b8-971b07c71ae1,conference,somewhat_close,1,3,5,0
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,driving,somewhat_close,0,6,3,3
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,conference,not_close,5,5,1,3
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,fair,somewhat_close,5,3,2,2
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,birthday,close,3,5,6,4
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,cooking,close,3,5,2,3
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,gala,extremely_close,5,4,5,3
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,soup,somewhat_close,6,3,4,3
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,basketball,close,4,3,2,1
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,drinks,not_close,5,5,0,0
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,oysters,close,3,4,3,3
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,brunch,extremely_close,0,3,4,4
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,social,extremely_close,1,4,4,1
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,wedding,not_close,6,2,1,2
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,dip,somewhat_close,3,4,3,1
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,hike,extremely_close,2,4,2,1
d5e92569-b7ce-58a9-aa27-8a3da09f4c0b,crabs,not_close,6,3,3,3
b192496d-1e06-5531-8013-91a1349f2c9f,basketball,extremely_close,0,5,5,5
b192496d-1e06-5531-8013-91a1349f2c9f,birthday,extremely_close,2,5,5,5
b192496d-1e06-5531-8013-91a1349f2c9f,gala,somewhat_close,5,6,5,4
b192496d-1e06-5531-8013-91a1349f2c9f,driving,extremely_close,3,5,1,1
b192496d-1e06-5531-8013-91a1349f2c9f,hike,not_close,6,2,1,0
b192496d-1e06-5531-8013-91a1349f2c9f,crabs,close,4,5,2,2
b192496d-1e06-5531-8013-91a1349f2c9f,oysters,not_close,6,5,0,0
b192496d-1e06-5531-8013-91a1349f2c9f,cooking,not_close,3,6,1,1
b192496d-1e06-5531-8013-91a1349f2c9f,fair,extremely_close,4,4,5,4
b192496d-1e06-5531-8013-91a1349f2c9f,drinks,close,3,5,5,5
b192496d-1e06-5531-8013-91a1349f2c9f,dip,close,5,5,5,5
b192496d-1e06-5531-8013-91a1349f2c9f,wedding,somewhat_close,4,5,5,4
b192496d-1e06-5531-8013-91a1349f2c9f,soup,close,5,2,4,4
b192496d-1e06-5531-8013-91a1349f2c9f,social,not_close,3,1,1,0
b192496d-1e06-5531-8013-91a1349f2c9f,brunch,somewhat_close,4,4,4,4
b192496d-1e06-5531-8013-91a1349f2c9f,conference,somewhat_close,4,4,4,1
c7b5adba-7d80-5528-a1bd-cad16542d008,social,somewhat_close,4,5,4,2
c7b5adba-7d80-5528-a1bd-cad16542d008,gala,not_close,6,4,4,4
c7b5adba-7d80-5528-a1bd-cad16542d008,birthday,close,1,5,5,5
c7b5adba-7d80-5528-a1bd-cad16542d008,wedding,somewhat_close,2,4,5,1
c7b5adba-7d80-5528-a1bd-cad16542d008,brunch,close,1,4,5,4
c7b5adba-7d80-5528-a1bd-cad16542d008,fair,not_close,5,2,0,1
c7b5adba-7d80-5528-a1bd-cad16542d008,cooking,extremely_close,0,5,4,5
c7b5adba-7d80-5528-a1bd-cad16542d008,oysters,somewhat_close,2,5,1,2
c7b5adba-7d80-5528-a1bd-cad16542d008,drinks,extremely_close,2,4,5,4
c7b5adba-7d80-5528-a1bd-cad16542d008,soup,somewhat_close,4,5,2,2
c7b5adba-7d80-5528-a1bd-cad16542d008,dip,extremely_close,5,5,5,5
c7b5adba-7d80-5528-a1bd-cad16542d008,basketball,close,2,4,2,1
c7b5adba-7d80-5528-a1bd-cad16542d008,hike,not_close,6,1,2,0
c7b5adba-7d80-5528-a1bd-cad16542d008,conference,close,6,5,4,2
c7b5adba-7d80-5528-a1bd-cad16542d008,crabs,extremely_close,0,4,2,4
c7b5adba-7d80-5528-a1bd-cad16542d008,driving,not_close,5,5,0,0
d376568d-f03b-5dda-9a50-f5b8de06bea7,fair,close,2,5,4,1
d376568d-f03b-5dda-9a50-f5b8de06bea7,dip,close,6,5,4,1
d376568d-f03b-5dda-9a50-f5b8de06bea7,conference,somewhat_close,5,6,2,0
d376568d-f03b-5dda-9a50-f5b8de06bea7,wedding,not_close,6,1,0,0
d376568d-f03b-5dda-9a50-f5b8de06bea7,oysters,extremely_close,1,4,5,6
d376568d-f03b-5dda-9a50-f5b8de06bea7,drinks,somewhat_close,4,5,2,1
d376568d-f03b-5dda-9a50-f5b8de06bea7,basketball,close,2,5,4,1
d376568d-f03b-5dda-9a50-f5b8de06bea7,crabs,somewhat_close,4,5,2,1
d376568d-f03b-5dda-9a50-f5b8de06bea7,brunch,not_close,6,4,2,0
d376568d-f03b-5dda-9a50-f5b8de06bea7,cooking,extremely_close,1,5,1,5
d376568d-f03b-5dda-9a50-f5b8de06bea7,social,extremely_close,0,4,5,6
d376568d-f03b-5dda-9a50-f5b8de06bea7,soup,somewhat_close,4,2,5,0
d376568d-f03b-5dda-9a50-f5b8de06bea7,gala,not_close,6,2,1,0
d376568d-f03b-5dda-9a50-f5b8de06bea7,hike,not_close,6,2,1,0
d376568d-f03b-5dda-9a50-f5b8de06bea7,driving,close,2,5,4,3
d376568d-f03b-5dda-9a50-f5b8de06bea7,birthday,extremely_close,0,4,5,5
489d12fb-853a-5bf3-9db7-8ccce03291bf,cooking,close,1,6,5,4
489d12fb-853a-5bf3-9db7-8ccce03291bf,brunch,extremely_close,3,5,4,6
489d12fb-853a-5bf3-9db7-8ccce03291bf,conference,not_close,5,6,1,0
489d12fb-853a-5bf3-9db7-8ccce03291bf,birthday,close,4,6,5,4
489d12fb-853a-5bf3-9db7-8ccce03291bf,drinks,not_close,6,5,4,1
489d12fb-853a-5bf3-9db7-8ccce03291bf,gala,extremely_close,1,5,6,4
489d12fb-853a-5bf3-9db7-8ccce03291bf,crabs,not_close,4,6,0,1
489d12fb-853a-5bf3-9db7-8ccce03291bf,fair,somewhat_close,4,5,2,2
489d12fb-853a-5bf3-9db7-8ccce03291bf,oysters,close,4,5,4,3
489d12fb-853a-5bf3-9db7-8ccce03291bf,dip,somewhat_close,5,4,4,2
489d12fb-853a-5bf3-9db7-8ccce03291bf,wedding,extremely_close,2,4,5,6
489d12fb-853a-5bf3-9db7-8ccce03291bf,hike,extremely_close,4,4,6,5
489d12fb-853a-5bf3-9db7-8ccce03291bf,soup,not_close,6,4,1,1
489d12fb-853a-5bf3-9db7-8ccce03291bf,basketball,somewhat_close,3,6,5,2
489d12fb-853a-5bf3-9db7-8ccce03291bf,social,close,2,4,5,4
489d12fb-853a-5bf3-9db7-8ccce03291bf,driving,somewhat_close,6,5,4,2
86d110cb-8790-5336-8b67-b1633dd5c152,social,not_close,0,0,0,0
