subject_id,scenario_label,action_condition,effort_condition,intimacy_condition,stage,response
2f7f831a-1131-5880-aeb3-d09faee78459,takeout,low_risk_share,high,neither,posterior,0.76
d949314f-a04d-5981-bf30-4c7bac36aa6a,soup,low_risk_share,low,max_formal,prior,0.31
d949314f-a04d-5981-bf30-4c7bac36aa6a,soup,low_risk_share,low,max_formal,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,gala,no_share,low,neither,prior,0.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,gala,no_share,low,neither,posterior,0.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,driving,low_risk_share,high,somewhat_intimate,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,driving,low_risk_share,high,somewhat_intimate,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,birthday,high_risk_share,low,max_intimate,prior,0.5
d949314f-a04d-5981-bf30-4c7bac36aa6a,birthday,high_risk_share,low,max_intimate,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,drinks,high_risk_share,high,somewhat_intimate,prior,0.5
d949314f-a04d-5981-bf30-4c7bac36aa6a,drinks,high_risk_share,high,somewhat_intimate,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,cooking,low_risk_share,low,neither,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,cooking,low_risk_share,low,neither,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,basketball,no_share,low,somewhat_intimate,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,basketball,no_share,low,somewhat_intimate,posterior,0.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,wedding,no_share,low,max_formal,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,wedding,no_share,low,max_formal,posterior,0.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,hike,no_share,high,max_formal,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,hike,no_share,high,max_formal,posterior,0.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,brunch,high_risk_share,low,max_formal,prior,0.5
d949314f-a04d-5981-bf30-4c7bac36aa6a,brunch,high_risk_share,low,max_formal,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,takeout,high_risk_share,low,somewhat_intimate,prior,0.84
d949314f-a04d-5981-bf30-4c7bac36aa6a,takeout,high_risk_share,low,somewhat_intimate,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,fair,low_risk_share,high,max_intimate,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,fair,low_risk_share,high,max_intimate,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,apples,high_risk_share,high,max_formal,prior,0.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,apples,high_risk_share,high,max_formal,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,dip,no_share,high,somewhat_intimate,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,dip,no_share,high,somewhat_intimate,posterior,0.5
d949314f-a04d-5981-bf30-4c7bac36aa6a,social,high_risk_share,high,max_intimate,prior,0.76
d949314f-a04d-5981-bf30-4c7bac36aa6a,social,high_risk_share,high,max_intimate,posterior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,oysters,low_risk_share,high,neither,prior,1.0
d949314f-a04d-5981-bf30-4c7bac36aa6a,oysters,low_risk_share,high,neither,posterior,1.0
f12044f6-4e89-51b9-b705-25fb60791b49,driving,low_risk_share,high,neither,prior,0.83
f12044f6-4e89-51b9-b705-25fb60791b49,driving,low_risk_share,high,neither,posterior,0.9
f12044f6-4e89-51b9-b705-25fb60791b49,oysters,high_risk_share,high,max_intimate,prior,0.67
f12044f6-4e89-51b9-b705-25fb60791b49,oysters,high_risk_share,high,max_intimate,posterior,0.87
f12044f6-4e89-51b9-b705-25fb60791b49,soup,low_risk_share,low,neither,prior,0.26
f12044f6-4e89-51b9-b705-25fb60791b49,soup,low_risk_share,low,neither,posterior,0.7
f12044f6-4e89-51b9-b705-25fb60791b49,drinks,high_risk_share,low,somewhat_intimate,prior,0.75
f12044f6-4e89-51b9-b705-25fb60791b49,drinks,high_risk_share,low,somewhat_intimate,posterior,0.76
f12044f6-4e89-51b9-b705-25fb60791b49,dip,high_risk_share,high,somewhat_intimate,prior,0.2
f12044f6-4e89-51b9-b705-25fb60791b49,dip,high_risk_share,high,somewhat_intimate,posterior,1.0
f12044f6-4e89-51b9-b705-25fb60791b49,cooking,no_share,high,somewhat_intimate,prior,0.85
f12044f6-4e89-51b9-b705-25fb60791b49,cooking,no_share,high,somewhat_intimate,posterior,0.27
f12044f6-4e89-51b9-b705-25fb60791b49,brunch,no_share,low,neither,prior,0.04
f12044f6-4e89-51b9-b705-25fb60791b49,brunch,no_share,low,neither,posterior,0.29
f12044f6-4e89-51b9-b705-25fb60791b49,birthday,no_share,high,max_formal,prior,0.16
f12044f6-4e89-51b9-b705-25fb60791b49,birthday,no_share,high,max_formal,posterior,0.12
f12044f6-4e89-51b9-b705-25fb60791b49,social,low_risk_share,low,max_formal,prior,0.34
f12044f6-4e89-51b9-b705-25fb60791b49,social,low_risk_share,low,max_formal,posterior,0.89
f12044f6-4e89-51b9-b705-25fb60791b49,hike,no_share,low,max_formal,prior,0.84
f12044f6-4e89-51b9-b705-25fb60791b49,hike,no_share,low,max_formal,posterior,0.76
f12044f6-4e89-51b9-b705-25fb60791b49,wedding,high_risk_share,high,max_formal,prior,0.26
f12044f6-4e89-51b9-b705-25fb60791b49,wedding,high_risk_share,high,max_formal,posterior,1.0
f12044f6-4e89-51b9-b705-25fb60791b49,gala,low_risk_share,high,max_intimate,prior,0.73
f12044f6-4e89-51b9-b705-25fb60791b49,gala,low_risk_share,high,max_intimate,posterior,0.35
f12044f6-4e89-51b9-b705-25fb60791b49,fair,high_risk_share,low,max_intimate,prior,0.7
f12044f6-4e89-51b9-b705-25fb60791b49,fair,high_risk_share,low,max_intimate,posterior,0.91
f12044f6-4e89-51b9-b705-25fb60791b49,apples,no_share,low,somewhat_intimate,prior,0.32
f12044f6-4e89-51b9-b705-25fb60791b49,apples,no_share,low,somewhat_intimate,posterior,0.26
f12044f6-4e89-51b9-b705-25fb60791b49,takeout,low_risk_share,high,somewhat_intimate,prior,0.73
f12044f6-4e89-51b9-b705-25fb60791b49,takeout,low_risk_share,high,somewhat_intimate,posterior,0.81
f12044f6-4e89-51b9-b705-25fb60791b49,basketball,high_risk_share,low,max_formal,prior,0.87
f12044f6-4e89-51b9-b705-25fb60791b49,basketball,high_risk_share,low,max_formal,posterior,0.87
673b5e91-5060-50a4-a9b1-54f5499362a0,fair,no_share,high,somewhat_intimate,prior,0.24
673b5e91-5060-50a4-a9b1-54f5499362a0,fair,no_share,high,somewhat_intimate,posterior,0.25
673b5e91-5060-50a4-a9b1-54f5499362a0,driving,high_risk_share,high,max_formal,prior,0.12
673b5e91-5060-50a4-a9b1-54f5499362a0,driving,high_risk_share,high,max_formal,posterior,0.64
673b5e91-5060-50a4-a9b1-54f5499362a0,hike,high_risk_share,low,somewhat_intimate,prior,0.5
673b5e91-5060-50a4-a9b1-54f5499362a0,hike,high_risk_share,low,somewhat_intimate,posterior,0.76
673b5e91-5060-50a4-a9b1-54f5499362a0,soup,no_share,low,neither,prior,0.65
673b5e91-5060-50a4-a9b1-54f5499362a0,soup,no_share,low,neither,posterior,0.64
673b5e91-5060-50a4-a9b1-54f5499362a0,oysters,no_share,low,somewhat_intimate,prior,0.5
673b5e91-5060-50a4-a9b1-54f5499362a0,oysters,no_share,low,somewhat_intimate,posterior,0.25
673b5e91-5060-50a4-a9b1-54f5499362a0,apples,low_risk_share,high,neither,prior,0.5
673b5e91-5060-50a4-a9b1-54f5499362a0,apples,low_risk_share,high,neither,posterior,0.63
673b5e91-5060-50a4-a9b1-54f5499362a0,social,high_risk_share,low,max_formal,prior,0.25
673b5e91-5060-50a4-a9b1-54f5499362a0,social,high_risk_share,low,max_formal,posterior,0.63
673b5e91-5060-50a4-a9b1-54f5499362a0,birthday,high_risk_share,high,somewhat_intimate,prior,0.35
673b5e91-5060-50a4-a9b1-54f5499362a0,birthday,high_risk_share,high,somewhat_intimate,posterior,0.64
673b5e91-5060-50a4-a9b1-54f5499362a0,drinks,no_share,high,max_formal,prior,0.13
673b5e91-5060-50a4-a9b1-54f5499362a0,drinks,no_share,high,max_formal,posterior,0.0
673b5e91-5060-50a4-a9b1-54f5499362a0,brunch,low_risk_share,low,max_formal,prior,0.25
673b5e91-5060-50a4-a9b1-54f5499362a0,brunch,low_risk_share,low,max_formal,posterior,0.5
673b5e91-5060-50a4-a9b1-54f5499362a0,wedding,low_risk_share,high,somewhat_intimate,prior,0.36
673b5e91-5060-50a4-a9b1-54f5499362a0,wedding,low_risk_share,high,somewhat_intimate,posterior,0.63
673b5e91-5060-50a4-a9b1-54f5499362a0,takeout,no_share,low,max_formal,prior,0.25
673b5e91-5060-50a4-a9b1-54f5499362a0,takeout,no_share,low,max_formal,posterior,0.0
673b5e91-5060-50a4-a9b1-54f5499362a0,dip,high_risk_share,low,max_intimate,prior,0.86
673b5e91-5060-50a4-a9b1-54f5499362a0,dip,high_risk_share,low,max_intimate,posterior,1.0
673b5e91-5060-50a4-a9b1-54f5499362a0,cooking,low_risk_share,high,max_intimate,prior,0.76
673b5e91-5060-50a4-a9b1-54f5499362a0,cooking,low_risk_share,high,max_intimate,posterior,0.5
673b5e91-5060-50a4-a9b1-54f5499362a0,basketball,high_risk_share,high,max_intimate,prior,0.76
673b5e91-5060-50a4-a9b1-54f5499362a0,basketball,high_risk_share,high,max_intimate,posterior,0.86
673b5e91-5060-50a4-a9b1-54f5499362a0,gala,low_risk_share,low,neither,prior,0.25
673b5e91-5060-50a4-a9b1-54f5499362a0,gala,low_risk_share,low,neither,posterior,0.64
5f625a99-2cf7-58ba-ab4b-729d802b9997,gala,low_risk_share,high,neither,prior,0.58
5f625a99-2cf7-58ba-ab4b-729d802b9997,gala,low_risk_share,high,neither,posterior,0.7
5f625a99-2cf7-58ba-ab4b-729d802b9997,apples,no_share,low,max_intimate,prior,0.61
5f625a99-2cf7-58ba-ab4b-729d802b9997,apples,no_share,low,max_intimate,posterior,0.38
5f625a99-2cf7-58ba-ab4b-729d802b9997,basketball,high_risk_share,low,max_intimate,prior,0.58
5f625a99-2cf7-58ba-ab4b-729d802b9997,basketball,high_risk_share,low,max_intimate,posterior,0.75
5f625a99-2cf7-58ba-ab4b-729d802b9997,driving,low_risk_share,low,max_formal,prior,0.41
5f625a99-2cf7-58ba-ab4b-729d802b9997,driving,low_risk_share,low,max_formal,posterior,0.54
5f625a99-2cf7-58ba-ab4b-729d802b9997,hike,no_share,low,neither,prior,0.73
5f625a99-2cf7-58ba-ab4b-729d802b9997,hike,no_share,low,neither,posterior,0.15
5f625a99-2cf7-58ba-ab4b-729d802b9997,cooking,high_risk_share,high,max_formal,prior,0.59
5f625a99-2cf7-58ba-ab4b-729d802b9997,cooking,high_risk_share,high,max_formal,posterior,0.55
5f625a99-2cf7-58ba-ab4b-729d802b9997,fair,low_risk_share,high,somewhat_intimate,prior,0.57
5f625a99-2cf7-58ba-ab4b-729d802b9997,fair,low_risk_share,high,somewhat_intimate,posterior,0.35
5f625a99-2cf7-58ba-ab4b-729d802b9997,oysters,no_share,high,max_formal,prior,0.71
5f625a99-2cf7-58ba-ab4b-729d802b9997,oysters,no_share,high,max_formal,posterior,0.77
5f625a99-2cf7-58ba-ab4b-729d802b9997,social,high_risk_share,high,max_intimate,prior,0.68
5f625a99-2cf7-58ba-ab4b-729d802b9997,social,high_risk_share,high,max_intimate,posterior,0.39
5f625a99-2cf7-58ba-ab4b-729d802b9997,dip,low_risk_share,low,neither,prior,0.76
5f625a99-2cf7-58ba-ab4b-729d802b9997,dip,low_risk_share,low,neither,posterior,0.88
5f625a99-2cf7-58ba-ab4b-729d802b9997,birthday,no_share,low,max_formal,prior,0.81
5f625a99-2cf7-58ba-ab4b-729d802b9997,birthday,no_share,low,max_formal,posterior,0.1
5f625a99-2cf7-58ba-ab4b-729d802b9997,soup,no_share,high,neither,prior,0.57
5f625a99-2cf7-58ba-ab4b-729d802b9997,soup,no_share,high,neither,posterior,0.21
5f625a99-2cf7-58ba-ab4b-729d802b9997,wedding,no_share,low,somewhat_intimate,prior,0.59
5f625a99-2cf7-58ba-ab4b-729d802b9997,wedding,no_share,low,somewhat_intimate,posterior,0.16
5f625a99-2cf7-58ba-ab4b-729d802b9997,brunch,low_risk_share,high,max_intimate,prior,0.78
5f625a99-2cf7-58ba-ab4b-729d802b9997,brunch,low_risk_share,high,max_intimate,posterior,0.97
5f625a99-2cf7-58ba-ab4b-729d802b9997,takeout,high_risk_share,high,somewhat_intimate,prior,0.86
5f625a99-2cf7-58ba-ab4b-729d802b9997,takeout,high_risk_share,high,somewhat_intimate,posterior,0.97
5f625a99-2cf7-58ba-ab4b-729d802b9997,drinks,high_risk_share,low,somewhat_intimate,prior,0.67
5f625a99-2cf7-58ba-ab4b-729d802b9997,drinks,high_risk_share,low,somewhat_intimate,posterior,0.88
4ca5b55b-253a-5992-8bad-313f8590998e,social,high_risk_share,low,max_formal,prior,0.07
4ca5b55b-253a-5992-8bad-313f8590998e,social,high_risk_share,low,max_formal,posterior,0.98
4ca5b55b-253a-5992-8bad-313f8590998e,wedding,low_risk_share,high,max_formal,prior,0.16
4ca5b55b-253a-5992-8bad-313f8590998e,wedding,low_risk_share,high,max_formal,posterior,0.95
4ca5b55b-253a-5992-8bad-313f8590998e,apples,low_risk_share,high,max_intimate,prior,0.87
4ca5b55b-253a-5992-8bad-313f8590998e,apples,low_risk_share,high,max_intimate,posterior,0.89
4ca5b55b-253a-5992-8bad-313f8590998e,hike,high_risk_share,high,max_formal,prior,0.87
4ca5b55b-253a-5992-8bad-313f8590998e,hike,high_risk_share,high,max_formal,posterior,0.98
4ca5b55b-253a-5992-8bad-313f8590998e,cooking,no_share,high,neither,prior,0.89
4ca5b55b-253a-5992-8bad-313f8590998e,cooking,no_share,high,neither,posterior,0.4
4ca5b55b-253a-5992-8bad-313f8590998e,soup,low_risk_share,low,max_intimate,prior,0.11
4ca5b55b-253a-5992-8bad-313f8590998e,soup,low_risk_share,low,max_intimate,posterior,0.96
4ca5b55b-253a-5992-8bad-313f8590998e,brunch,no_share,high,max_formal,prior,0.35
4ca5b55b-253a-5992-8bad-313f8590998e,brunch,no_share,high,max_formal,posterior,0.62
4ca5b55b-253a-5992-8bad-313f8590998e,dip,high_risk_share,low,neither,prior,0.84
4ca5b55b-253a-5992-8bad-313f8590998e,dip,high_risk_share,low,neither,posterior,0.99
4ca5b55b-253a-5992-8bad-313f8590998e,drinks,no_share,low,max_intimate,prior,0.76
4ca5b55b-253a-5992-8bad-313f8590998e,drinks,no_share,low,max_intimate,posterior,0.0
4ca5b55b-253a-5992-8bad-313f8590998e,basketball,high_risk_share,high,max_intimate,prior,0.58
4ca5b55b-253a-5992-8bad-313f8590998e,basketball,high_risk_share,high,max_intimate,posterior,1.0
4ca5b55b-253a-5992-8bad-313f8590998e,takeout,low_risk_share,high,neither,prior,0.33
4ca5b55b-253a-5992-8bad-313f8590998e,takeout,low_risk_share,high,neither,posterior,0.72
4ca5b55b-253a-5992-8bad-313f8590998e,fair,low_risk_share,low,somewhat_intimate,prior,0.55
4ca5b55b-253a-5992-8bad-313f8590998e,fair,low_risk_share,low,somewhat_intimate,posterior,0.78
4ca5b55b-253a-5992-8bad-313f8590998e,oysters,no_share,high,max_intimate,prior,0.15
4ca5b55b-253a-5992-8bad-313f8590998e,oysters,no_share,high,max_intimate,posterior,0.52
4ca5b55b-253a-5992-8bad-313f8590998e,driving,high_risk_share,high,neither,prior,0.6
4ca5b55b-253a-5992-8bad-313f8590998e,driving,high_risk_share,high,neither,posterior,1.0
4ca5b55b-253a-5992-8bad-313f8590998e,gala,no_share,low,neither,prior,0.17
4ca5b55b-253a-5992-8bad-313f8590998e,gala,no_share,low,neither,posterior,0.12
4ca5b55b-253a-5992-8bad-313f8590998e,birthday,no_share,high,somewhat_intimate,prior,0.75
4ca5b55b-253a-5992-8bad-313f8590998e,birthday,no_share,high,somewhat_intimate,posterior,0.25
bb3042ff-8454-53aa-b0b1-87d9e210262f,fair,no_share,low,neither,prior,0.71
bb3042ff-8454-53aa-b0b1-87d9e210262f,fair,no_share,low,neither,posterior,0.64
bb3042ff-8454-53aa-b0b1-87d9e210262f,birthday,no_share,high,somewhat_intimate,prior,0.62
bb3042ff-8454-53aa-b0b1-87d9e210262f,birthday,no_share,high,somewhat_intimate,posterior,0.21
bb3042ff-8454-53aa-b0b1-87d9e210262f,gala,low_risk_share,low,max_formal,prior,0.68
bb3042ff-8454-53aa-b0b1-87d9e210262f,gala,low_risk_share,low,max_formal,posterior,0.84
bb3042ff-8454-53aa-b0b1-87d9e210262f,basketball,low_risk_share,low,neither,prior,0.5
bb3042ff-8454-53aa-b0b1-87d9e210262f,basketball,low_risk_share,low,neither,posterior,0.51
bb3042ff-8454-53aa-b0b1-87d9e210262f,oysters,low_risk_share,high,max_intimate,prior,0.62
bb3042ff-8454-53aa-b0b1-87d9e210262f,oysters,low_risk_share,high,max_intimate,posterior,0.77
bb3042ff-8454-53aa-b0b1-87d9e210262f,driving,high_risk_share,low,max_formal,prior,0.51
bb3042ff-8454-53aa-b0b1-87d9e210262f,driving,high_risk_share,low,max_formal,posterior,0.58
bb3042ff-8454-53aa-b0b1-87d9e210262f,wedding,no_share,high,max_formal,prior,0.63
bb3042ff-8454-53aa-b0b1-87d9e210262f,wedding,no_share,high,max_formal,posterior,0.69
bb3042ff-8454-53aa-b0b1-87d9e210262f,brunch,high_risk_share,low,somewhat_intimate,prior,0.57
bb3042ff-8454-53aa-b0b1-87d9e210262f,brunch,high_risk_share,low,somewhat_intimate,posterior,0.6
bb3042ff-8454-53aa-b0b1-87d9e210262f,dip,high_risk_share,low,neither,prior,0.51
bb3042ff-8454-53aa-b0b1-87d9e210262f,dip,high_risk_share,low,neither,posterior,0.57
bb3042ff-8454-53aa-b0b1-87d9e210262f,soup,high_risk_share,high,max_intimate,prior,0.58
bb3042ff-8454-53aa-b0b1-87d9e210262f,soup,high_risk_share,high,max_intimate,posterior,0.74
bb3042ff-8454-53aa-b0b1-87d9e210262f,drinks,high_risk_share,high,max_formal,prior,0.6
bb3042ff-8454-53aa-b0b1-87d9e210262f,drinks,high_risk_share,high,max_formal,posterior,0.76
bb3042ff-8454-53aa-b0b1-87d9e210262f,social,low_risk_share,low,somewhat_intimate,prior,0.55
bb3042ff-8454-53aa-b0b1-87d9e210262f,social,low_risk_share,low,somewhat_intimate,posterior,0.6
bb3042ff-8454-53aa-b0b1-87d9e210262f,cooking,no_share,low,somewhat_intimate,prior,0.55
bb3042ff-8454-53aa-b0b1-87d9e210262f,cooking,no_share,low,somewhat_intimate,posterior,0.44
bb3042ff-8454-53aa-b0b1-87d9e210262f,apples,low_risk_share,high,somewhat_intimate,prior,0.52
bb3042ff-8454-53aa-b0b1-87d9e210262f,apples,low_risk_share,high,somewhat_intimate,posterior,0.66
bb3042ff-8454-53aa-b0b1-87d9e210262f,hike,high_risk_share,low,max_intimate,prior,0.53
bb3042ff-8454-53aa-b0b1-87d9e210262f,hike,high_risk_share,low,max_intimate,posterior,0.73
bb3042ff-8454-53aa-b0b1-87d9e210262f,takeout,low_risk_share,high,neither,prior,0.56
bb3042ff-8454-53aa-b0b1-87d9e210262f,takeout,low_risk_share,high,neither,posterior,0.47
c5ce7842-2b62-5ca9-8df8-857266f0b479,takeout,high_risk_share,low,somewhat_intimate,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,takeout,high_risk_share,low,somewhat_intimate,posterior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,gala,high_risk_share,low,neither,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,gala,high_risk_share,low,neither,posterior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,apples,no_share,high,max_formal,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,apples,no_share,high,max_formal,posterior,0.49
c5ce7842-2b62-5ca9-8df8-857266f0b479,basketball,low_risk_share,low,max_formal,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,basketball,low_risk_share,low,max_formal,posterior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,driving,high_risk_share,high,max_intimate,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,driving,high_risk_share,high,max_intimate,posterior,0.45
c5ce7842-2b62-5ca9-8df8-857266f0b479,soup,low_risk_share,low,somewhat_intimate,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,soup,low_risk_share,low,somewhat_intimate,posterior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,hike,high_risk_share,high,max_formal,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,hike,high_risk_share,high,max_formal,posterior,0.51
c5ce7842-2b62-5ca9-8df8-857266f0b479,oysters,low_risk_share,high,neither,prior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,oysters,low_risk_share,high,neither,posterior,1.0
c5ce7842-2b62-5ca9-8df8-857266f0b479,cooking,high_risk_share,low,max_intimate,prior,1.0
