subject_id,scenario_label,action_condition,motivation,stage,intimacy_rating
01c2055b-acd3-5870-8e46-ecf3de87a8fb,wedding,action_0,high,prior,65
0252d930-528a-5e7f-bdca-50db4e9c6aaa,apples,action_3,low,posterior,90
0252d930-528a-5e7f-bdca-50db4e9c6aaa,apples,action_3,low,prior,57
0252d930-528a-5e7f-bdca-50db4e9c6aaa,basketball,action_1,high,posterior,51
0252d930-528a-5e7f-bdca-50db4e9c6aaa,basketball,action_1,high,prior,52
0252d930-528a-5e7f-bdca-50db4e9c6aaa,birthday,action_2,low,posterior,50
0252d930-528a-5e7f-bdca-50db4e9c6aaa,birthday,action_2,low,prior,48
0252d930-528a-5e7f-bdca-50db4e9c6aaa,brunch,action_2,low,posterior,53
0252d930-528a-5e7f-bdca-50db4e9c6aaa,brunch,action_2,low,prior,53
0252d930-528a-5e7f-bdca-50db4e9c6aaa,cooking,action_2,high,posterior,53
0252d930-528a-5e7f-bdca-50db4e9c6aaa,cooking,action_2,high,prior,52
0252d930-528a-5e7f-bdca-50db4e9c6aaa,dip,action_3,low,posterior,59
0252d930-528a-5e7f-bdca-50db4e9c6aaa,dip,action_3,low,prior,53
0252d930-528a-5e7f-bdca-50db4e9c6aaa,drinks,action_3,high,posterior,70
0252d930-528a-5e7f-bdca-50db4e9c6aaa,drinks,action_3,high,prior,57
0252d930-528a-5e7f-bdca-50db4e9c6aaa,driving,action_3,high,posterior,76
0252d930-528a-5e7f-bdca-50db4e9c6aaa,driving,action_3,high,prior,66
0252d930-528a-5e7f-bdca-50db4e9c6aaa,fair,action_0,low,posterior,59
0252d930-528a-5e7f-bdca-50db4e9c6aaa,fair,action_0,low,prior,60
0252d930-528a-5e7f-bdca-50db4e9c6aaa,gala,action_0,low,posterior,24
0252d930-528a-5e7f-bdca-50db4e9c6aaa,gala,action_0,low,prior,39
0252d930-528a-5e7f-bdca-50db4e9c6aaa,hike,action_0,high,posterior,51
0252d930-528a-5e7f-bdca-50db4e9c6aaa,hike,action_0,high,prior,53
0252d930-528a-5e7f-bdca-50db4e9c6aaa,oysters,action_0,high,posterior,52
0252d930-528a-5e7f-bdca-50db4e9c6aaa,oysters,action_0,high,prior,54
0252d930-528a-5e7f-bdca-50db4e9c6aaa,social,action_1,low,posterior,52
0252d930-528a-5e7f-bdca-50db4e9c6aaa,social,action_1,low,prior,45
0252d930-528a-5e7f-bdca-50db4e9c6aaa,soup,action_1,low,posterior,38
0252d930-528a-5e7f-bdca-50db4e9c6aaa,soup,action_1,low,prior,46
0252d930-528a-5e7f-bdca-50db4e9c6aaa,takeout,action_2,high,posterior,58
0252d930-528a-5e7f-bdca-50db4e9c6aaa,takeout,action_2,high,prior,41
0252d930-528a-5e7f-bdca-50db4e9c6aaa,wedding,action_1,high,posterior,56
0252d930-528a-5e7f-bdca-50db4e9c6aaa,wedding,action_1,high,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,apples,action_1,high,posterior,48
0bd1654e-aaba-510f-bb5e-e24959d2798a,apples,action_1,high,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,basketball,action_2,high,posterior,96
0bd1654e-aaba-510f-bb5e-e24959d2798a,basketball,action_2,high,prior,54
0bd1654e-aaba-510f-bb5e-e24959d2798a,birthday,action_3,low,posterior,100
0bd1654e-aaba-510f-bb5e-e24959d2798a,birthday,action_3,low,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,brunch,action_0,low,posterior,4
0bd1654e-aaba-510f-bb5e-e24959d2798a,brunch,action_0,low,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,cooking,action_3,low,posterior,82
0bd1654e-aaba-510f-bb5e-e24959d2798a,cooking,action_3,low,prior,52
0bd1654e-aaba-510f-bb5e-e24959d2798a,dip,action_2,low,posterior,96
0bd1654e-aaba-510f-bb5e-e24959d2798a,dip,action_2,low,prior,69
0bd1654e-aaba-510f-bb5e-e24959d2798a,drinks,action_1,low,posterior,10
0bd1654e-aaba-510f-bb5e-e24959d2798a,drinks,action_1,low,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,driving,action_2,low,posterior,83
0bd1654e-aaba-510f-bb5e-e24959d2798a,driving,action_2,low,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,fair,action_2,high,posterior,99
0bd1654e-aaba-510f-bb5e-e24959d2798a,fair,action_2,high,prior,52
0bd1654e-aaba-510f-bb5e-e24959d2798a,gala,action_0,high,posterior,42
0bd1654e-aaba-510f-bb5e-e24959d2798a,gala,action_0,high,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,hike,action_0,low,posterior,6
0bd1654e-aaba-510f-bb5e-e24959d2798a,hike,action_0,low,prior,51
0bd1654e-aaba-510f-bb5e-e24959d2798a,oysters,action_3,high,posterior,93
0bd1654e-aaba-510f-bb5e-e24959d2798a,oysters,action_3,high,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,social,action_3,high,posterior,96
0bd1654e-aaba-510f-bb5e-e24959d2798a,social,action_3,high,prior,51
0bd1654e-aaba-510f-bb5e-e24959d2798a,soup,action_1,high,posterior,12
0bd1654e-aaba-510f-bb5e-e24959d2798a,soup,action_1,high,prior,50
0bd1654e-aaba-510f-bb5e-e24959d2798a,takeout,action_1,low,posterior,0
0bd1654e-aaba-510f-bb5e-e24959d2798a,takeout,action_1,low,prior,51
0bd1654e-aaba-510f-bb5e-e24959d2798a,wedding,action_0,high,posterior,0
0bd1654e-aaba-510f-bb5e-e24959d2798a,wedding,action_0,high,prior,58
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,apples,action_0,high,posterior,16
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,apples,action_0,high,prior,40
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,basketball,action_2,low,posterior,81
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,basketball,action_2,low,prior,50
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,birthday,action_2,low,posterior,96
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,birthday,action_2,low,prior,78
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,brunch,action_3,high,posterior,87
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,brunch,action_3,high,prior,14
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,cooking,action_2,high,posterior,70
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,cooking,action_2,high,prior,32
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,dip,action_1,low,posterior,5
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,dip,action_1,low,prior,18
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,drinks,action_0,high,posterior,2
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,drinks,action_0,high,prior,38
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,driving,action_1,high,posterior,8
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,driving,action_1,high,prior,60
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,fair,action_1,high,posterior,7
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,fair,action_1,high,prior,72
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,gala,action_3,high,posterior,100
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,gala,action_3,high,prior,83
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,hike,action_3,low,posterior,77
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,hike,action_3,low,prior,36
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,oysters,action_2,high,posterior,93
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,oysters,action_2,high,prior,61
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,social,action_3,low,posterior,98
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,social,action_3,low,prior,38
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,soup,action_1,low,posterior,15
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,soup,action_1,low,prior,23
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,takeout,action_0,low,posterior,0
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,takeout,action_0,low,prior,2
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,wedding,action_0,low,posterior,8
0ff29ec9-2c94-57de-9e72-0fbe1e583fe5,wedding,action_0,low,prior,19
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,apples,action_1,low,posterior,59
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,apples,action_1,low,prior,50
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,basketball,action_2,low,posterior,85
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,basketball,action_2,low,prior,62
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,birthday,action_2,high,posterior,79
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,birthday,action_2,high,prior,50
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,brunch,action_3,high,posterior,84
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,brunch,action_3,high,prior,68
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,cooking,action_2,high,posterior,35
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,cooking,action_2,high,prior,0
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,dip,action_1,high,posterior,9
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,dip,action_1,high,prior,51
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,drinks,action_0,high,posterior,35
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,drinks,action_0,high,prior,58
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,driving,action_1,high,posterior,7
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,driving,action_1,high,prior,39
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,fair,action_2,low,posterior,86
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,fair,action_2,low,prior,52
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,gala,action_0,low,posterior,0
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,gala,action_0,low,prior,5
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,hike,action_3,high,posterior,78
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,hike,action_3,high,prior,40
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,oysters,action_3,low,posterior,100
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,oysters,action_3,low,prior,34
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,social,action_3,low,posterior,87
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,social,action_3,low,prior,14
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,soup,action_1,low,posterior,35
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,soup,action_1,low,prior,56
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,takeout,action_0,high,posterior,0
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,takeout,action_0,high,prior,10
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,wedding,action_0,low,posterior,8
1cbe1bbd-4b2f-5f56-a25d-707a533f77a6,wedding,action_0,low,prior,32
25761b12-b330-57b5-b26d-16ab205440e0,apples,action_3,high,posterior,82
25761b12-b330-57b5-b26d-16ab205440e0,apples,action_3,high,prior,46
25761b12-b330-57b5-b26d-16ab205440e0,basketball,action_1,low,posterior,58
25761b12-b330-57b5-b26d-16ab205440e0,basketball,action_1,low,prior,63
25761b12-b330-57b5-b26d-16ab205440e0,birthday,action_1,low,posterior,54
25761b12-b330-57b5-b26d-16ab205440e0,birthday,action_1,low,prior,54
25761b12-b330-57b5-b26d-16ab205440e0,brunch,action_2,high,posterior,60
25761b12-b330-57b5-b26d-16ab205440e0,brunch,action_2,high,prior,68
25761b12-b330-57b5-b26d-16ab205440e0,cooking,action_1,high,posterior,67
25761b12-b330-57b5-b26d-16ab205440e0,cooking,action_1,high,prior,86
25761b12-b330-57b5-b26d-16ab205440e0,dip,action_0,low,posterior,52
25761b12-b330-57b5-b26d-16ab205440e0,dip,action_0,low,prior,45
25761b12-b330-57b5-b26d-16ab205440e0,drinks,action_3,high,posterior,93
25761b12-b330-57b5-b26d-16ab205440e0,drinks,action_3,high,prior,83
25761b12-b330-57b5-b26d-16ab205440e0,driving,action_0,high,posterior,59
25761b12-b330-57b5-b26d-16ab205440e0,driving,action_0,high,prior,72
25761b12-b330-57b5-b26d-16ab205440e0,fair,action_0,high,posterior,53
25761b12-b330-57b5-b26d-16ab205440e0,fair,action_0,high,prior,44
25761b12-b330-57b5-b26d-16ab205440e0,gala,action_2,high,posterior,72
25761b12-b330-57b5-b26d-16ab205440e0,gala,action_2,high,prior,83
25761b12-b330-57b5-b26d-16ab205440e0,hike,action_2,low,posterior,78
25761b12-b330-57b5-b26d-16ab205440e0,hike,action_2,low,prior,54
25761b12-b330-57b5-b26d-16ab205440e0,oysters,action_1,high,posterior,48
25761b12-b330-57b5-b26d-16ab205440e0,oysters,action_1,high,prior,53
25761b12-b330-57b5-b26d-16ab205440e0,social,action_2,low,posterior,83
25761b12-b330-57b5-b26d-16ab205440e0,social,action_2,low,prior,35
25761b12-b330-57b5-b26d-16ab205440e0,soup,action_0,low,posterior,53
25761b12-b330-57b5-b26d-16ab205440e0,soup,action_0,low,prior,57
25761b12-b330-57b5-b26d-16ab205440e0,takeout,action_3,low,posterior,68
25761b12-b330-57b5-b26d-16ab205440e0,takeout,action_3,low,prior,57
25761b12-b330-57b5-b26d-16ab205440e0,wedding,action_3,low,posterior,69
25761b12-b330-57b5-b26d-16ab205440e0,wedding,action_3,low,prior,54
40c4a222-8e6a-5352-901b-268ced7f8de0,apples,action_3,low,posterior,100
40c4a222-8e6a-5352-901b-268ced7f8de0,apples,action_3,low,prior,50
40c4a222-8e6a-5352-901b-268ced7f8de0,basketball,action_0,low,posterior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,basketball,action_0,low,prior,49
40c4a222-8e6a-5352-901b-268ced7f8de0,birthday,action_0,high,posterior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,birthday,action_0,high,prior,49
40c4a222-8e6a-5352-901b-268ced7f8de0,brunch,action_1,high,posterior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,brunch,action_1,high,prior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,cooking,action_0,high,posterior,3
40c4a222-8e6a-5352-901b-268ced7f8de0,cooking,action_0,high,prior,78
40c4a222-8e6a-5352-901b-268ced7f8de0,dip,action_3,high,posterior,76
40c4a222-8e6a-5352-901b-268ced7f8de0,dip,action_3,high,prior,50
40c4a222-8e6a-5352-901b-268ced7f8de0,drinks,action_2,high,posterior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,drinks,action_2,high,prior,53
40c4a222-8e6a-5352-901b-268ced7f8de0,driving,action_3,high,posterior,76
40c4a222-8e6a-5352-901b-268ced7f8de0,driving,action_3,high,prior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,fair,action_0,low,posterior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,fair,action_0,low,prior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,gala,action_2,low,posterior,10
40c4a222-8e6a-5352-901b-268ced7f8de0,gala,action_2,low,prior,22
40c4a222-8e6a-5352-901b-268ced7f8de0,hike,action_1,high,posterior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,hike,action_1,high,prior,51
40c4a222-8e6a-5352-901b-268ced7f8de0,oysters,action_1,low,posterior,2
40c4a222-8e6a-5352-901b-268ced7f8de0,oysters,action_1,low,prior,52
40c4a222-8e6a-5352-901b-268ced7f8de0,social,action_1,low,posterior,50
40c4a222-8e6a-5352-901b-268ced7f8de0,social,action_1,low,prior,22
40c4a222-8e6a-5352-901b-268ced7f8de0,soup,action_3,low,posterior,52
40c4a222-8e6a-5352-901b-268ced7f8de0,soup,action_3,low,prior,19
40c4a222-8e6a-5352-901b-268ced7f8de0,takeout,action_2,high,posterior,100
40c4a222-8e6a-5352-901b-268ced7f8de0,takeout,action_2,high,prior,50
40c4a222-8e6a-5352-901b-268ced7f8de0,wedding,action_2,low,posterior,0
40c4a222-8e6a-5352-901b-268ced7f8de0,wedding,action_2,low,prior,50
40e44a18-23ff-51ff-995a-eba1ae7a06cb,apples,action_2,high,posterior,80
40e44a18-23ff-51ff-995a-eba1ae7a06cb,apples,action_2,high,prior,74
40e44a18-23ff-51ff-995a-eba1ae7a06cb,basketball,action_1,low,posterior,81
40e44a18-23ff-51ff-995a-eba1ae7a06cb,basketball,action_1,low,prior,83
40e44a18-23ff-51ff-995a-eba1ae7a06cb,birthday,action_1,high,posterior,62
40e44a18-23ff-51ff-995a-eba1ae7a06cb,birthday,action_1,high,prior,63
40e44a18-23ff-51ff-995a-eba1ae7a06cb,brunch,action_1,high,posterior,76
40e44a18-23ff-51ff-995a-eba1ae7a06cb,brunch,action_1,high,prior,75
40e44a18-23ff-51ff-995a-eba1ae7a06cb,cooking,action_2,low,posterior,81
40e44a18-23ff-51ff-995a-eba1ae7a06cb,cooking,action_2,low,prior,79
40e44a18-23ff-51ff-995a-eba1ae7a06cb,dip,action_2,high,posterior,81
40e44a18-23ff-51ff-995a-eba1ae7a06cb,dip,action_2,high,prior,79
40e44a18-23ff-51ff-995a-eba1ae7a06cb,drinks,action_3,low,posterior,77
40e44a18-23ff-51ff-995a-eba1ae7a06cb,drinks,action_3,low,prior,65
40e44a18-23ff-51ff-995a-eba1ae7a06cb,driving,action_3,low,posterior,78
40e44a18-23ff-51ff-995a-eba1ae7a06cb,driving,action_3,low,prior,74
40e44a18-23ff-51ff-995a-eba1ae7a06cb,fair,action_3,high,posterior,84
40e44a18-23ff-51ff-995a-eba1ae7a06cb,fair,action_3,high,prior,71
40e44a18-23ff-51ff-995a-eba1ae7a06cb,gala,action_3,high,posterior,87
40e44a18-23ff-51ff-995a-eba1ae7a06cb,gala,action_3,high,prior,77
40e44a18-23ff-51ff-995a-eba1ae7a06cb,hike,action_0,low,posterior,67
40e44a18-23ff-51ff-995a-eba1ae7a06cb,hike,action_0,low,prior,72
40e44a18-23ff-51ff-995a-eba1ae7a06cb,oysters,action_0,low,posterior,63
40e44a18-23ff-51ff-995a-eba1ae7a06cb,oysters,action_0,low,prior,66
40e44a18-23ff-51ff-995a-eba1ae7a06cb,social,action_0,high,posterior,79
40e44a18-23ff-51ff-995a-eba1ae7a06cb,social,action_0,high,prior,81
40e44a18-23ff-51ff-995a-eba1ae7a06cb,soup,action_0,high,posterior,64
40e44a18-23ff-51ff-995a-eba1ae7a06cb,soup,action_0,high,prior,68
40e44a18-23ff-51ff-995a-eba1ae7a06cb,takeout,action_2,low,posterior,64
40e44a18-23ff-51ff-995a-eba1ae7a06cb,takeout,action_2,low,prior,54
40e44a18-23ff-51ff-995a-eba1ae7a06cb,wedding,action_1,low,posterior,72
40e44a18-23ff-51ff-995a-eba1ae7a06cb,wedding,action_1,low,prior,65
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,apples,action_2,high,posterior,83
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,apples,action_2,high,prior,42
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,basketball,action_0,low,posterior,62
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,basketball,action_0,low,prior,50
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,birthday,action_0,low,posterior,50
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,birthday,action_0,low,prior,56
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,brunch,action_1,high,posterior,40
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,brunch,action_1,high,prior,50
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,cooking,action_0,high,posterior,21
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,cooking,action_0,high,prior,66
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,dip,action_3,low,posterior,100
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,dip,action_3,low,prior,55
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,drinks,action_2,high,posterior,40
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,drinks,action_2,high,prior,39
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,driving,action_3,high,posterior,83
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,driving,action_3,high,prior,65
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,fair,action_3,high,posterior,92
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,fair,action_3,high,prior,60
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,gala,action_1,high,posterior,59
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,gala,action_1,high,prior,50
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,hike,action_1,low,posterior,50
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,hike,action_1,low,prior,66
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,oysters,action_0,high,posterior,44
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,oysters,action_0,high,prior,44
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,social,action_1,low,posterior,92
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,social,action_1,low,prior,60
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,soup,action_3,low,posterior,89
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,soup,action_3,low,prior,50
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,takeout,action_2,low,posterior,70
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,takeout,action_2,low,prior,50
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,wedding,action_2,low,posterior,74
4c0cd5a6-5b8a-5e69-8e00-53e4b7ee2c8f,wedding,action_2,low,prior,38
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,apples,action_1,high,posterior,38
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,apples,action_1,high,prior,66
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,basketball,action_0,low,posterior,54
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,basketball,action_0,low,prior,60
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,birthday,action_0,high,posterior,60
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,birthday,action_0,high,prior,59
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,brunch,action_0,high,posterior,36
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,brunch,action_0,high,prior,65
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,cooking,action_1,low,posterior,40
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,cooking,action_1,low,prior,58
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,dip,action_1,high,posterior,30
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,dip,action_1,high,prior,59
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,drinks,action_2,low,posterior,9
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,drinks,action_2,low,prior,9
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,driving,action_2,low,posterior,66
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,driving,action_2,low,prior,91
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,fair,action_2,high,posterior,23
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,fair,action_2,high,prior,11
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,gala,action_2,high,posterior,40
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,gala,action_2,high,prior,66
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,hike,action_3,low,posterior,67
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,hike,action_3,low,prior,58
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,oysters,action_3,low,posterior,46
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,oysters,action_3,low,prior,11
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,social,action_3,high,posterior,76
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,social,action_3,high,prior,22
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,soup,action_3,high,posterior,78
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,soup,action_3,high,prior,58
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,takeout,action_1,low,posterior,0
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,takeout,action_1,low,prior,8
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,wedding,action_0,low,posterior,6
4e2bf8f5-d773-5471-aa61-b9da6008f1ba,wedding,action_0,low,prior,17
51860ada-001c-57c7-b4c4-3c73abf02003,apples,action_2,high,posterior,71
