subject_id,gender,age,understood,comments,attention_passed,memory_correct_count
0246926b-8bfa-5f5b-9495-46906e9af1b6,female,31,yes,,True,3
46a70c8b-0a67-5a40-a3fe-30fe38a2fd00,male,39,yes,,True,2
5aad7d3d-908b-55d2-a702-a7e5b469f73f,female,57,yes,,True,1
5ab13e36-cbaa-56d9-bd99-572f5fa4013b,male,45,yes,,True,3
79e715ee-5ad6-51b1-b70a-6334d11279ac,female,49,yes,None,True,3
cbbc3d28-3797-54de-9c1c-ac04db128f72,male,74,yes,none,True,2
c1d19420-06bf-59e3-834d-28a1c97727e5,male,55,yes,"This was interesting, definitely different than the many studies I have done on Prolific. I enjoyed it!",True,1
01c82d0f-81a1-52c6-81e4-13dbcdd0e277,male,60,yes,No comment,True,1
890e6edc-36ba-5c90-aa4f-38a8ec6555bd,male,51,yes,I think about this so much. Am very interested in this study. ,True,2
67fb5388-bdb0-5cd4-80ef-4c3f62c998dd,female,62,yes,,True,3
6a980783-0e60-5703-9c4f-f9ff47d88235,female,41,yes,,True,1
f1ea4d71-190b-53df-9fd9-2e6b49f1ac7e,female,33,yes,I didn't pay enough attention to the names since they were different each scenario so I'm worried that I got the first attention check wrong but I promise I was paying attention to the actual scenario and questions!,True,2
b054c9ab-fef7-5397-a532-dabe79628ff4,female,42,yes,none,True,3
f94179e2-00d1-517d-b7da-f7aab66c6c0c,male,36,yes,No comments,True,3
a46d1ce6-3a1c-55df-b0fb-e509784544df,male,37,yes,Thank you for the survey!,True,2
3ddf6eb3-b73d-549a-9248-d02f9c435daf,male,30,yes,No comments at the moment.,True,3
5cf16afd-2c03-5859-899d-76fce70bd34e,male,49,yes,,True,2
32b657bd-6e46-5d36-88c8-810357378d4d,male,29,yes,,True,1
849a7993-5998-5426-ae0e-ced4939a25b8,female,32,yes,None.,True,3
b3c52a91-cba4-5cbc-85c2-7826eb9b82d7,male,50,yes,Those surprise memory test are very hard and I probably missed some. They also really worked on my anxiety. Thanks for understanding.,True,2
54cc7ff1-6dbc-587d-974e-7b2a5c62fca8,male,37,yes,,True,2
ce444bdb-2531-5948-b210-1149c2aabc06,male,46,yes,no comment,True,2
e56c2260-3631-5dfa-aa37-1b67706cf601,male,32,yes,,True,2
5de867db-71b0-5ae0-bb49-4fe29fbd846b,male,31,yes,"This was an enjoyable study, thanks!",True,1
0316aab7-b377-551a-a316-34d650f22a0a,male,46,yes,"Scenarios involving Korean BBQ cooked at the diners' table, hot pot or fondue would be interesting to consider in a study.",True,3
0868cd9a-8b30-5f5b-b3cc-3874c19f174f,male,41,yes,,True,2
fd063057-83ff-5123-81d0-2670d8e330dc,female,45,yes,"Please consider removing the attention checks that involve remembering names you just read. Neurodivergent workers like myself who have ADHD struggle with their working memory. That said, I do hope that I passed all the checks because I really enjoyed taking this survey. Thank you! ",True,2
