scenario_label,observed_action,effort_condition,intimacy_condition,alt_idx,action_text,is_share,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
takeout,high_risk_share,low,max_formal,0,use the ketchup packets instead of the honey mustard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,low,max_formal,1,pour the honey mustard into extra containers to divide it,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,max_formal,2,one person uses the honey mustard and the other uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,max_formal,3,ask the hotel or restaurant for an additional honey mustard container,0,0.0,0.0,0.0,4.5,0.5,0.75,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,max_formal,4,refuse to use the honey mustard to avoid double dipping,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,low,max_intimate,0,use the extra containers to divide the honey mustard sauce,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,max_intimate,1,use the ketchup packets as a substitute for honey mustard,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,low,max_intimate,2,one person uses the honey mustard sauce and the other uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,max_intimate,3,they decide not to use any sauce,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,low,somewhat_intimate,0,use the extra containers to divide the honey mustard sauce,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,somewhat_intimate,1,Emily uses the honey mustard sauce and Elizabeth uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,somewhat_intimate,2,Elizabeth uses the honey mustard sauce and Emily uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,somewhat_intimate,3,they decide to use ketchup packets for both of their chicken tenders,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,low_risk_share,high,max_intimate,0,take turns dipping into the single container of honey mustard,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,high,max_intimate,1,one person uses the honey mustard and the other uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,low_risk_share,high,max_intimate,2,go downstairs to get extra sauce containers and both use the honey mustard,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,high,max_intimate,3,use the ketchup packets as a dipping sauce for both,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,low,neither,0,use the extra sauce containers to divide the honey mustard sauce,1,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,neither,1,use the ketchup packets as a dipping sauce instead,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,low,neither,2,flip a coin to decide who gets to use the honey mustard sauce,0,0.0,0.0,0.0,0.4,0.4898979485566356,0.0666666666666666,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,neither,3,Emily uses the honey mustard sauce and Elizabeth uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,neither,4,Elizabeth uses the honey mustard sauce and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,max_formal,0,"take turns using the honey mustard sauce, with one person dipping all their tenders first and then the other",0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,max_formal,1,use the ketchup packets as a dipping sauce instead,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,high,max_formal,2,go downstairs to the hotel restaurant to get extra sauce containers,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,max_formal,3,decide that one person gets to use the honey mustard sauce and the other uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,max_intimate,0,use the ketchup packets as a dipping sauce instead,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,high,max_intimate,1,go downstairs to get extra sauce containers,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,max_intimate,2,Emily uses the honey mustard and Elizabeth uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,max_intimate,3,Elizabeth uses the honey mustard and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,max_intimate,4,they decide not to use any dipping sauce,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,low_risk_share,high,max_formal,0,use the ketchup packets as a dipping sauce instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,low_risk_share,high,max_formal,1,take turns dipping their chicken tenders in the single container of honey mustard,1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,high,max_formal,2,one person uses the honey mustard and the other uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,low_risk_share,high,max_formal,3,go downstairs to the hotel restaurant to ask for an additional container of honey mustard,0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,high,max_formal,4,decide not to use any dipping sauce,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,low_risk_share,high,somewhat_intimate,0,"use the single container of honey mustard together, taking turns dipping",1,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,high,somewhat_intimate,1,use ketchup packets as a dipping sauce instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,low_risk_share,high,somewhat_intimate,2,"go downstairs to get an extra sauce container so one person can have the original, and the other can use a new one if they go buy more sauce",0,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,low_risk_share,high,somewhat_intimate,3,"decide one person gets to use the honey mustard, and the other uses ketchup",0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,neither,0,"take turns using the honey mustard sauce, with one person dipping all their chicken tenders first, then the other",0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,neither,1,use the ketchup packets as a dipping sauce instead,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,high,neither,2,go downstairs to the hotel restaurant to get extra sauce containers,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,neither,3,Emily uses the honey mustard sauce and Elizabeth uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,neither,4,Elizabeth uses the honey mustard sauce and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,somewhat_intimate,0,"take turns using the honey mustard sauce, with one person finishing before the other starts",0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,somewhat_intimate,1,go downstairs to the hotel restaurant to get more sauce containers or a surface to pour the sauce onto,1,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,somewhat_intimate,2,use the ketchup packets as a dipping sauce instead of the honey mustard,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,high,somewhat_intimate,3,one person uses the honey mustard sauce and the other uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
basketball,no_share,low,neither,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,neither,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,neither,2,They buy one hot dog and share it,1,3.0,0.0,0.5,0.1,0.3,0.0166666666666666,6.0,0.0,1.0,9,10,10,1,0,0
basketball,no_share,low,max_formal,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,max_formal,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,max_formal,2,They buy one hot dog and share it,1,3.0,0.0,0.5,0.1,0.3,0.0166666666666666,6.0,0.0,1.0,9,10,10,1,0,0
basketball,no_share,high,neither,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,neither,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,neither,2,They buy one hot dog and cut it in half using another object,1,3.0,0.0,0.5,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,9,10,10,1,0,0
basketball,no_share,high,neither,3,They take turns going to the restaurant to get a knife to cut the hot dog,1,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.5,9,10,10,1,0,0
basketball,no_share,high,somewhat_intimate,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,somewhat_intimate,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,somewhat_intimate,2,They buy one hot dog and split it,1,3.0,0.0,0.5,0.0,0.0,0.0,6.0,0.0,1.0,9,10,10,1,0,0
basketball,no_share,high,somewhat_intimate,3,One of them goes to the sit-down restaurant to get a knife to split the hot dog,1,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.5,9,10,10,1,0,0
basketball,no_share,high,max_intimate,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,max_intimate,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,max_intimate,2,They buy one hot dog and split it,1,3.0,0.0,0.5,0.0,0.0,0.0,6.0,0.0,1.0,9,10,10,1,0,0
basketball,no_share,high,max_intimate,3,One of them goes to the restaurant to get a knife to split the hot dog,1,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.5,9,10,10,1,0,0
basketball,low_risk_share,low,max_formal,0,Carissa buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,max_formal,1,Josh buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,max_formal,2,They decide not to buy a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,max_formal,3,They look for another vendor that accepts other forms of payment,0,0.0,0.0,0.0,2.4,0.4898979485566356,0.3999999999999999,3.0,0.0,0.5,9,10,10,1,0,0
basketball,no_share,high,max_formal,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,max_formal,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,high,max_formal,2,They buy the hot dog and cut it in half with their hands or teeth to share,1,6.0,0.0,1.0,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,9,10,10,1,0,0
basketball,no_share,high,max_formal,3,One person goes to the sit-down restaurant to get a knife to cut the hot dog in half,1,0.0,0.0,0.0,6.0,0.0,1.0,3.0,0.0,0.5,9,10,10,1,0,0
basketball,no_share,low,somewhat_intimate,0,Carissa buys the hot dog and eats it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,somewhat_intimate,1,Josh buys the hot dog and eats it,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,somewhat_intimate,2,They buy one hot dog and share it,1,3.0,0.0,0.5,0.1,0.3,0.0166666666666666,6.0,0.0,1.0,9,10,10,1,0,0
basketball,low_risk_share,low,max_intimate,0,Carissa buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,max_intimate,1,Josh buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,max_intimate,2,They decide not to buy a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,max_intimate,3,They take turns eating the hot dog in its entirety,0,6.0,0.0,1.0,0.1,0.3,0.0166666666666666,2.7,0.9,0.45,9,10,10,1,0,0
basketball,low_risk_share,low,neither,0,One person buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,neither,1,They decide not to buy a hot dog and look for another food option,0,0.0,0.0,0.0,1.4,0.4898979485566356,0.2333333333333333,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,low,neither,2,They take turns eating the hot dog in its entirety,0,6.0,0.0,1.0,0.1,0.3,0.0166666666666666,2.7,0.9,0.45,9,10,10,1,0,0
basketball,low_risk_share,low,neither,3,They flip a coin to decide who gets the hot dog,0,0.0,0.0,0.0,0.1,0.3,0.0166666666666666,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,high,neither,0,Carissa eats the whole hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,high,neither,1,Josh eats the whole hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,high,neither,2,They decide not to get a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,high,neither,3,They take turns eating the hot dog in its entirety,1,6.0,0.0,1.0,0.0,0.0,0.0,2.7,0.9,0.45,9,10,10,1,0,0
basketball,no_share,low,max_intimate,0,Carissa buys the hot dog and Josh doesn't get one,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,max_intimate,1,Josh buys the hot dog and Carissa doesn't get one,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,no_share,low,max_intimate,2,They buy one hot dog and share it,1,3.0,0.0,0.5,0.1,0.3,0.0166666666666666,6.0,0.0,1.0,9,10,10,1,0,0
basketball,no_share,low,max_intimate,3,They use a plastic knife from the condiment station to cut the hot dog in half and share it,1,3.0,0.0,0.5,1.0,0.0,0.1666666666666666,6.0,0.0,1.0,9,10,10,1,0,0
basketball,low_risk_share,high,max_intimate,0,Carissa buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,high,max_intimate,1,Josh buys the hot dog and eats it all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,high,max_intimate,2,They decide not to buy a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,10,1,0,0
basketball,low_risk_share,high,max_intimate,3,They take turns eating the whole hot dog,1,6.0,0.0,1.0,0.0,0.0,0.0,2.7,0.9,0.45,9,10,10,1,0,0
