scenario_label,effort_condition,action,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
fair,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
fair,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
fair,high,low_risk_share,0.0,0.0,0.0,5.25,0.25,0.875,6.0,0.0,1.0,10,10,10,0,0,0
fair,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
hike,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,10,0,1,0
hike,low,low_risk_share,2.5,0.5,0.41666666666666663,1.5,0.0,0.25,6.0,0.0,1.0,10,9,10,0,1,0
hike,low,high_risk_share,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,9,10,0,1,0
hike,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
hike,high,low_risk_share,2.5,0.5,0.41666666666666663,5.5,0.0,0.9166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
hike,high,high_risk_share,6.0,0.0,1.0,0.75,0.25,0.125,6.0,0.0,1.0,10,10,10,0,0,0
oysters,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
oysters,low,low_risk_share,0.0,0.0,0.0,2.1,0.48989794855663565,0.35,6.0,0.0,1.0,10,10,10,0,0,0
oysters,low,high_risk_share,6.0,0.0,1.0,1.7,0.24494897427831783,0.2833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
oysters,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
oysters,high,low_risk_share,0.0,0.0,0.0,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
oysters,high,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
social,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
social,low,low_risk_share,1.55,0.9604686356149273,0.2583333333333333,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
social,high,low_risk_share,1.55,0.9604686356149273,0.2583333333333333,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
soup,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
soup,low,low_risk_share,2.0,0.0,0.3333333333333333,3.5,0.0,0.5833333333333333,3.0,0.0,0.5,10,10,10,0,0,0
soup,low,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
soup,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
soup,high,low_risk_share,2.0,0.0,0.3333333333333333,4.5,0.0,0.75,3.0,0.0,0.5,10,10,10,0,0,0
soup,high,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
wedding,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
wedding,low,low_risk_share,2.0,0.0,0.3333333333333333,1.5,0.0,0.25,3.35,0.55,0.5583333333333333,10,10,10,0,0,0
wedding,low,high_risk_share,5.0,0.0,0.8333333333333333,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
wedding,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
wedding,high,low_risk_share,2.0,0.0,0.3333333333333333,4.45,0.15,0.7416666666666667,3.35,0.55,0.5583333333333333,10,10,10,0,0,0
wedding,high,high_risk_share,5.0,0.0,0.8333333333333333,4.75,0.75,0.7916666666666666,6.0,0.0,1.0,10,10,10,0,0,0
