scenario_label,observed_action,desire_condition,effort_condition,alt_idx,action_text,is_share,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
takeout,no_share,low,low,3,They decide not to use any dipping sauce,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,no_share,low,high,3,They decide not to use any dipping sauce,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,no_share,high,low,0,Emily and Elizabeth take turns dipping their chicken tenders in the honey mustard sauce,1,6.0,0.0,1.0,0.15,0.22912878474779197,0.024999999999999998,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,high,0,Emily and Elizabeth take turns dipping their chicken tenders in the honey mustard sauce,1,6.0,0.0,1.0,0.5,0.5,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,low,1,They ask the hotel staff if they have any honey mustard sauce they can provide,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,high,1,They ask the hotel staff if they have any honey mustard sauce they can provide,0,0.0,0.0,0.0,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,low,2,Elizabeth uses the honey mustard sauce and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,no_share,high,high,2,Elizabeth uses the honey mustard sauce and Emily uses the ketchup packets,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,no_share,high,low,3,They decide to order another container of honey mustard sauce from the restaurant,0,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,high,3,They decide to order another container of honey mustard sauce from the restaurant,0,0.0,0.0,0.0,4.9,0.3,0.8166666666666667,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,low,4,They mix the ketchup packets with something else to create a makeshift honey mustard sauce and share it,1,3.0,0.0,0.5,2.65,0.32015621187164245,0.44166666666666665,6.0,0.0,1.0,10,10,10,0,0,0
takeout,no_share,high,high,4,They mix the ketchup packets with something else to create a makeshift honey mustard sauce and share it,1,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,low,0,use the ketchup packets instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,high,high,0,use the ketchup packets instead,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
takeout,high_risk_share,high,low,1,take turns using the honey mustard sauce,1,6.0,0.0,1.0,0.15,0.22912878474779197,0.024999999999999998,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,high,1,take turns using the honey mustard sauce,1,6.0,0.0,1.0,0.5,0.5,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,low,2,divide the honey mustard sauce into two portions,1,0.0,0.0,0.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,high,2,divide the honey mustard sauce into two portions,1,0.0,0.0,0.0,4.0,0.22360679774997896,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,high,low,3,one person uses the honey mustard sauce and the other uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,high,high,3,one person uses the honey mustard sauce and the other uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,low,0,Emily uses the honey mustard and Elizabeth uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,high,0,Emily uses the honey mustard and Elizabeth uses ketchup,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,low,1,"They take turns using the honey mustard, with one person dipping while the other waits",1,6.0,0.0,1.0,0.15,0.22912878474779197,0.024999999999999998,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,high,1,"They take turns using the honey mustard, with one person dipping while the other waits",1,6.0,0.0,1.0,0.5,0.5,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,low,2,"Elizabeth offers the honey mustard to Emily, and Elizabeth uses ketchup instead",0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,high,2,"Elizabeth offers the honey mustard to Emily, and Elizabeth uses ketchup instead",0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
takeout,high_risk_share,low,low,3,They ask the hotel or restaurant if they can provide an additional honey mustard container,1,0.0,0.0,0.0,3.0,0.0,0.5,6.0,0.0,1.0,10,10,10,0,0,0
takeout,high_risk_share,low,high,3,They ask the hotel or restaurant if they can provide an additional honey mustard container,1,0.0,0.0,0.0,3.4,0.48989794855663565,0.5666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,low,low,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,low,high,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,low,low,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,low,high,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,low,low,2,They leave the extra cake uneaten,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,low,high,2,They leave the extra cake uneaten,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,low,low,3,Lio and Mitchell take turns eating from the same slice,1,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,low,high,3,Lio and Mitchell take turns eating from the same slice,1,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,low,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,low,high,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,low,low,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,low,high,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,low,low,2,They ask for an extra fork so they can each eat half of the slice,1,0.0,0.0,0.0,1.15,0.22912878474779202,0.19166666666666665,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,high,2,They ask for an extra fork so they can each eat half of the slice,1,0.0,0.0,0.0,3.35,0.22912878474779202,0.5583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,low,low,3,They decide not to eat the cake at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,low,high,3,They decide not to eat the cake at all,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,high,low,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,high,high,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,high,low,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,high,high,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,high_risk_share,high,low,2,They each get their own slice and eat separately,0,0.0,0.0,0.0,1.1,0.3,0.18333333333333335,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,high,2,They each get their own slice and eat separately,0,0.0,0.0,0.0,1.3,0.45825756949558394,0.21666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,low,3,They ask for an extra fork and take turns eating from the same slice,1,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,high,3,They ask for an extra fork and take turns eating from the same slice,1,6.0,0.0,1.0,3.35,0.22912878474779202,0.5583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,low,4,They ask for the slice to be cut in half and eat their halves separately,0,0.0,0.0,0.0,2.05,0.15,0.3416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,high,high,4,They ask for the slice to be cut in half and eat their halves separately,0,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,low,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.55,0.15,0.2583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,high,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,low,1,Lio eats a small portion and Mitchell eats the rest of one slice,0,3.0,0.0,0.5,1.05,0.15,0.175,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,low,high,1,Lio eats a small portion and Mitchell eats the rest of one slice,0,3.0,0.0,0.5,0.95,0.15,0.15833333333333333,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,low,low,2,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,no_share,low,high,2,Mitchell eats the whole slice by himself,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,no_share,low,low,3,Lio and Mitchell both eat smaller portions of separate slices,0,0.0,0.0,0.0,1.85,0.22912878474779202,0.30833333333333335,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,high,3,Lio and Mitchell both eat smaller portions of separate slices,0,0.0,0.0,0.0,1.95,0.15,0.32499999999999996,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,low,low,4,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,low,high,4,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,low,0,Lio eats a whole slice and Mitchell eats a whole slice,0,0.0,0.0,0.0,1.1,0.3,0.18333333333333335,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,high,high,0,Lio eats a whole slice and Mitchell eats a whole slice,0,0.0,0.0,0.0,1.3,0.45825756949558394,0.21666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
birthday,low_risk_share,high,low,1,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,high,high,1,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,high,low,2,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,high,high,2,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,low_risk_share,high,low,3,They ask for a smaller slice or a sliver from another slice to share between them but not equally,1,3.0,0.0,0.5,2.55,0.15,0.42499999999999993,3.7,0.6,0.6166666666666667,10,10,10,0,0,0
birthday,low_risk_share,high,high,3,They ask for a smaller slice or a sliver from another slice to share between them but not equally,1,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,3.7,0.6,0.6166666666666667,10,10,10,0,0,0
birthday,low_risk_share,high,low,4,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,high,high,4,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,high,low,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.55,0.15,0.2583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,high,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,high,low,1,Lio eats a slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.55,0.15,0.09166666666666667,2.7,0.9,0.45,10,10,10,0,0,0
birthday,no_share,high,high,1,Lio eats a slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.65,0.22912878474779197,0.10833333333333334,2.7,0.9,0.45,10,10,10,0,0,0
birthday,no_share,high,low,2,Mitchell gives his leftover cake to Lio,0,3.0,0.0,0.5,1.05,0.15,0.175,3.85,0.5937171043518958,0.6416666666666666,10,10,10,0,0,0
birthday,no_share,high,high,2,Mitchell gives his leftover cake to Lio,0,3.0,0.0,0.5,1.0,0.0,0.16666666666666666,3.85,0.5937171043518958,0.6416666666666666,10,10,10,0,0,0
birthday,no_share,high,low,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,high,high,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,high,low,4,Lio and Mitchell ask for a smaller slice or if the cake can be cut into smaller portions,1,0.0,0.0,0.0,2.55,0.15,0.42499999999999993,5.5,0.5,0.9166666666666666,10,10,10,0,0,0
birthday,no_share,high,high,4,Lio and Mitchell ask for a smaller slice or if the cake can be cut into smaller portions,1,0.0,0.0,0.0,4.0,0.0,0.6666666666666666,5.5,0.5,0.9166666666666666,10,10,10,0,0,0
