scenario_label,action,risk_raw,risk_raw_std,effort_raw,effort_raw_std,reward_raw,reward_raw_std,risk,effort,reward,n_valid_runs
apples,2,4.0,0.0,3.4699999999999998,0.8602906485601247,5.200000000000001,8.881784197001252e-16,1.3333333333333333,0.5783333333333333,1.3666666666666667,10
apples,3,6.0,0.0,3.6599999999999993,0.8138795979750323,5.200000000000001,8.881784197001252e-16,2.0,0.6099999999999999,1.3666666666666667,10
dip,0,0.0,0.0,0.0,0.0,4.799999999999999,8.881784197001252e-16,0.0,0.0,1.2999999999999998,10
dip,1,0.0,0.0,1.59,0.13747727084867523,4.799999999999999,8.881784197001252e-16,0.0,0.265,1.2999999999999998,10
dip,2,2.5,0.0,2.5,0.0,4.799999999999999,8.881784197001252e-16,0.8333333333333333,0.41666666666666663,1.2999999999999998,10
dip,3,5.799999999999999,8.881784197001252e-16,4.96,0.265329983228432,4.799999999999999,8.881784197001252e-16,1.933333333333333,0.8266666666666667,1.2999999999999998,10
drinks,0,0.0,0.0,0.0,0.0,4.799999999999999,8.881784197001252e-16,0.0,0.0,1.2999999999999998,10
drinks,1,0.0,0.0,2.5,0.0,4.799999999999999,8.881784197001252e-16,0.0,0.41666666666666663,1.2999999999999998,10
drinks,2,2.0,0.0,3.7999999999999994,4.440892098500626e-16,4.799999999999999,8.881784197001252e-16,0.6666666666666666,0.6333333333333332,1.2999999999999998,10
drinks,3,5.0,0.0,4.200000000000001,8.881784197001252e-16,4.799999999999999,8.881784197001252e-16,1.6666666666666665,0.7000000000000002,1.2999999999999998,10
driving,0,0.0,0.0,0.0,0.0,4.200000000000001,8.881784197001252e-16,0.0,0.0,1.2000000000000002,10
driving,1,0.0,0.0,2.35,0.22912878474779202,4.200000000000001,8.881784197001252e-16,0.0,0.39166666666666666,1.2000000000000002,10
driving,2,2.0,0.0,2.71,0.13747727084867511,4.200000000000001,8.881784197001252e-16,0.6666666666666666,0.45166666666666666,1.2000000000000002,10
driving,3,6.0,0.0,4.140000000000001,0.09165151389911688,4.200000000000001,8.881784197001252e-16,2.0,0.6900000000000001,1.2000000000000002,10
fair,0,0.0,0.0,0.0,0.0,5.200000000000001,8.881784197001252e-16,0.0,0.0,1.3666666666666667,10
fair,1,0.2,0.0,2.5,0.0,5.200000000000001,8.881784197001252e-16,0.06666666666666667,0.41666666666666663,1.3666666666666667,10
fair,2,4.5,0.0,2.4,0.48989794855663554,5.200000000000001,8.881784197001252e-16,1.5,0.39999999999999997,1.3666666666666667,10
fair,3,6.0,0.0,4.200000000000001,8.881784197001252e-16,5.200000000000001,8.881784197001252e-16,2.0,0.7000000000000002,1.3666666666666667,10
gala,0,0.0,0.0,0.0,0.0,5.200000000000001,8.881784197001252e-16,0.0,0.0,1.3666666666666667,10
gala,1,0.0,0.0,2.5,0.0,5.200000000000001,8.881784197001252e-16,0.0,0.41666666666666663,1.3666666666666667,10
gala,2,3.0,0.0,3.7999999999999994,4.440892098500626e-16,5.200000000000001,8.881784197001252e-16,1.0,0.6333333333333332,1.3666666666666667,10
gala,3,5.0,0.0,2.08,0.23999999999999994,5.200000000000001,8.881784197001252e-16,1.6666666666666665,0.3466666666666667,1.3666666666666667,10
hike,0,0.0,0.0,0.0,0.0,4.200000000000001,8.881784197001252e-16,0.0,0.0,1.2000000000000002,10
hike,1,0.06000000000000001,0.09165151389911681,2.5,0.0,4.200000000000001,8.881784197001252e-16,0.020000000000000004,0.41666666666666663,1.2000000000000002,10
hike,2,4.75,0.33541019662496846,1.8,0.0,4.200000000000001,8.881784197001252e-16,1.5833333333333333,0.3,1.2000000000000002,10
hike,3,5.9799999999999995,0.06000000000000006,4.200000000000001,8.881784197001252e-16,4.200000000000001,8.881784197001252e-16,1.9933333333333332,0.7000000000000002,1.2000000000000002,10
oysters,0,0.0,0.0,0.0,0.0,5.200000000000001,8.881784197001252e-16,0.0,0.0,1.3666666666666667,10
oysters,1,0.0,0.0,4.55,0.15,5.200000000000001,8.881784197001252e-16,0.0,0.7583333333333333,1.3666666666666667,10
oysters,2,2.0,0.0,2.7199999999999998,0.23999999999999994,5.200000000000001,8.881784197001252e-16,0.6666666666666666,0.45333333333333325,1.3666666666666667,10
oysters,3,6.0,0.0,5.260000000000001,0.11999999999999993,5.200000000000001,8.881784197001252e-16,2.0,0.8766666666666667,1.3666666666666667,10
social,0,0.0,0.0,0.0,0.0,4.200000000000001,8.881784197001252e-16,0.0,0.0,1.2000000000000002,10
social,1,0.26,0.21071307505705478,5.33,0.34655446902326914,4.200000000000001,8.881784197001252e-16,0.08666666666666667,0.8883333333333333,1.2000000000000002,10
social,2,4.5600000000000005,0.3136877428271624,3.789999999999999,0.11357816691600547,4.200000000000001,8.881784197001252e-16,1.52,0.6316666666666665,1.2000000000000002,10
social,3,6.0,0.0,5.68,0.23999999999999985,4.200000000000001,8.881784197001252e-16,2.0,0.9466666666666665,1.2000000000000002,10
soup,0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.9666666666666666,10
soup,1,0.0,0.0,4.5,0.0,2.8,0.0,0.0,0.75,0.9666666666666666,10
soup,2,4.1,0.19999999999999998,5.0,0.0,2.8,0.0,1.3666666666666665,0.8333333333333333,0.9666666666666666,10
soup,3,6.0,0.0,2.8,0.0,2.8,0.0,2.0,0.4666666666666666,0.9666666666666666,10
wedding,0,0.0,0.0,0.0,0.0,4.799999999999999,8.881784197001252e-16,0.0,0.0,1.2999999999999998,10
wedding,1,0.0,0.0,3.2700000000000005,0.9466255859631092,4.799999999999999,8.881784197001252e-16,0.0,0.545,1.2999999999999998,10
wedding,2,0.85,0.45,2.85,0.776208734813001,4.799999999999999,8.881784197001252e-16,0.2833333333333333,0.475,1.2999999999999998,10
wedding,3,5.799999999999999,8.881784197001252e-16,2.68,0.8818163074019442,4.799999999999999,8.881784197001252e-16,1.933333333333333,0.44666666666666666,1.2999999999999998,10
