subject_id,scenario_label,closeness_condition,action_0,action_1,action_2,action_3
407d1fea-b1a2-5af8-b2f1-b3c7f99a191f,dip,somewhat_close,4,4,3,0
407d1fea-b1a2-5af8-b2f1-b3c7f99a191f,drinks,not_close,4,4,4,4
407d1fea-b1a2-5af8-b2f1-b3c7f99a191f,fair,somewhat_close,4,4,4,2
407d1fea-b1a2-5af8-b2f1-b3c7f99a191f,soup,somewhat_close,5,4,1,3
407d1fea-b1a2-5af8-b2f1-b3c7f99a191f,cooking,close,1,5,4,0
fb0131e3-93f3-5866-a741-7ee507735561,brunch,somewhat_close,3,4,5,3
fb0131e3-93f3-5866-a741-7ee507735561,dip,somewhat_close,5,4,4,1
fb0131e3-93f3-5866-a741-7ee507735561,driving,close,2,6,5,2
fb0131e3-93f3-5866-a741-7ee507735561,gala,somewhat_close,4,5,4,2
fb0131e3-93f3-5866-a741-7ee507735561,soup,not_close,6,4,0,2
fb0131e3-93f3-5866-a741-7ee507735561,fair,close,3,6,3,2
fb0131e3-93f3-5866-a741-7ee507735561,birthday,extremely_close,2,6,5,3
fb0131e3-93f3-5866-a741-7ee507735561,cooking,not_close,1,5,6,4
fb0131e3-93f3-5866-a741-7ee507735561,conference,not_close,4,5,2,3
fb0131e3-93f3-5866-a741-7ee507735561,crabs,somewhat_close,2,6,1,4
fb0131e3-93f3-5866-a741-7ee507735561,wedding,extremely_close,1,6,6,4
fb0131e3-93f3-5866-a741-7ee507735561,hike,extremely_close,1,5,4,4
fb0131e3-93f3-5866-a741-7ee507735561,social,not_close,5,1,1,0
fb0131e3-93f3-5866-a741-7ee507735561,oysters,extremely_close,0,5,4,3
fb0131e3-93f3-5866-a741-7ee507735561,basketball,close,2,6,4,2
fb0131e3-93f3-5866-a741-7ee507735561,drinks,close,0,6,6,2
51ce3748-52c5-58b7-85e5-ec7c4221ca19,wedding,somewhat_close,6,5,4,2
51ce3748-52c5-58b7-85e5-ec7c4221ca19,gala,not_close,6,2,1,0
51ce3748-52c5-58b7-85e5-ec7c4221ca19,oysters,somewhat_close,6,6,1,0
51ce3748-52c5-58b7-85e5-ec7c4221ca19,cooking,extremely_close,6,5,5,4
51ce3748-52c5-58b7-85e5-ec7c4221ca19,conference,close,6,6,3,1
51ce3748-52c5-58b7-85e5-ec7c4221ca19,driving,not_close,6,6,0,0
51ce3748-52c5-58b7-85e5-ec7c4221ca19,soup,somewhat_close,6,5,1,1
51ce3748-52c5-58b7-85e5-ec7c4221ca19,hike,not_close,6,5,1,0
51ce3748-52c5-58b7-85e5-ec7c4221ca19,basketball,close,6,5,1,0
51ce3748-52c5-58b7-85e5-ec7c4221ca19,birthday,close,6,6,3,1
51ce3748-52c5-58b7-85e5-ec7c4221ca19,crabs,extremely_close,6,6,1,1
51ce3748-52c5-58b7-85e5-ec7c4221ca19,dip,extremely_close,6,5,5,2
51ce3748-52c5-58b7-85e5-ec7c4221ca19,social,somewhat_close,6,2,2,0
51ce3748-52c5-58b7-85e5-ec7c4221ca19,drinks,extremely_close,3,3,3,3
51ce3748-52c5-58b7-85e5-ec7c4221ca19,brunch,close,6,6,2,1
51ce3748-52c5-58b7-85e5-ec7c4221ca19,fair,not_close,6,5,0,0
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,birthday,not_close,5,2,0,1
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,crabs,somewhat_close,6,1,1,0
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,soup,not_close,6,1,2,4
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,drinks,close,3,5,4,0
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,fair,close,1,4,6,4
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,conference,somewhat_close,2,5,1,1
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,dip,somewhat_close,5,6,4,4
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,oysters,not_close,5,4,2,1
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,cooking,not_close,2,4,4,0
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,social,somewhat_close,5,4,5,2
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,wedding,extremely_close,5,4,5,2
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,basketball,extremely_close,4,6,2,1
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,gala,close,2,5,6,4
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,driving,extremely_close,4,6,2,3
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,brunch,close,1,6,6,3
7dc80ecd-dcb4-56ef-85e9-4ba2d9c3d88e,hike,extremely_close,6,5,6,3
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,soup,close,6,0,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,driving,close,6,6,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,gala,somewhat_close,0,0,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,fair,extremely_close,3,6,1,1
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,wedding,somewhat_close,6,1,1,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,drinks,somewhat_close,6,4,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,cooking,extremely_close,0,6,2,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,dip,close,0,0,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,brunch,not_close,6,0,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,basketball,extremely_close,4,4,3,1
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,crabs,close,4,4,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,conference,somewhat_close,6,3,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,oysters,not_close,6,0,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,birthday,extremely_close,0,6,4,1
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,social,not_close,2,0,0,0
5f02c355-b17a-5fe8-9b89-5a48509ecb1e,hike,not_close,6,2,0,0
24b40c18-ddee-52ef-be20-705e8071b2a8,brunch,close,3,1,5,4
24b40c18-ddee-52ef-be20-705e8071b2a8,social,close,4,1,5,2
24b40c18-ddee-52ef-be20-705e8071b2a8,fair,not_close,5,2,1,0
24b40c18-ddee-52ef-be20-705e8071b2a8,basketball,not_close,2,1,5,0
24b40c18-ddee-52ef-be20-705e8071b2a8,dip,somewhat_close,4,2,2,0
24b40c18-ddee-52ef-be20-705e8071b2a8,birthday,extremely_close,1,2,5,4
24b40c18-ddee-52ef-be20-705e8071b2a8,drinks,extremely_close,2,3,4,5
24b40c18-ddee-52ef-be20-705e8071b2a8,soup,not_close,5,2,1,0
24b40c18-ddee-52ef-be20-705e8071b2a8,crabs,somewhat_close,4,5,1,0
24b40c18-ddee-52ef-be20-705e8071b2a8,conference,close,2,5,4,2
24b40c18-ddee-52ef-be20-705e8071b2a8,oysters,somewhat_close,5,1,2,0
24b40c18-ddee-52ef-be20-705e8071b2a8,hike,extremely_close,2,1,5,6
24b40c18-ddee-52ef-be20-705e8071b2a8,wedding,somewhat_close,2,1,2,4
24b40c18-ddee-52ef-be20-705e8071b2a8,cooking,extremely_close,0,4,4,6
24b40c18-ddee-52ef-be20-705e8071b2a8,gala,close,2,5,5,2
24b40c18-ddee-52ef-be20-705e8071b2a8,driving,not_close,5,4,2,0
6eb99c51-6d33-5b68-8a76-91a0ef48223e,wedding,not_close,6,1,1,0
6eb99c51-6d33-5b68-8a76-91a0ef48223e,fair,extremely_close,3,6,6,5
6eb99c51-6d33-5b68-8a76-91a0ef48223e,conference,somewhat_close,3,5,4,1
6eb99c51-6d33-5b68-8a76-91a0ef48223e,hike,not_close,6,2,1,0
6eb99c51-6d33-5b68-8a76-91a0ef48223e,birthday,somewhat_close,5,4,2,0
6eb99c51-6d33-5b68-8a76-91a0ef48223e,basketball,extremely_close,2,4,4,2
6eb99c51-6d33-5b68-8a76-91a0ef48223e,gala,extremely_close,1,6,6,4
6eb99c51-6d33-5b68-8a76-91a0ef48223e,cooking,somewhat_close,0,6,4,1
6eb99c51-6d33-5b68-8a76-91a0ef48223e,crabs,close,1,6,3,2
6eb99c51-6d33-5b68-8a76-91a0ef48223e,driving,not_close,6,4,0,0
6eb99c51-6d33-5b68-8a76-91a0ef48223e,social,close,1,5,4,4
6eb99c51-6d33-5b68-8a76-91a0ef48223e,soup,somewhat_close,5,3,3,3
6eb99c51-6d33-5b68-8a76-91a0ef48223e,oysters,not_close,6,1,0,0
6eb99c51-6d33-5b68-8a76-91a0ef48223e,dip,close,6,6,5,2
6eb99c51-6d33-5b68-8a76-91a0ef48223e,drinks,extremely_close,0,2,2,5
6eb99c51-6d33-5b68-8a76-91a0ef48223e,brunch,close,0,5,4,4
28a92461-d996-5f70-b903-7d853640e031,hike,not_close,6,1,0,0
28a92461-d996-5f70-b903-7d853640e031,driving,extremely_close,1,5,5,5
28a92461-d996-5f70-b903-7d853640e031,gala,close,4,5,5,4
28a92461-d996-5f70-b903-7d853640e031,brunch,close,4,5,6,5
28a92461-d996-5f70-b903-7d853640e031,crabs,close,2,6,4,4
28a92461-d996-5f70-b903-7d853640e031,soup,not_close,6,6,1,0
28a92461-d996-5f70-b903-7d853640e031,wedding,extremely_close,0,6,6,5
28a92461-d996-5f70-b903-7d853640e031,cooking,somewhat_close,1,6,4,2
28a92461-d996-5f70-b903-7d853640e031,dip,somewhat_close,6,4,4,1
28a92461-d996-5f70-b903-7d853640e031,social,somewhat_close,4,0,1,1
28a92461-d996-5f70-b903-7d853640e031,birthday,not_close,6,6,0,0
28a92461-d996-5f70-b903-7d853640e031,oysters,not_close,0,6,0,0
28a92461-d996-5f70-b903-7d853640e031,drinks,close,1,5,4,4
28a92461-d996-5f70-b903-7d853640e031,basketball,extremely_close,0,2,6,6
28a92461-d996-5f70-b903-7d853640e031,fair,extremely_close,0,5,5,6
28a92461-d996-5f70-b903-7d853640e031,conference,somewhat_close,2,5,4,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,wedding,somewhat_close,4,2,2,1
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,gala,somewhat_close,6,4,1,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,hike,extremely_close,2,5,1,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,birthday,close,6,1,5,1
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,dip,not_close,4,0,2,1
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,conference,close,0,2,6,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,oysters,somewhat_close,1,0,0,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,driving,not_close,6,4,0,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,cooking,extremely_close,0,5,4,1
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,crabs,somewhat_close,0,4,2,1
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,fair,extremely_close,2,4,4,5
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,social,close,2,5,4,1
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,soup,not_close,6,2,1,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,brunch,close,4,5,4,2
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,basketball,not_close,4,2,0,0
173bb84d-2ac3-5ebb-bde5-a457051a1f9d,drinks,extremely_close,4,4,5,4
af0133cb-74e3-5d50-a228-5b8935751d0d,wedding,not_close,6,0,0,0
af0133cb-74e3-5d50-a228-5b8935751d0d,dip,close,5,5,1,1
af0133cb-74e3-5d50-a228-5b8935751d0d,conference,somewhat_close,4,5,0,0
af0133cb-74e3-5d50-a228-5b8935751d0d,fair,extremely_close,1,4,0,0
af0133cb-74e3-5d50-a228-5b8935751d0d,brunch,somewhat_close,4,4,0,1
af0133cb-74e3-5d50-a228-5b8935751d0d,gala,extremely_close,1,6,6,0
af0133cb-74e3-5d50-a228-5b8935751d0d,birthday,somewhat_close,5,5,1,0
af0133cb-74e3-5d50-a228-5b8935751d0d,soup,not_close,6,0,0,0
af0133cb-74e3-5d50-a228-5b8935751d0d,drinks,close,5,4,1,0
af0133cb-74e3-5d50-a228-5b8935751d0d,hike,extremely_close,5,4,1,0
af0133cb-74e3-5d50-a228-5b8935751d0d,cooking,close,0,6,1,0
af0133cb-74e3-5d50-a228-5b8935751d0d,driving,extremely_close,5,5,5,3
af0133cb-74e3-5d50-a228-5b8935751d0d,basketball,somewhat_close,0,6,0,0
af0133cb-74e3-5d50-a228-5b8935751d0d,oysters,not_close,6,0,0,0
af0133cb-74e3-5d50-a228-5b8935751d0d,crabs,close,0,5,0,0
af0133cb-74e3-5d50-a228-5b8935751d0d,social,not_close,3,0,0,0
0991ac05-2b20-5b18-83c1-d8bea47bf4da,social,not_close,1,0,0,0
0991ac05-2b20-5b18-83c1-d8bea47bf4da,driving,not_close,4,3,0,0
0991ac05-2b20-5b18-83c1-d8bea47bf4da,cooking,somewhat_close,1,6,1,0
0991ac05-2b20-5b18-83c1-d8bea47bf4da,dip,extremely_close,5,3,3,3
0991ac05-2b20-5b18-83c1-d8bea47bf4da,wedding,somewhat_close,3,5,2,2
0991ac05-2b20-5b18-83c1-d8bea47bf4da,hike,not_close,5,3,0,0
0991ac05-2b20-5b18-83c1-d8bea47bf4da,oysters,close,1,3,2,1
0991ac05-2b20-5b18-83c1-d8bea47bf4da,gala,extremely_close,0,6,6,5
0991ac05-2b20-5b18-83c1-d8bea47bf4da,brunch,not_close,3,5,0,0
0991ac05-2b20-5b18-83c1-d8bea47bf4da,crabs,close,0,6,1,1
0991ac05-2b20-5b18-83c1-d8bea47bf4da,soup,close,5,3,2,1
0991ac05-2b20-5b18-83c1-d8bea47bf4da,conference,somewhat_close,3,5,1,0
0991ac05-2b20-5b18-83c1-d8bea47bf4da,drinks,close,5,4,4,1
0991ac05-2b20-5b18-83c1-d8bea47bf4da,basketball,extremely_close,1,4,5,1
0991ac05-2b20-5b18-83c1-d8bea47bf4da,fair,extremely_close,3,4,4,2
0991ac05-2b20-5b18-83c1-d8bea47bf4da,birthday,somewhat_close,4,5,2,0
3ee7884f-795a-566a-8f76-5c3c884ec1c9,social,extremely_close,6,6,6,6
3ee7884f-795a-566a-8f76-5c3c884ec1c9,brunch,not_close,6,4,2,1
3ee7884f-795a-566a-8f76-5c3c884ec1c9,dip,somewhat_close,3,3,3,3
3ee7884f-795a-566a-8f76-5c3c884ec1c9,cooking,somewhat_close,0,6,5,5
3ee7884f-795a-566a-8f76-5c3c884ec1c9,gala,close,1,6,6,1
3ee7884f-795a-566a-8f76-5c3c884ec1c9,wedding,extremely_close,1,6,6,6
3ee7884f-795a-566a-8f76-5c3c884ec1c9,driving,close,5,5,5,5
3ee7884f-795a-566a-8f76-5c3c884ec1c9,soup,extremely_close,6,3,3,5
3ee7884f-795a-566a-8f76-5c3c884ec1c9,conference,not_close,3,3,3,1
3ee7884f-795a-566a-8f76-5c3c884ec1c9,fair,close,3,5,5,4
3ee7884f-795a-566a-8f76-5c3c884ec1c9,drinks,somewhat_close,5,5,5,3
3ee7884f-795a-566a-8f76-5c3c884ec1c9,crabs,somewhat_close,4,4,2,4
3ee7884f-795a-566a-8f76-5c3c884ec1c9,birthday,not_close,5,5,1,1
3ee7884f-795a-566a-8f76-5c3c884ec1c9,hike,close,5,5,5,5
3ee7884f-795a-566a-8f76-5c3c884ec1c9,basketball,not_close,6,3,1,0
3ee7884f-795a-566a-8f76-5c3c884ec1c9,oysters,extremely_close,3,5,5,5
00c658b3-6a38-5515-87ad-65d359fa8826,gala,extremely_close,2,6,6,1
00c658b3-6a38-5515-87ad-65d359fa8826,fair,somewhat_close,4,4,0,0
00c658b3-6a38-5515-87ad-65d359fa8826,birthday,somewhat_close,5,4,0,0
00c658b3-6a38-5515-87ad-65d359fa8826,conference,extremely_close,0,4,5,0
00c658b3-6a38-5515-87ad-65d359fa8826,oysters,close,4,4,2,0
00c658b3-6a38-5515-87ad-65d359fa8826,social,close,4,2,4,1
00c658b3-6a38-5515-87ad-65d359fa8826,basketball,somewhat_close,1,4,0,0
00c658b3-6a38-5515-87ad-65d359fa8826,soup,not_close,6,0,0,0
00c658b3-6a38-5515-87ad-65d359fa8826,crabs,not_close,4,2,0,0
00c658b3-6a38-5515-87ad-65d359fa8826,brunch,close,4,4,4,4
00c658b3-6a38-5515-87ad-65d359fa8826,wedding,extremely_close,2,4,5,5
00c658b3-6a38-5515-87ad-65d359fa8826,driving,not_close,6,2,0,0
00c658b3-6a38-5515-87ad-65d359fa8826,dip,not_close,6,4,4,0
00c658b3-6a38-5515-87ad-65d359fa8826,cooking,somewhat_close,1,6,2,0
00c658b3-6a38-5515-87ad-65d359fa8826,hike,close,4,4,2,1
00c658b3-6a38-5515-87ad-65d359fa8826,drinks,extremely_close,0,0,2,6
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,fair,not_close,6,6,0,0
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,soup,somewhat_close,6,1,0,2
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,cooking,close,0,6,1,1
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,crabs,extremely_close,1,6,1,4
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,dip,extremely_close,6,6,6,4
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,hike,not_close,6,6,1,0
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,oysters,not_close,2,6,4,0
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,wedding,somewhat_close,5,5,5,4
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,conference,close,2,6,4,0
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,driving,extremely_close,1,6,2,5
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,basketball,somewhat_close,0,6,1,0
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,gala,not_close,6,1,1,0
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,brunch,close,4,4,6,6
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,drinks,extremely_close,1,0,1,5
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,birthday,close,2,6,5,4
c44d9d67-395e-5ada-b0b0-df8c3dfc43a5,social,somewhat_close,5,4,2,1
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,gala,not_close,5,1,1,0
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,hike,somewhat_close,1,5,1,0
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,birthday,close,0,6,5,4
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,crabs,extremely_close,3,6,5,5
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,basketball,somewhat_close,1,6,4,2
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,dip,extremely_close,5,6,6,5
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,brunch,not_close,4,3,1,0
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,wedding,somewhat_close,6,4,3,1
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,drinks,not_close,6,3,1,0
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,conference,extremely_close,4,5,6,2
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,driving,somewhat_close,3,5,5,1
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,fair,not_close,6,2,0,0
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,soup,close,6,4,4,3
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,cooking,close,4,6,5,4
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,social,extremely_close,2,6,5,3
fbe32ed4-2dc9-53ee-88a9-cbcf7b514d2e,oysters,close,4,6,5,3
fbb31246-7720-564a-beae-96a52519b0bb,crabs,somewhat_close,0,2,1,0
fbb31246-7720-564a-beae-96a52519b0bb,soup,somewhat_close,6,1,1,0
fbb31246-7720-564a-beae-96a52519b0bb,fair,close,3,4,1,0
fbb31246-7720-564a-beae-96a52519b0bb,gala,not_close,6,1,0,0
fbb31246-7720-564a-beae-96a52519b0bb,social,extremely_close,3,4,3,4
fbb31246-7720-564a-beae-96a52519b0bb,drinks,somewhat_close,1,6,1,0
fbb31246-7720-564a-beae-96a52519b0bb,brunch,not_close,6,3,1,0
fbb31246-7720-564a-beae-96a52519b0bb,birthday,close,1,6,4,1
fbb31246-7720-564a-beae-96a52519b0bb,oysters,extremely_close,2,6,2,1
fbb31246-7720-564a-beae-96a52519b0bb,wedding,not_close,6,0,0,0
fbb31246-7720-564a-beae-96a52519b0bb,hike,extremely_close,6,1,0,0
fbb31246-7720-564a-beae-96a52519b0bb,basketball,close,1,5,3,0
fbb31246-7720-564a-beae-96a52519b0bb,dip,somewhat_close,4,2,1,0
fbb31246-7720-564a-beae-96a52519b0bb,cooking,extremely_close,0,6,3,1
fbb31246-7720-564a-beae-96a52519b0bb,conference,not_close,6,0,0,0
fbb31246-7720-564a-beae-96a52519b0bb,driving,close,5,3,0,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,wedding,not_close,6,0,0,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,social,extremely_close,1,4,3,1
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,birthday,extremely_close,2,5,1,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,hike,not_close,2,4,2,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,cooking,extremely_close,0,5,4,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,driving,close,4,2,1,1
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,dip,close,2,0,0,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,soup,somewhat_close,6,0,0,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,conference,somewhat_close,2,4,4,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,fair,close,2,4,1,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,gala,not_close,4,3,2,1
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,basketball,close,0,4,1,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,crabs,somewhat_close,4,1,0,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,brunch,not_close,2,4,2,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,oysters,extremely_close,6,1,2,0
5f148266-9dea-5f4f-9e8c-6b0e7226daa2,drinks,somewhat_close,4,0,2,1
43679822-97ff-566a-895d-f37691331bc2,brunch,not_close,4,1,1,0
43679822-97ff-566a-895d-f37691331bc2,social,not_close,4,0,0,0
43679822-97ff-566a-895d-f37691331bc2,basketball,somewhat_close,5,1,0,0
43679822-97ff-566a-895d-f37691331bc2,crabs,not_close,2,4,0,0
43679822-97ff-566a-895d-f37691331bc2,conference,extremely_close,4,5,4,0
43679822-97ff-566a-895d-f37691331bc2,driving,close,5,4,3,2
43679822-97ff-566a-895d-f37691331bc2,soup,extremely_close,5,2,1,0
43679822-97ff-566a-895d-f37691331bc2,wedding,close,4,4,1,0
43679822-97ff-566a-895d-f37691331bc2,dip,not_close,2,1,1,0
43679822-97ff-566a-895d-f37691331bc2,cooking,extremely_close,0,6,4,4
43679822-97ff-566a-895d-f37691331bc2,birthday,extremely_close,5,6,4,2
43679822-97ff-566a-895d-f37691331bc2,drinks,somewhat_close,4,4,1,2
43679822-97ff-566a-895d-f37691331bc2,gala,somewhat_close,4,4,4,4
43679822-97ff-566a-895d-f37691331bc2,hike,close,3,5,2,0
43679822-97ff-566a-895d-f37691331bc2,fair,somewhat_close,4,4,1,0
43679822-97ff-566a-895d-f37691331bc2,oysters,close,5,1,1,0
12c03e70-66bc-5bde-8cc5-7c26efc67f18,social,not_close,4,0,0,0
12c03e70-66bc-5bde-8cc5-7c26efc67f18,hike,extremely_close,5,5,4,4
12c03e70-66bc-5bde-8cc5-7c26efc67f18,fair,close,5,5,4,4
12c03e70-66bc-5bde-8cc5-7c26efc67f18,birthday,extremely_close,5,6,5,5
12c03e70-66bc-5bde-8cc5-7c26efc67f18,oysters,not_close,6,6,4,1
12c03e70-66bc-5bde-8cc5-7c26efc67f18,cooking,extremely_close,1,5,5,3
12c03e70-66bc-5bde-8cc5-7c26efc67f18,dip,close,5,4,2,1
12c03e70-66bc-5bde-8cc5-7c26efc67f18,crabs,somewhat_close,5,4,0,4
12c03e70-66bc-5bde-8cc5-7c26efc67f18,driving,somewhat_close,4,4,4,0
12c03e70-66bc-5bde-8cc5-7c26efc67f18,drinks,somewhat_close,4,1,5,0
12c03e70-66bc-5bde-8cc5-7c26efc67f18,soup,close,6,2,2,2
12c03e70-66bc-5bde-8cc5-7c26efc67f18,wedding,not_close,6,0,0,0
12c03e70-66bc-5bde-8cc5-7c26efc67f18,brunch,extremely_close,0,5,5,5
12c03e70-66bc-5bde-8cc5-7c26efc67f18,basketball,somewhat_close,5,5,4,0
12c03e70-66bc-5bde-8cc5-7c26efc67f18,conference,close,6,5,0,0
