subject_id,scenario_label,action_0,action_1,action_2,action_3
02368d5b-0102-5a97-889d-0296c11a6a21,dip,2,2,2,2
02368d5b-0102-5a97-889d-0296c11a6a21,wedding,1,3,3,2
02368d5b-0102-5a97-889d-0296c11a6a21,crabs,1,3,3,3
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,soup,1,3,4,3
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,cooking,1,3,4,3
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,drinks,3,3,2,2
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,conference,1,3,2,4
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,social,1,3,2,4
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,fair,2,3,3,4
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,driving,2,3,2,2
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,crabs,1,3,4,3
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,basketball,2,3,2,3
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,wedding,1,3,3,4
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,hike,1,2,3,3
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,oysters,1,2,3,3
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,dip,1,2,3,4
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,brunch,0,2,4,1
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,gala,1,2,3,4
c71fd6e3-9538-5f2d-8dc9-dac17a39b1c9,birthday,1,2,3,3
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,hike,1,2,2,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,drinks,2,2,2,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,birthday,2,2,2,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,brunch,0,2,2,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,soup,1,3,3,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,gala,0,2,2,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,fair,2,3,2,3
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,driving,1,2,2,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,cooking,2,3,3,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,conference,0,2,1,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,basketball,1,2,2,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,dip,2,2,2,3
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,crabs,2,3,3,3
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,wedding,0,2,3,2
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,social,2,2,2,3
99cef2a1-8ed6-5870-bc44-1924a79f9aa9,oysters,1,3,3,3
2deb19df-2ed4-5926-bc9b-c2e9fd621300,conference,0,1,3,4
2deb19df-2ed4-5926-bc9b-c2e9fd621300,basketball,2,5,3,1
2deb19df-2ed4-5926-bc9b-c2e9fd621300,crabs,1,3,4,5
2deb19df-2ed4-5926-bc9b-c2e9fd621300,gala,1,2,3,4
2deb19df-2ed4-5926-bc9b-c2e9fd621300,oysters,1,5,3,4
2deb19df-2ed4-5926-bc9b-c2e9fd621300,fair,0,5,3,4
2deb19df-2ed4-5926-bc9b-c2e9fd621300,birthday,1,5,3,1
2deb19df-2ed4-5926-bc9b-c2e9fd621300,social,1,4,3,5
2deb19df-2ed4-5926-bc9b-c2e9fd621300,hike,1,5,3,4
2deb19df-2ed4-5926-bc9b-c2e9fd621300,driving,0,1,2,3
2deb19df-2ed4-5926-bc9b-c2e9fd621300,dip,1,3,3,6
2deb19df-2ed4-5926-bc9b-c2e9fd621300,brunch,0,4,3,4
2deb19df-2ed4-5926-bc9b-c2e9fd621300,cooking,1,3,3,3
2deb19df-2ed4-5926-bc9b-c2e9fd621300,drinks,1,2,2,3
2deb19df-2ed4-5926-bc9b-c2e9fd621300,wedding,1,5,3,3
2deb19df-2ed4-5926-bc9b-c2e9fd621300,soup,1,5,3,4
c06002c4-9b7a-5620-a877-aff327961a58,cooking,0,4,3,1
c06002c4-9b7a-5620-a877-aff327961a58,drinks,1,1,0,0
c06002c4-9b7a-5620-a877-aff327961a58,oysters,0,3,2,4
c06002c4-9b7a-5620-a877-aff327961a58,social,1,1,0,2
c06002c4-9b7a-5620-a877-aff327961a58,birthday,1,3,2,1
c06002c4-9b7a-5620-a877-aff327961a58,basketball,1,3,1,1
c06002c4-9b7a-5620-a877-aff327961a58,crabs,0,3,4,4
c06002c4-9b7a-5620-a877-aff327961a58,conference,0,2,2,3
c06002c4-9b7a-5620-a877-aff327961a58,fair,0,3,2,4
c06002c4-9b7a-5620-a877-aff327961a58,gala,0,1,2,3
c06002c4-9b7a-5620-a877-aff327961a58,driving,2,2,1,0
c06002c4-9b7a-5620-a877-aff327961a58,hike,0,3,1,2
c06002c4-9b7a-5620-a877-aff327961a58,dip,2,2,3,4
c06002c4-9b7a-5620-a877-aff327961a58,brunch,0,2,3,0
c06002c4-9b7a-5620-a877-aff327961a58,wedding,0,4,3,3
c06002c4-9b7a-5620-a877-aff327961a58,soup,0,4,3,1
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,fair,1,3,1,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,social,1,2,1,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,wedding,0,2,2,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,drinks,1,2,1,0
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,driving,0,1,1,1
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,gala,0,1,1,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,hike,0,2,1,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,brunch,0,2,2,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,cooking,1,3,3,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,conference,1,2,1,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,soup,1,2,3,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,dip,2,2,2,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,crabs,1,3,3,3
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,birthday,1,2,2,2
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,basketball,0,2,1,1
0a96bb08-7a74-5231-aafe-86ba3d88b2c3,oysters,1,2,2,2
7d5634c4-891b-5f66-921b-bdad69575f58,dip,1,2,2,5
7d5634c4-891b-5f66-921b-bdad69575f58,brunch,0,2,2,2
7d5634c4-891b-5f66-921b-bdad69575f58,wedding,2,3,2,4
7d5634c4-891b-5f66-921b-bdad69575f58,drinks,2,2,2,3
7d5634c4-891b-5f66-921b-bdad69575f58,driving,0,1,2,3
7d5634c4-891b-5f66-921b-bdad69575f58,fair,1,3,3,4
7d5634c4-891b-5f66-921b-bdad69575f58,cooking,2,2,3,3
7d5634c4-891b-5f66-921b-bdad69575f58,conference,0,1,3,5
7d5634c4-891b-5f66-921b-bdad69575f58,gala,0,1,2,3
7d5634c4-891b-5f66-921b-bdad69575f58,oysters,1,2,3,4
7d5634c4-891b-5f66-921b-bdad69575f58,basketball,3,3,3,3
7d5634c4-891b-5f66-921b-bdad69575f58,birthday,2,2,2,5
7d5634c4-891b-5f66-921b-bdad69575f58,soup,1,3,3,3
7d5634c4-891b-5f66-921b-bdad69575f58,crabs,1,2,5,4
7d5634c4-891b-5f66-921b-bdad69575f58,social,2,2,2,3
7d5634c4-891b-5f66-921b-bdad69575f58,hike,1,2,2,2
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,gala,0,1,1,2
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,brunch,0,3,3,3
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,wedding,2,4,4,3
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,cooking,2,4,4,3
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,conference,1,1,1,1
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,social,2,3,2,2
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,driving,0,3,2,1
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,birthday,1,3,3,2
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,oysters,1,3,3,4
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,soup,2,3,4,2
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,hike,2,3,2,3
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,drinks,3,3,2,1
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,basketball,3,4,3,2
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,dip,3,4,3,2
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,fair,2,3,2,3
f7c4176f-19a3-57f3-9de4-1bdefad0ac71,crabs,1,4,5,5
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,oysters,3,4,4,6
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,birthday,1,2,2,3
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,conference,0,1,1,2
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,social,0,1,1,2
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,fair,0,1,1,2
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,driving,0,1,1,0
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,drinks,0,1,1,1
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,soup,0,1,3,1
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,brunch,0,2,1,0
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,gala,0,1,1,4
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,crabs,0,3,4,5
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,wedding,0,3,2,2
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,basketball,5,3,1,1
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,hike,0,3,0,1
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,cooking,1,5,5,2
aa950ac9-3d3b-5aba-a8c2-1c41b4a62509,dip,0,1,2,3
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,birthday,1,3,2,4
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,gala,0,1,1,2
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,soup,0,5,5,3
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,dip,2,2,2,3
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,social,1,3,2,4
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,fair,1,3,2,3
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,hike,0,4,2,3
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,conference,1,1,2,4
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,drinks,1,1,2,1
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,oysters,1,5,3,5
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,crabs,0,2,2,2
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,brunch,0,3,2,1
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,driving,0,1,2,2
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,wedding,0,2,1,2
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,basketball,0,4,2,2
62a6cf4a-87ec-5cf7-b61e-c8d52561aa36,cooking,0,2,2,1
15ed3f5e-248b-5a44-b874-81ae11521f41,basketball,1,4,3,2
15ed3f5e-248b-5a44-b874-81ae11521f41,gala,1,1,2,4
15ed3f5e-248b-5a44-b874-81ae11521f41,birthday,0,4,2,1
15ed3f5e-248b-5a44-b874-81ae11521f41,hike,0,5,3,4
15ed3f5e-248b-5a44-b874-81ae11521f41,driving,1,3,1,3
15ed3f5e-248b-5a44-b874-81ae11521f41,conference,0,2,1,3
15ed3f5e-248b-5a44-b874-81ae11521f41,wedding,1,5,3,4
15ed3f5e-248b-5a44-b874-81ae11521f41,fair,0,4,2,3
15ed3f5e-248b-5a44-b874-81ae11521f41,soup,1,5,4,3
15ed3f5e-248b-5a44-b874-81ae11521f41,crabs,1,3,4,5
15ed3f5e-248b-5a44-b874-81ae11521f41,dip,2,3,4,6
15ed3f5e-248b-5a44-b874-81ae11521f41,drinks,1,2,2,3
15ed3f5e-248b-5a44-b874-81ae11521f41,oysters,1,5,3,4
15ed3f5e-248b-5a44-b874-81ae11521f41,social,0,4,3,5
15ed3f5e-248b-5a44-b874-81ae11521f41,cooking,1,4,3,3
15ed3f5e-248b-5a44-b874-81ae11521f41,brunch,1,5,3,4
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,social,0,2,1,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,conference,0,0,0,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,cooking,0,1,1,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,oysters,0,2,3,4
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,birthday,0,2,1,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,crabs,0,3,2,1
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,fair,0,3,1,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,wedding,0,3,2,1
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,gala,0,0,0,1
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,driving,0,1,0,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,soup,0,3,3,1
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,brunch,0,2,1,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,drinks,0,1,1,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,dip,1,1,1,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,hike,0,2,0,0
0f8d84a1-e73a-50f7-8d4c-b3ab5e621a04,basketball,0,1,1,0
168db6cb-533c-5a55-8a9b-fa172ce09665,drinks,1,4,3,2
168db6cb-533c-5a55-8a9b-fa172ce09665,soup,0,3,5,2
168db6cb-533c-5a55-8a9b-fa172ce09665,fair,1,6,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,oysters,0,5,4,2
168db6cb-533c-5a55-8a9b-fa172ce09665,crabs,1,6,4,4
168db6cb-533c-5a55-8a9b-fa172ce09665,social,0,3,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,basketball,0,5,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,birthday,0,6,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,gala,1,6,4,5
168db6cb-533c-5a55-8a9b-fa172ce09665,dip,0,2,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,cooking,1,4,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,wedding,1,6,4,1
168db6cb-533c-5a55-8a9b-fa172ce09665,driving,0,5,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,hike,1,6,3,1
168db6cb-533c-5a55-8a9b-fa172ce09665,brunch,0,5,4,1
168db6cb-533c-5a55-8a9b-fa172ce09665,conference,1,4,1,3
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,fair,0,5,4,5
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,basketball,0,6,3,4
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,gala,0,2,4,3
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,crabs,2,6,5,4
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,soup,4,3,4,5
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,cooking,4,5,4,5
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,oysters,4,3,5,4
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,social,0,3,2,5
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,wedding,2,5,4,5
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,drinks,1,2,5,4
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,driving,1,3,4,3
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,conference,2,4,4,3
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,birthday,2,3,2,3
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,brunch,0,2,2,1
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,hike,1,2,3,2
9f5a3cf9-9cb8-54fe-a67b-96817c6aec97,dip,2,3,3,2
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,fair,0,3,3,4
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,dip,1,1,1,2
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,gala,0,1,1,3
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,social,0,2,2,3
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,soup,0,2,2,2
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,wedding,0,2,2,2
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,cooking,0,2,2,2
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,brunch,0,2,2,2
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,conference,0,1,1,4
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,driving,0,1,1,1
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,hike,0,3,2,3
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,birthday,0,3,2,4
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,oysters,0,3,2,4
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,drinks,1,1,2,1
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,basketball,0,3,3,2
ca7f38a4-5404-55c5-9231-9e5c5ad55e59,crabs,0,3,3,3
7028ec5f-a750-5de0-850d-c25a85625f39,soup,1,2,2,2
7028ec5f-a750-5de0-850d-c25a85625f39,fair,1,2,2,2
7028ec5f-a750-5de0-850d-c25a85625f39,dip,2,2,2,2
7028ec5f-a750-5de0-850d-c25a85625f39,wedding,0,1,1,1
7028ec5f-a750-5de0-850d-c25a85625f39,hike,0,1,1,2
7028ec5f-a750-5de0-850d-c25a85625f39,crabs,1,2,2,2
7028ec5f-a750-5de0-850d-c25a85625f39,gala,0,1,1,2
7028ec5f-a750-5de0-850d-c25a85625f39,oysters,0,2,1,2
7028ec5f-a750-5de0-850d-c25a85625f39,conference,0,1,1,1
7028ec5f-a750-5de0-850d-c25a85625f39,cooking,0,2,2,2
7028ec5f-a750-5de0-850d-c25a85625f39,brunch,0,0,1,1
7028ec5f-a750-5de0-850d-c25a85625f39,birthday,0,1,1,1
7028ec5f-a750-5de0-850d-c25a85625f39,drinks,1,1,1,1
7028ec5f-a750-5de0-850d-c25a85625f39,basketball,1,2,1,1
7028ec5f-a750-5de0-850d-c25a85625f39,driving,0,1,1,1
7028ec5f-a750-5de0-850d-c25a85625f39,social,0,1,1,1
d84243d8-2f15-5eb4-84a6-ba954d605fcb,fair,0,3,0,1
d84243d8-2f15-5eb4-84a6-ba954d605fcb,wedding,0,1,1,1
d84243d8-2f15-5eb4-84a6-ba954d605fcb,soup,0,3,2,1
d84243d8-2f15-5eb4-84a6-ba954d605fcb,oysters,0,3,1,3
d84243d8-2f15-5eb4-84a6-ba954d605fcb,brunch,0,2,3,0
d84243d8-2f15-5eb4-84a6-ba954d605fcb,basketball,0,3,0,0
d84243d8-2f15-5eb4-84a6-ba954d605fcb,gala,0,0,2,3
d84243d8-2f15-5eb4-84a6-ba954d605fcb,hike,0,3,0,1
d84243d8-2f15-5eb4-84a6-ba954d605fcb,dip,2,1,1,1
d84243d8-2f15-5eb4-84a6-ba954d605fcb,cooking,0,2,1,1
d84243d8-2f15-5eb4-84a6-ba954d605fcb,drinks,0,1,0,0
d84243d8-2f15-5eb4-84a6-ba954d605fcb,social,0,2,1,3
d84243d8-2f15-5eb4-84a6-ba954d605fcb,crabs,0,3,3,3
d84243d8-2f15-5eb4-84a6-ba954d605fcb,driving,0,1,0,2
d84243d8-2f15-5eb4-84a6-ba954d605fcb,birthday,1,3,1,0
d84243d8-2f15-5eb4-84a6-ba954d605fcb,conference,0,1,0,3
4c0379b6-dc58-5abe-a7d6-58a636582975,gala,2,3,3,5
4c0379b6-dc58-5abe-a7d6-58a636582975,soup,1,3,3,1
4c0379b6-dc58-5abe-a7d6-58a636582975,hike,1,3,2,3
4c0379b6-dc58-5abe-a7d6-58a636582975,basketball,1,4,2,2
4c0379b6-dc58-5abe-a7d6-58a636582975,oysters,1,4,3,5
4c0379b6-dc58-5abe-a7d6-58a636582975,drinks,2,3,1,1
4c0379b6-dc58-5abe-a7d6-58a636582975,fair,1,3,2,2
4c0379b6-dc58-5abe-a7d6-58a636582975,wedding,0,3,2,2
4c0379b6-dc58-5abe-a7d6-58a636582975,brunch,0,3,2,1
4c0379b6-dc58-5abe-a7d6-58a636582975,birthday,1,3,2,0
4c0379b6-dc58-5abe-a7d6-58a636582975,conference,0,2,1,3
4c0379b6-dc58-5abe-a7d6-58a636582975,crabs,0,3,4,4
4c0379b6-dc58-5abe-a7d6-58a636582975,driving,0,2,1,0
4c0379b6-dc58-5abe-a7d6-58a636582975,social,0,3,3,1
4c0379b6-dc58-5abe-a7d6-58a636582975,cooking,0,3,3,1
4c0379b6-dc58-5abe-a7d6-58a636582975,dip,2,2,2,3
08426c63-68d3-570c-9a75-2378c6e37fe4,fair,1,3,1,2
08426c63-68d3-570c-9a75-2378c6e37fe4,dip,2,3,2,3
08426c63-68d3-570c-9a75-2378c6e37fe4,soup,3,3,3,3
08426c63-68d3-570c-9a75-2378c6e37fe4,oysters,3,4,3,3
08426c63-68d3-570c-9a75-2378c6e37fe4,wedding,3,2,2,2
08426c63-68d3-570c-9a75-2378c6e37fe4,driving,2,2,2,2
08426c63-68d3-570c-9a75-2378c6e37fe4,birthday,3,2,2,2
08426c63-68d3-570c-9a75-2378c6e37fe4,conference,3,2,3,3
08426c63-68d3-570c-9a75-2378c6e37fe4,social,2,2,3,2
08426c63-68d3-570c-9a75-2378c6e37fe4,crabs,2,2,1,3
08426c63-68d3-570c-9a75-2378c6e37fe4,cooking,2,2,2,3
08426c63-68d3-570c-9a75-2378c6e37fe4,gala,2,1,2,2
08426c63-68d3-570c-9a75-2378c6e37fe4,hike,3,2,3,2
08426c63-68d3-570c-9a75-2378c6e37fe4,brunch,3,2,1,2
08426c63-68d3-570c-9a75-2378c6e37fe4,drinks,2,1,2,2
08426c63-68d3-570c-9a75-2378c6e37fe4,basketball,2,3,2,1
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,oysters,0,6,3,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,basketball,0,2,3,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,crabs,0,2,4,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,hike,0,2,3,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,conference,0,1,3,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,wedding,0,2,2,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,drinks,1,3,3,3
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,birthday,0,2,3,4
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,social,0,4,3,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,dip,2,2,2,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,brunch,0,2,3,3
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,fair,0,3,3,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,gala,0,1,4,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,driving,0,1,5,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,soup,0,4,4,5
9442cf0e-3464-52f1-8b0f-e1a8c970efa5,cooking,0,3,0,4
745db6bf-7e13-5f50-bed5-f4952345a66f,birthday,2,2,3,2
745db6bf-7e13-5f50-bed5-f4952345a66f,drinks,3,2,2,3
745db6bf-7e13-5f50-bed5-f4952345a66f,social,1,1,2,1
745db6bf-7e13-5f50-bed5-f4952345a66f,fair,0,3,1,2
745db6bf-7e13-5f50-bed5-f4952345a66f,oysters,2,1,2,3
745db6bf-7e13-5f50-bed5-f4952345a66f,crabs,1,2,1,2
745db6bf-7e13-5f50-bed5-f4952345a66f,soup,2,1,2,3
745db6bf-7e13-5f50-bed5-f4952345a66f,cooking,3,2,2,2
745db6bf-7e13-5f50-bed5-f4952345a66f,dip,2,1,2,2
745db6bf-7e13-5f50-bed5-f4952345a66f,conference,3,2,3,2
745db6bf-7e13-5f50-bed5-f4952345a66f,basketball,2,1,2,2
745db6bf-7e13-5f50-bed5-f4952345a66f,brunch,2,2,3,2
745db6bf-7e13-5f50-bed5-f4952345a66f,gala,2,3,2,2
745db6bf-7e13-5f50-bed5-f4952345a66f,hike,3,2,2,3
745db6bf-7e13-5f50-bed5-f4952345a66f,driving,2,2,2,2
745db6bf-7e13-5f50-bed5-f4952345a66f,wedding,2,2,1,2
f1b2880d-76b3-5e44-99a9-995fce3a4f93,basketball,0,1,1,1
f1b2880d-76b3-5e44-99a9-995fce3a4f93,oysters,1,3,2,4
f1b2880d-76b3-5e44-99a9-995fce3a4f93,birthday,0,2,1,1
f1b2880d-76b3-5e44-99a9-995fce3a4f93,drinks,1,2,1,0
f1b2880d-76b3-5e44-99a9-995fce3a4f93,soup,0,1,2,1
