scenario_label,observed_action,intimacy_condition,effort_condition,alt_idx,action_text,is_share,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
basketball,low_risk_share,max_formal,low,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_formal,high,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_formal,low,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_formal,high,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_formal,low,2,They decide not to buy a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_formal,high,2,They decide not to buy a hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_formal,low,3,They take turns eating the hot dog in its entirety,1,6.0,0.0,1.0,0.85,0.3201562118716424,0.1416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,max_formal,high,3,They take turns eating the hot dog in its entirety,1,6.0,0.0,1.0,0.15,0.229128784747792,0.0249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,low,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,high,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,low,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,high,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,low,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.05,0.15,0.0083333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,high,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.2,0.33166247903554,0.0333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,low,3,They take turns eating the whole hot dog,1,6.0,0.0,1.0,0.85,0.3201562118716424,0.1416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,max_intimate,high,3,They take turns eating the whole hot dog,1,6.0,0.0,1.0,0.15,0.229128784747792,0.0249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,low,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,high,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,low,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,high,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,low,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.05,0.15,0.0083333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,high,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.2,0.33166247903554,0.0333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,low,3,They take turns eating the hot dog in its entirety,0,6.0,0.0,1.0,0.85,0.3201562118716424,0.1416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,somewhat_intimate,high,3,They take turns eating the hot dog in its entirety,0,6.0,0.0,1.0,0.15,0.229128784747792,0.0249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,neither,low,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,neither,high,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,neither,low,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,neither,high,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,neither,low,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.05,0.15,0.0083333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,neither,high,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.2,0.33166247903554,0.0333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,low_risk_share,neither,low,3,They take turns eating the hot dog in its entirety,1,6.0,0.0,1.0,0.85,0.3201562118716424,0.1416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,low_risk_share,neither,high,3,They take turns eating the hot dog in its entirety,1,6.0,0.0,1.0,0.15,0.229128784747792,0.0249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
basketball,no_share,somewhat_intimate,low,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,somewhat_intimate,high,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,somewhat_intimate,low,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,somewhat_intimate,high,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,somewhat_intimate,low,2,They buy one hot dog and share it,1,6.0,0.0,1.0,0.85,0.3201562118716424,0.1416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,no_share,somewhat_intimate,high,2,They buy one hot dog and share it,1,6.0,0.0,1.0,0.15,0.229128784747792,0.0249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,low,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,high,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,low,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,high,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,low,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.05,0.15,0.0083333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,high,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.2,0.33166247903554,0.0333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,low,3,They cut the hot dog in half and each eat a portion,1,1.1,0.3,0.1833333333333333,1.9,0.1999999999999999,0.3166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,max_formal,high,3,They cut the hot dog in half and each eat a portion,1,1.1,0.3,0.1833333333333333,5.85,0.2291287847477919,0.975,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,neither,low,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,neither,high,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,neither,low,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,neither,high,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,neither,low,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.05,0.15,0.0083333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,neither,high,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.2,0.33166247903554,0.0333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,neither,low,3,They cut the hot dog in half and each eat a portion,1,1.1,0.3,0.1833333333333333,1.9,0.1999999999999999,0.3166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,neither,high,3,They cut the hot dog in half and each eat a portion,1,1.1,0.3,0.1833333333333333,5.85,0.2291287847477919,0.975,6.0,0.0,1.0,10,10,10,0,0,0
basketball,no_share,neither,low,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,neither,high,0,Carissa buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,neither,low,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,neither,high,1,Josh buys the hot dog,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,no_share,neither,low,2,They buy one hot dog and share it,1,6.0,0.0,1.0,0.85,0.3201562118716424,0.1416666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,no_share,neither,high,2,They buy one hot dog and share it,1,6.0,0.0,1.0,0.15,0.229128784747792,0.0249999999999999,6.0,0.0,1.0,10,10,10,0,0,0
basketball,no_share,neither,low,3,One of them goes to an ATM to get more cash,0,0.0,0.0,0.0,5.6,0.4898979485566356,0.9333333333333332,3.0,0.0,0.5,10,10,10,0,0,0
basketball,no_share,neither,high,3,One of them goes to an ATM to get more cash,0,0.0,0.0,0.0,5.7,0.458257569495584,0.95,3.0,0.0,0.5,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,low,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,high,0,Carissa buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,low,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,high,1,Josh buys the hot dog and eats it alone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,low,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.05,0.15,0.0083333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,high,2,They decide not to buy a hot dog and look for other food options,0,0.0,0.0,0.0,0.2,0.33166247903554,0.0333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,low,3,They cut the hot dog in half and each eat a portion,1,1.1,0.3,0.1833333333333333,1.9,0.1999999999999999,0.3166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,max_intimate,high,3,They cut the hot dog in half and each eat a portion,1,1.1,0.3,0.1833333333333333,5.85,0.2291287847477919,0.975,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,low,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,high,0,Carissa buys the hot dog and eats it herself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,low,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,high,1,Josh buys the hot dog and eats it himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,low,2,They decide not to buy a hot dog and look for another snack option,0,0.0,0.0,0.0,0.05,0.15,0.0083333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,high,2,They decide not to buy a hot dog and look for another snack option,0,0.0,0.0,0.0,0.2,0.33166247903554,0.0333333333333333,0.0,0.0,0.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,low,3,They buy the hot dog and cut it in half to share,1,1.1,0.3,0.1833333333333333,1.9,0.1999999999999999,0.3166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
basketball,high_risk_share,somewhat_intimate,high,3,They buy the hot dog and cut it in half to share,1,1.1,0.3,0.1833333333333333,5.85,0.2291287847477919,0.975,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,neither,low,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,neither,high,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.2,0.4,0.1999999999999999,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,neither,low,1,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,neither,high,1,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,neither,low,2,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,neither,high,2,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,neither,low,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,neither,high,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,max_formal,low,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,max_formal,high,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.2,0.4,0.1999999999999999,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,max_formal,low,1,Lio eats a slice and Mitchell doesn't have any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,max_formal,high,1,Lio eats a slice and Mitchell doesn't have any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,max_formal,low,2,"Mitchell offers some of his slice to Lio, but they don't share a single slice together",0,2.1,1.374772708486752,0.35,1.0,0.0,0.1666666666666666,1.95,0.15,0.3249999999999999,10,10,10,0,0,0
birthday,no_share,max_formal,high,2,"Mitchell offers some of his slice to Lio, but they don't share a single slice together",0,2.1,1.374772708486752,0.35,1.0,0.0,0.1666666666666666,1.95,0.15,0.3249999999999999,10,10,10,0,0,0
birthday,no_share,max_formal,low,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,max_formal,high,3,Neither Lio nor Mitchell eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,low,0,Lio eats a whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,high,0,Lio eats a whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,low,1,Mitchell eats a whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,high,1,Mitchell eats a whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,low,2,They both get their own slices and try to finish them,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,high,2,They both get their own slices and try to finish them,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,low,3,They leave the cake untouched and go for a different dessert option,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_intimate,high,3,They leave the cake untouched and go for a different dessert option,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,low,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,high,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,low,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,high,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,low,2,"They ask for an extra fork and plate, and each eat half a slice",1,0.0,0.0,0.0,2.5,0.0,0.4166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,high,2,"They ask for an extra fork and plate, and each eat half a slice",1,0.0,0.0,0.0,4.2,0.2449489742783178,0.7,6.0,0.0,1.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,low,3,One of them eats the slice and the other doesn't have any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,high_risk_share,max_formal,high,3,One of them eats the slice and the other doesn't have any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_formal,low,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_formal,high,0,Lio eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_formal,low,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_formal,high,1,Mitchell eats a whole slice by himself,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_formal,low,2,They leave the extra cake uneaten,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_formal,high,2,They leave the extra cake uneaten,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,max_formal,low,3,One person eats half and the other doesn't eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.25,10,10,10,0,0,0
birthday,low_risk_share,max_formal,high,3,One person eats half and the other doesn't eat any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.25,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,low,0,Lio eats a whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,high,0,Lio eats a whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,low,1,Mitchell eats a whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,high,1,Mitchell eats a whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,low,2,They both get their own slices and try to finish them,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,high,2,They both get their own slices and try to finish them,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,low,3,They ask for a smaller slice or a different serving option,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.9,0.3,0.6499999999999999,10,10,10,0,0,0
birthday,low_risk_share,somewhat_intimate,high,3,They ask for a smaller slice or a different serving option,0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,3.9,0.3,0.6499999999999999,10,10,10,0,0,0
birthday,low_risk_share,neither,low,0,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,neither,high,0,Lio eats the whole slice and Mitchell doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,neither,low,1,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,neither,high,1,Mitchell eats the whole slice and Lio doesn't have any,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,low_risk_share,neither,low,2,They both get their own slices and try to finish them,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,neither,high,2,They both get their own slices and try to finish them,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,low_risk_share,neither,low,3,They ask someone else to join them and share the slice among three people,1,5.1,1.374772708486752,0.8499999999999999,3.4,0.1999999999999999,0.5666666666666667,4.0,0.0,0.6666666666666666,10,10,10,0,0,0
birthday,low_risk_share,neither,high,3,They ask someone else to join them and share the slice among three people,1,5.1,1.374772708486752,0.8499999999999999,3.0,0.0,0.5,4.0,0.0,0.6666666666666666,10,10,10,0,0,0
birthday,no_share,somewhat_intimate,low,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,somewhat_intimate,high,0,Lio and Mitchell share one slice of cake,1,3.0,0.0,0.5,1.2,0.4,0.1999999999999999,6.0,0.0,1.0,10,10,10,0,0,0
birthday,no_share,somewhat_intimate,low,1,Lio eats a slice and Mitchell doesn't have any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,somewhat_intimate,high,1,Lio eats a slice and Mitchell doesn't have any cake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
birthday,no_share,somewhat_intimate,low,2,Mitchell eats a slice and Lio eats a separate slice,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
birthday,no_share,somewhat_intimate,high,2,Mitchell eats a slice and Lio eats a separate slice,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
