scenario_label,effort_condition,action,risk_raw,risk_raw_std,risk,effort_raw,effort_raw_std,effort,g_raw,g_raw_std,g,n_runs_risk,n_runs_effort,n_runs_g,n_failures_risk,n_failures_effort,n_failures_g
cooking,low,no_share,0.0,0.0,0.0,0.25,0.33541019662496846,0.041666666666666664,3.0,0.0,0.5,10,10,10,0,0,0
cooking,low,low_risk_share,0.5,0.0,0.08333333333333333,2.2,0.2449489742783178,0.3666666666666667,6.0,0.0,1.0,10,10,10,0,0,0
cooking,low,high_risk_share,6.0,0.0,1.0,1.7,0.7810249675906653,0.2833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
cooking,high,low_risk_share,0.5,0.0,0.08333333333333333,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
cooking,high,high_risk_share,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,low,low_risk_share,0.0,0.0,0.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
drinks,low,high_risk_share,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
drinks,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
drinks,high,low_risk_share,0.0,0.0,0.0,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
drinks,high,high_risk_share,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.6,0.45,10,10,10,0,0,0
apples,low,low_risk_share,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
apples,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
apples,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.6,0.45,10,10,10,0,0,0
apples,high,low_risk_share,0.0,0.0,0.0,6.0,0.0,1.0,6.0,0.0,1.0,10,10,10,0,0,0
apples,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
dip,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
dip,low,low_risk_share,0.0,0.0,0.0,2.15,0.22912878474779202,0.3583333333333333,6.0,0.0,1.0,10,10,10,0,0,0
dip,low,high_risk_share,6.0,0.0,1.0,1.1,0.19999999999999998,0.18333333333333335,6.0,0.0,1.0,10,10,10,0,0,0
dip,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
dip,high,low_risk_share,0.0,0.0,0.0,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
dip,high,high_risk_share,6.0,0.0,1.0,1.35,0.22912878474779202,0.225,6.0,0.0,1.0,10,10,10,0,0,0
driving,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
driving,low,low_risk_share,0.0,0.0,0.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
driving,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
driving,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
driving,high,low_risk_share,0.0,0.0,0.0,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
driving,high,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
gala,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
gala,low,low_risk_share,1.0,0.0,0.16666666666666666,1.25,0.25,0.20833333333333331,6.0,0.0,1.0,10,10,10,0,0,0
gala,low,high_risk_share,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,10,10,0,0,0
gala,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,10,0,1,0
gala,high,low_risk_share,1.0,0.0,0.16666666666666666,3.2777777777777777,0.24845199749997662,0.5462962962962963,6.0,0.0,1.0,10,9,10,0,1,0
gala,high,high_risk_share,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,10,9,10,0,1,0
fair,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
fair,low,low_risk_share,0.0,0.0,0.0,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
fair,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
fair,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,10,10,10,0,0,0
fair,high,low_risk_share,0.0,0.0,0.0,5.0,0.0,0.8333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
fair,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
oysters,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
oysters,low,low_risk_share,0.0,0.0,0.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
oysters,low,high_risk_share,6.0,0.0,1.0,2.0,0.0,0.3333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
oysters,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
oysters,high,low_risk_share,0.0,0.0,0.0,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
oysters,high,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
hike,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
hike,low,low_risk_share,3.0,0.0,0.5,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
hike,low,high_risk_share,6.0,0.0,1.0,0.5,0.0,0.08333333333333333,6.0,0.0,1.0,10,10,10,0,0,0
hike,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
hike,high,low_risk_share,3.0,0.0,0.5,5.5,0.0,0.9166666666666666,6.0,0.0,1.0,10,10,10,0,0,0
hike,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
social,low,low_risk_share,2.0,1.0,0.3333333333333333,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,low,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
social,high,low_risk_share,2.0,1.0,0.3333333333333333,4.0,0.0,0.6666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
social,high,high_risk_share,6.0,0.0,1.0,1.0,0.0,0.16666666666666666,6.0,0.0,1.0,10,10,10,0,0,0
soup,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
soup,low,low_risk_share,2.0,0.0,0.3333333333333333,3.5,0.0,0.5833333333333333,6.0,0.0,1.0,10,10,10,0,0,0
soup,low,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
soup,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
soup,high,low_risk_share,2.0,0.0,0.3333333333333333,4.5,0.0,0.75,6.0,0.0,1.0,10,10,10,0,0,0
soup,high,high_risk_share,6.0,0.0,1.0,1.5,0.0,0.25,6.0,0.0,1.0,10,10,10,0,0,0
wedding,low,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
wedding,low,low_risk_share,2.0,0.0,0.3333333333333333,1.6,0.19999999999999998,0.26666666666666666,3.8,0.39999999999999997,0.6333333333333333,10,10,10,0,0,0
wedding,low,high_risk_share,5.0,0.0,0.8333333333333333,2.4,0.8,0.39999999999999997,6.0,0.0,1.0,10,10,10,0,0,0
wedding,high,no_share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,10,0,0,0
wedding,high,low_risk_share,2.0,0.0,0.3333333333333333,4.0,0.3872983346207417,0.6666666666666666,3.8,0.39999999999999997,0.6333333333333333,10,10,10,0,0,0
wedding,high,high_risk_share,5.0,0.0,0.8333333333333333,2.55,0.7566372975210778,0.42499999999999993,6.0,0.0,1.0,10,10,10,0,0,0
