subject_id,scenario_label,intimacy,effort,action,p_action
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,oysters,100,low,2,0.3
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,social,100,high,1,0.15
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,social,100,high,2,0.85
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,soup,100,high,1,0.14
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,soup,100,high,2,0.86
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,takeout,50,low,1,0.96
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,takeout,50,low,2,0.04
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,wedding,0,low,1,0.99
4b9c5a54-bd4d-556b-b2c8-adfdb08967de,wedding,0,low,2,0.01
51e0a5f8-28ef-5849-a275-c5a3502987fd,apples,50,high,1,0.3
51e0a5f8-28ef-5849-a275-c5a3502987fd,apples,50,high,2,0.7
51e0a5f8-28ef-5849-a275-c5a3502987fd,basketball,100,low,1,0.26
51e0a5f8-28ef-5849-a275-c5a3502987fd,basketball,100,low,2,0.74
51e0a5f8-28ef-5849-a275-c5a3502987fd,birthday,100,low,1,0.04
51e0a5f8-28ef-5849-a275-c5a3502987fd,birthday,100,low,2,0.96
51e0a5f8-28ef-5849-a275-c5a3502987fd,brunch,0,high,1,1.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,brunch,0,high,2,0.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,cooking,100,high,1,0.09
51e0a5f8-28ef-5849-a275-c5a3502987fd,cooking,100,high,2,0.91
51e0a5f8-28ef-5849-a275-c5a3502987fd,dip,75,low,1,1.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,dip,75,low,2,0.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,drinks,50,high,1,0.97
51e0a5f8-28ef-5849-a275-c5a3502987fd,drinks,50,high,2,0.03
51e0a5f8-28ef-5849-a275-c5a3502987fd,driving,75,high,1,0.16
51e0a5f8-28ef-5849-a275-c5a3502987fd,driving,75,high,2,0.84
51e0a5f8-28ef-5849-a275-c5a3502987fd,fair,75,high,1,0.96
51e0a5f8-28ef-5849-a275-c5a3502987fd,fair,75,high,2,0.04
51e0a5f8-28ef-5849-a275-c5a3502987fd,gala,0,high,1,0.64
51e0a5f8-28ef-5849-a275-c5a3502987fd,gala,0,high,2,0.36
51e0a5f8-28ef-5849-a275-c5a3502987fd,hike,0,low,1,1.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,hike,0,low,2,0.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,oysters,100,high,1,0.95
51e0a5f8-28ef-5849-a275-c5a3502987fd,oysters,100,high,2,0.05
51e0a5f8-28ef-5849-a275-c5a3502987fd,social,0,low,1,1.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,social,0,low,2,0.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,soup,75,low,1,0.88
51e0a5f8-28ef-5849-a275-c5a3502987fd,soup,75,low,2,0.12
51e0a5f8-28ef-5849-a275-c5a3502987fd,takeout,50,low,1,1.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,takeout,50,low,2,0.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,wedding,50,low,1,1.0
51e0a5f8-28ef-5849-a275-c5a3502987fd,wedding,50,low,2,0.0
5673811e-90e2-5449-a72c-00be99643417,apples,100,low,1,0.16
5673811e-90e2-5449-a72c-00be99643417,apples,100,low,2,0.84
5673811e-90e2-5449-a72c-00be99643417,basketball,75,low,1,0.88
5673811e-90e2-5449-a72c-00be99643417,basketball,75,low,2,0.12
5673811e-90e2-5449-a72c-00be99643417,birthday,75,low,1,0.79
5673811e-90e2-5449-a72c-00be99643417,birthday,75,low,2,0.21
5673811e-90e2-5449-a72c-00be99643417,brunch,75,high,1,0.85
5673811e-90e2-5449-a72c-00be99643417,brunch,75,high,2,0.15
5673811e-90e2-5449-a72c-00be99643417,cooking,100,low,1,0.76
5673811e-90e2-5449-a72c-00be99643417,cooking,100,low,2,0.24
5673811e-90e2-5449-a72c-00be99643417,dip,100,high,1,0.15
5673811e-90e2-5449-a72c-00be99643417,dip,100,high,2,0.85
5673811e-90e2-5449-a72c-00be99643417,drinks,100,high,1,0.0
5673811e-90e2-5449-a72c-00be99643417,drinks,100,high,2,1.0
5673811e-90e2-5449-a72c-00be99643417,driving,0,low,1,1.0
5673811e-90e2-5449-a72c-00be99643417,driving,0,low,2,0.0
5673811e-90e2-5449-a72c-00be99643417,fair,0,low,1,1.0
5673811e-90e2-5449-a72c-00be99643417,fair,0,low,2,0.0
5673811e-90e2-5449-a72c-00be99643417,gala,0,high,1,0.4
5673811e-90e2-5449-a72c-00be99643417,gala,0,high,2,0.6
5673811e-90e2-5449-a72c-00be99643417,hike,0,high,1,0.9
5673811e-90e2-5449-a72c-00be99643417,hike,0,high,2,0.1
5673811e-90e2-5449-a72c-00be99643417,oysters,50,low,1,0.9
5673811e-90e2-5449-a72c-00be99643417,oysters,50,low,2,0.1
5673811e-90e2-5449-a72c-00be99643417,social,50,low,1,0.85
5673811e-90e2-5449-a72c-00be99643417,social,50,low,2,0.15
5673811e-90e2-5449-a72c-00be99643417,soup,50,high,1,0.21
5673811e-90e2-5449-a72c-00be99643417,soup,50,high,2,0.79
5673811e-90e2-5449-a72c-00be99643417,takeout,75,high,1,0.35
5673811e-90e2-5449-a72c-00be99643417,takeout,75,high,2,0.65
5673811e-90e2-5449-a72c-00be99643417,wedding,50,high,1,0.79
5673811e-90e2-5449-a72c-00be99643417,wedding,50,high,2,0.21
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,apples,75,high,1,0.15
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,apples,75,high,2,0.85
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,basketball,0,low,1,0.99
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,basketball,0,low,2,0.01
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,birthday,0,low,1,0.95
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,birthday,0,low,2,0.05
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,brunch,50,high,1,0.65
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,brunch,50,high,2,0.35
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,cooking,0,high,1,0.95
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,cooking,0,high,2,0.05
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,dip,100,low,1,0.05
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,dip,100,low,2,0.95
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,drinks,75,high,1,0.25
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,drinks,75,high,2,0.75
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,driving,100,high,1,0.05
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,driving,100,high,2,0.95
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,fair,100,high,1,0.05
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,fair,100,high,2,0.95
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,gala,50,high,1,0.35
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,gala,50,high,2,0.65
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,hike,50,low,1,0.9
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,hike,50,low,2,0.1
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,oysters,0,high,1,0.98
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,oysters,0,high,2,0.02
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,social,50,low,1,0.85
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,social,50,low,2,0.15
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,soup,100,low,1,0.05
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,soup,100,low,2,0.95
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,takeout,75,low,1,0.2
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,takeout,75,low,2,0.8
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,wedding,75,low,1,0.3
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,wedding,75,low,2,0.7
6973c694-c05d-5959-9691-92a7828229fb,apples,100,low,1,0.11
6973c694-c05d-5959-9691-92a7828229fb,apples,100,low,2,0.89
6973c694-c05d-5959-9691-92a7828229fb,basketball,50,high,1,0.84
6973c694-c05d-5959-9691-92a7828229fb,basketball,50,high,2,0.16
6973c694-c05d-5959-9691-92a7828229fb,birthday,75,low,1,0.71
6973c694-c05d-5959-9691-92a7828229fb,birthday,75,low,2,0.29
6973c694-c05d-5959-9691-92a7828229fb,brunch,75,low,1,0.67
6973c694-c05d-5959-9691-92a7828229fb,brunch,75,low,2,0.33
6973c694-c05d-5959-9691-92a7828229fb,cooking,75,high,1,0.4
6973c694-c05d-5959-9691-92a7828229fb,cooking,75,high,2,0.6
6973c694-c05d-5959-9691-92a7828229fb,dip,100,low,1,0.78
6973c694-c05d-5959-9691-92a7828229fb,dip,100,low,2,0.22
6973c694-c05d-5959-9691-92a7828229fb,drinks,100,high,1,0.15
6973c694-c05d-5959-9691-92a7828229fb,drinks,100,high,2,0.85
6973c694-c05d-5959-9691-92a7828229fb,driving,100,high,1,0.0
6973c694-c05d-5959-9691-92a7828229fb,driving,100,high,2,1.0
6973c694-c05d-5959-9691-92a7828229fb,fair,0,low,1,0.89
6973c694-c05d-5959-9691-92a7828229fb,fair,0,low,2,0.11
6973c694-c05d-5959-9691-92a7828229fb,gala,0,low,1,0.91
6973c694-c05d-5959-9691-92a7828229fb,gala,0,low,2,0.09
6973c694-c05d-5959-9691-92a7828229fb,hike,0,high,1,0.68
6973c694-c05d-5959-9691-92a7828229fb,hike,0,high,2,0.32
6973c694-c05d-5959-9691-92a7828229fb,oysters,0,high,1,0.93
6973c694-c05d-5959-9691-92a7828229fb,oysters,0,high,2,0.07
6973c694-c05d-5959-9691-92a7828229fb,social,50,low,1,0.95
6973c694-c05d-5959-9691-92a7828229fb,social,50,low,2,0.05
6973c694-c05d-5959-9691-92a7828229fb,soup,50,low,1,0.87
6973c694-c05d-5959-9691-92a7828229fb,soup,50,low,2,0.13
6973c694-c05d-5959-9691-92a7828229fb,takeout,75,high,1,0.81
6973c694-c05d-5959-9691-92a7828229fb,takeout,75,high,2,0.19
6973c694-c05d-5959-9691-92a7828229fb,wedding,50,high,1,0.77
6973c694-c05d-5959-9691-92a7828229fb,wedding,50,high,2,0.23
6a5eec97-69dd-5163-936e-1aad542b4562,apples,0,high,1,0.84
6a5eec97-69dd-5163-936e-1aad542b4562,apples,0,high,2,0.16
6a5eec97-69dd-5163-936e-1aad542b4562,basketball,75,low,1,0.76
6a5eec97-69dd-5163-936e-1aad542b4562,basketball,75,low,2,0.24
6a5eec97-69dd-5163-936e-1aad542b4562,birthday,75,low,1,0.84
6a5eec97-69dd-5163-936e-1aad542b4562,birthday,75,low,2,0.16
6a5eec97-69dd-5163-936e-1aad542b4562,brunch,100,high,1,0.04
6a5eec97-69dd-5163-936e-1aad542b4562,brunch,100,high,2,0.96
6a5eec97-69dd-5163-936e-1aad542b4562,cooking,75,high,1,0.2
6a5eec97-69dd-5163-936e-1aad542b4562,cooking,75,high,2,0.8
6a5eec97-69dd-5163-936e-1aad542b4562,dip,50,low,1,0.87
6a5eec97-69dd-5163-936e-1aad542b4562,dip,50,low,2,0.13
6a5eec97-69dd-5163-936e-1aad542b4562,drinks,0,high,1,0.3
6a5eec97-69dd-5163-936e-1aad542b4562,drinks,0,high,2,0.7
6a5eec97-69dd-5163-936e-1aad542b4562,driving,50,high,1,0.79
6a5eec97-69dd-5163-936e-1aad542b4562,driving,50,high,2,0.21
6a5eec97-69dd-5163-936e-1aad542b4562,fair,50,high,1,0.59
6a5eec97-69dd-5163-936e-1aad542b4562,fair,50,high,2,0.41
6a5eec97-69dd-5163-936e-1aad542b4562,gala,100,high,1,0.01
6a5eec97-69dd-5163-936e-1aad542b4562,gala,100,high,2,0.99
6a5eec97-69dd-5163-936e-1aad542b4562,hike,100,low,1,0.04
6a5eec97-69dd-5163-936e-1aad542b4562,hike,100,low,2,0.96
6a5eec97-69dd-5163-936e-1aad542b4562,oysters,75,high,1,0.31
6a5eec97-69dd-5163-936e-1aad542b4562,oysters,75,high,2,0.69
6a5eec97-69dd-5163-936e-1aad542b4562,social,100,low,1,0.12
6a5eec97-69dd-5163-936e-1aad542b4562,social,100,low,2,0.88
6a5eec97-69dd-5163-936e-1aad542b4562,soup,50,low,1,0.83
6a5eec97-69dd-5163-936e-1aad542b4562,soup,50,low,2,0.17
6a5eec97-69dd-5163-936e-1aad542b4562,takeout,0,low,1,0.99
6a5eec97-69dd-5163-936e-1aad542b4562,takeout,0,low,2,0.01
6a5eec97-69dd-5163-936e-1aad542b4562,wedding,0,low,1,0.96
6a5eec97-69dd-5163-936e-1aad542b4562,wedding,0,low,2,0.04
70d60710-300e-5371-8722-9e6f030436df,apples,75,high,1,0.15
70d60710-300e-5371-8722-9e6f030436df,apples,75,high,2,0.85
70d60710-300e-5371-8722-9e6f030436df,basketball,50,low,1,1.0
70d60710-300e-5371-8722-9e6f030436df,basketball,50,low,2,0.0
70d60710-300e-5371-8722-9e6f030436df,birthday,50,high,1,1.0
70d60710-300e-5371-8722-9e6f030436df,birthday,50,high,2,0.0
70d60710-300e-5371-8722-9e6f030436df,brunch,50,high,1,1.0
70d60710-300e-5371-8722-9e6f030436df,brunch,50,high,2,0.0
70d60710-300e-5371-8722-9e6f030436df,cooking,75,low,1,1.0
70d60710-300e-5371-8722-9e6f030436df,cooking,75,low,2,0.0
70d60710-300e-5371-8722-9e6f030436df,dip,75,high,1,1.0
70d60710-300e-5371-8722-9e6f030436df,dip,75,high,2,0.0
70d60710-300e-5371-8722-9e6f030436df,drinks,100,low,1,0.0
70d60710-300e-5371-8722-9e6f030436df,drinks,100,low,2,1.0
70d60710-300e-5371-8722-9e6f030436df,driving,100,low,1,0.9
70d60710-300e-5371-8722-9e6f030436df,driving,100,low,2,0.1
70d60710-300e-5371-8722-9e6f030436df,fair,100,high,1,0.82
70d60710-300e-5371-8722-9e6f030436df,fair,100,high,2,0.18
70d60710-300e-5371-8722-9e6f030436df,gala,100,high,1,0.0
70d60710-300e-5371-8722-9e6f030436df,gala,100,high,2,1.0
70d60710-300e-5371-8722-9e6f030436df,hike,0,low,1,1.0
70d60710-300e-5371-8722-9e6f030436df,hike,0,low,2,0.0
70d60710-300e-5371-8722-9e6f030436df,oysters,0,low,1,1.0
70d60710-300e-5371-8722-9e6f030436df,oysters,0,low,2,0.0
70d60710-300e-5371-8722-9e6f030436df,social,0,high,1,0.8
70d60710-300e-5371-8722-9e6f030436df,social,0,high,2,0.2
70d60710-300e-5371-8722-9e6f030436df,soup,0,high,1,0.95
70d60710-300e-5371-8722-9e6f030436df,soup,0,high,2,0.05
70d60710-300e-5371-8722-9e6f030436df,takeout,75,low,1,1.0
70d60710-300e-5371-8722-9e6f030436df,takeout,75,low,2,0.0
70d60710-300e-5371-8722-9e6f030436df,wedding,50,low,1,1.0
70d60710-300e-5371-8722-9e6f030436df,wedding,50,low,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,apples,100,low,1,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,apples,100,low,2,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,basketball,0,high,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,basketball,0,high,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,birthday,0,high,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,birthday,0,high,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,brunch,75,low,1,0.1
71df1681-c34e-5290-831b-932e6a3aa1d8,brunch,75,low,2,0.9
71df1681-c34e-5290-831b-932e6a3aa1d8,cooking,50,low,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,cooking,50,low,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,dip,100,high,1,0.23
71df1681-c34e-5290-831b-932e6a3aa1d8,dip,100,high,2,0.77
71df1681-c34e-5290-831b-932e6a3aa1d8,drinks,100,low,1,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,drinks,100,low,2,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,driving,0,low,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,driving,0,low,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,fair,0,low,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,fair,0,low,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,gala,75,low,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,gala,75,low,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,hike,50,high,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,hike,50,high,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,oysters,50,low,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,oysters,50,low,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,social,50,high,1,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,social,50,high,2,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,soup,100,high,1,0.0
71df1681-c34e-5290-831b-932e6a3aa1d8,soup,100,high,2,1.0
71df1681-c34e-5290-831b-932e6a3aa1d8,takeout,75,high,1,0.09
71df1681-c34e-5290-831b-932e6a3aa1d8,takeout,75,high,2,0.91
71df1681-c34e-5290-831b-932e6a3aa1d8,wedding,75,high,1,0.1
71df1681-c34e-5290-831b-932e6a3aa1d8,wedding,75,high,2,0.9
81685221-69c7-5d43-aa79-162f1b645d80,apples,50,low,1,0.65
81685221-69c7-5d43-aa79-162f1b645d80,apples,50,low,2,0.35
81685221-69c7-5d43-aa79-162f1b645d80,basketball,75,high,1,0.7
81685221-69c7-5d43-aa79-162f1b645d80,basketball,75,high,2,0.3
81685221-69c7-5d43-aa79-162f1b645d80,birthday,75,high,1,0.75
81685221-69c7-5d43-aa79-162f1b645d80,birthday,75,high,2,0.25
