scenario_label,observed_action,effort_condition,intimacy_condition,alt_idx,motivation_query,v_raw,v_raw_std,v,n_runs,n_failures
basketball,action_2,low,50,1,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,low,50,2,low,0.0,0.0,0.0,10,0
basketball,action_2,low,50,2,high,1.0,0.0,0.3333333333333333,10,0
basketball,action_2,low,50,3,low,0.0,0.0,0.0,10,0
basketball,action_2,low,50,3,high,2.1,0.3,0.7000000000000001,10,0
basketball,action_1,high,75,0,low,0.0,0.0,0.0,10,0
basketball,action_1,high,75,0,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_1,high,75,1,low,0.0,0.0,0.0,10,0
basketball,action_1,high,75,1,high,-3.0,0.0,-1.0,10,0
basketball,action_1,high,75,2,low,0.0,0.0,0.0,10,0
basketball,action_1,high,75,2,high,-0.3,0.45825756949558394,-0.09999999999999999,10,0
basketball,action_1,high,75,3,low,0.0,0.0,0.0,10,0
basketball,action_1,high,75,3,high,2.0,0.0,0.6666666666666666,10,0
basketball,action_2,high,75,0,low,0.0,0.0,0.0,10,0
basketball,action_2,high,75,0,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,high,75,1,low,0.0,0.0,0.0,10,0
basketball,action_2,high,75,1,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,high,75,2,low,0.0,0.0,0.0,10,0
basketball,action_2,high,75,2,high,1.0,0.0,0.3333333333333333,10,0
basketball,action_2,high,75,3,low,0.0,0.0,0.0,10,0
basketball,action_2,high,75,3,high,2.1,0.3,0.7000000000000001,10,0
basketball,action_2,high,0,0,low,0.0,0.0,0.0,10,0
basketball,action_2,high,0,0,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,high,0,1,low,0.0,0.0,0.0,10,0
basketball,action_2,high,0,1,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,high,0,2,low,0.0,0.0,0.0,10,0
basketball,action_2,high,0,2,high,1.0,0.0,0.3333333333333333,10,0
basketball,action_2,high,0,3,low,0.0,0.0,0.0,10,0
basketball,action_2,high,0,3,high,2.1,0.3,0.7000000000000001,10,0
basketball,action_2,high,0,4,low,-0.8,0.4,-0.26666666666666666,10,0
basketball,action_2,high,0,4,high,0.0,0.0,0.0,10,0
basketball,action_2,high,50,0,low,0.0,0.0,0.0,10,0
basketball,action_2,high,50,0,high,2.1,0.3,0.7000000000000001,10,0
basketball,action_2,high,50,1,low,0.0,0.0,0.0,10,0
basketball,action_2,high,50,1,high,0.15,0.45000000000000007,0.049999999999999996,10,0
basketball,action_2,high,50,2,low,0.0,0.0,0.0,10,0
basketball,action_2,high,50,2,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,high,50,3,low,-0.8,0.4,-0.26666666666666666,10,0
basketball,action_2,high,50,3,high,0.0,0.0,0.0,10,0
basketball,action_2,low,75,0,low,0.0,0.0,0.0,10,0
basketball,action_2,low,75,0,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,low,75,1,low,0.0,0.0,0.0,10,0
basketball,action_2,low,75,1,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,low,75,2,low,0.0,0.0,0.0,10,0
basketball,action_2,low,75,2,high,2.1,0.3,0.7000000000000001,10,0
basketball,action_2,low,75,3,low,0.0,0.0,0.0,10,0
basketball,action_2,low,75,3,high,1.0,0.0,0.3333333333333333,10,0
basketball,action_1,high,0,0,low,0.0,0.0,0.0,10,0
basketball,action_1,high,0,0,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_1,high,0,1,low,0.0,0.0,0.0,10,0
basketball,action_1,high,0,1,high,-3.0,0.0,-1.0,10,0
basketball,action_1,high,0,2,low,0.0,0.0,0.0,10,0
basketball,action_1,high,0,2,high,1.1,0.3,0.3666666666666667,10,0
basketball,action_1,high,0,3,low,-0.8,0.4,-0.26666666666666666,10,0
basketball,action_1,high,0,3,high,-1.7,1.0049875621120892,-0.5666666666666667,10,0
basketball,action_1,high,0,4,low,0.0,0.0,0.0,10,0
basketball,action_1,high,0,4,high,1.1,0.3,0.3666666666666667,10,0
basketball,action_2,low,100,0,low,0.0,0.0,0.0,10,0
basketball,action_2,low,100,0,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,low,100,1,low,0.0,0.0,0.0,10,0
basketball,action_2,low,100,1,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,low,100,2,low,0.0,0.0,0.0,10,0
basketball,action_2,low,100,2,high,1.0,0.0,0.3333333333333333,10,0
basketball,action_2,low,100,3,low,0.0,0.0,0.0,10,0
basketball,action_2,low,100,3,high,2.1,0.3,0.7000000000000001,10,0
basketball,action_2,high,100,0,low,0.0,0.0,0.0,10,0
basketball,action_2,high,100,0,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,high,100,1,low,0.0,0.0,0.0,10,0
basketball,action_2,high,100,1,high,-2.2,1.7776388834631178,-0.7333333333333334,10,0
basketball,action_2,high,100,2,low,0.0,0.0,0.0,10,0
basketball,action_2,high,100,2,high,1.0,0.0,0.3333333333333333,10,0
basketball,action_2,high,100,3,low,0.0,0.0,0.0,10,0
basketball,action_2,high,100,3,high,2.1,0.3,0.7000000000000001,10,0
birthday,action_0,low,0,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,low,0,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,low,0,1,low,-2.5,0.5,-0.8333333333333334,10,0
birthday,action_0,low,0,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,0,2,low,-3.0,0.0,-1.0,10,0
birthday,action_0,low,0,2,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,0,3,low,-3.0,0.0,-1.0,10,0
birthday,action_0,low,0,3,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,75,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,low,75,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,low,75,1,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_0,low,75,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,75,2,low,3.0,0.0,1.0,10,0
birthday,action_0,low,75,2,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,75,3,low,0.0,0.0,0.0,10,0
birthday,action_0,low,75,3,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,50,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,low,50,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,low,50,1,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_0,low,50,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,50,2,low,2.0,0.8366600265340756,0.6666666666666666,10,0
birthday,action_0,low,50,2,high,1.5,0.5,0.5,10,0
birthday,action_0,low,50,3,low,0.0,0.0,0.0,10,0
birthday,action_0,low,50,3,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,100,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,low,100,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,low,100,1,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_0,low,100,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,100,2,low,0.0,0.0,0.0,10,0
birthday,action_0,low,100,2,high,-3.0,0.0,-1.0,10,0
birthday,action_0,low,100,3,low,1.95,0.15,0.65,10,0
birthday,action_0,low,100,3,high,1.6,0.43588989435406733,0.5333333333333333,10,0
birthday,action_1,low,50,0,low,-0.2,0.8717797887081348,-0.06666666666666667,10,0
birthday,action_1,low,50,0,high,0.2,1.2489995996796797,0.06666666666666667,10,0
birthday,action_1,low,50,1,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_1,low,50,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,50,2,low,3.0,0.0,1.0,10,0
birthday,action_1,low,50,2,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,50,3,low,1.2,0.6,0.39999999999999997,10,0
birthday,action_1,low,50,3,high,1.4,0.3741657386773941,0.4666666666666666,10,0
birthday,action_1,low,0,0,low,-0.2,0.8717797887081348,-0.06666666666666667,10,0
birthday,action_1,low,0,0,high,-2.6,0.8,-0.8666666666666667,10,0
birthday,action_1,low,0,1,low,-1.9,0.8888194417315589,-0.6333333333333333,10,0
birthday,action_1,low,0,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,0,2,low,-0.2,0.4000000000000001,-0.06666666666666667,10,0
birthday,action_1,low,0,2,high,-1.7,0.45825756949558405,-0.5666666666666667,10,0
birthday,action_1,low,0,3,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_1,low,0,3,high,2.5,0.3872983346207417,0.8333333333333334,10,0
birthday,action_1,low,0,4,low,2.05,0.15,0.6833333333333332,10,0
birthday,action_1,low,0,4,high,2.5,0.4472135954999579,0.8333333333333334,10,0
birthday,action_0,high,75,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,high,75,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,high,75,1,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_0,high,75,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,75,2,low,1.95,0.15,0.65,10,0
birthday,action_0,high,75,2,high,1.6,0.43588989435406733,0.5333333333333333,10,0
birthday,action_0,high,75,3,low,0.0,0.0,0.0,10,0
birthday,action_0,high,75,3,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,0,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,high,0,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,high,0,1,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_0,high,0,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,0,2,low,-1.3,0.9,-0.43333333333333335,10,0
birthday,action_0,high,0,2,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,0,3,low,2.5,0.0,0.8333333333333334,10,0
birthday,action_0,high,0,3,high,2.5,0.3872983346207417,0.8333333333333334,10,0
birthday,action_0,high,0,4,low,2.1,0.7681145747868608,0.7000000000000001,10,0
birthday,action_0,high,0,4,high,1.5,0.5,0.5,10,0
birthday,action_0,high,50,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,high,50,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,high,50,1,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_0,high,50,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,50,2,low,-3.0,0.0,-1.0,10,0
birthday,action_0,high,50,2,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,50,3,low,0.0,0.0,0.0,10,0
birthday,action_0,high,50,3,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,100,0,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_0,high,100,0,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_0,high,100,1,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_0,high,100,1,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,100,2,low,-3.0,0.0,-1.0,10,0
birthday,action_0,high,100,2,high,-3.0,0.0,-1.0,10,0
birthday,action_0,high,100,3,low,2.5,0.0,0.8333333333333334,10,0
birthday,action_0,high,100,3,high,2.5,0.3872983346207417,0.8333333333333334,10,0
birthday,action_0,high,100,4,low,0.0,0.0,0.0,10,0
birthday,action_0,high,100,4,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,0,0,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_1,high,0,0,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,0,1,low,3.0,0.0,1.0,10,0
birthday,action_1,high,0,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,0,2,low,0.0,0.0,0.0,10,0
birthday,action_1,high,0,2,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,100,0,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_1,low,100,0,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,100,1,low,3.0,0.0,1.0,10,0
birthday,action_1,low,100,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,100,2,low,-3.0,0.0,-1.0,10,0
birthday,action_1,low,100,2,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,100,3,low,0.0,0.0,0.0,10,0
birthday,action_1,low,100,3,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,100,4,low,2.35,0.22912878474779202,0.7833333333333333,10,0
birthday,action_1,low,100,4,high,2.05,0.5678908345800273,0.6833333333333332,10,0
birthday,action_1,low,75,0,low,-0.2,0.8717797887081348,-0.06666666666666667,10,0
birthday,action_1,low,75,0,high,-2.6,0.8,-0.8666666666666667,10,0
birthday,action_1,low,75,1,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_1,low,75,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,75,2,low,3.0,0.0,1.0,10,0
birthday,action_1,low,75,2,high,-3.0,0.0,-1.0,10,0
birthday,action_1,low,75,3,low,0.0,0.0,0.0,10,0
birthday,action_1,low,75,3,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,100,0,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_1,high,100,0,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,100,1,low,3.0,0.0,1.0,10,0
birthday,action_1,high,100,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,100,2,low,0.0,0.0,0.0,10,0
birthday,action_1,high,100,2,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,100,3,low,2.3,0.2449489742783178,0.7666666666666666,10,0
birthday,action_1,high,100,3,high,2.65,0.32015621187164245,0.8833333333333333,10,0
birthday,action_1,high,50,0,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_1,high,50,0,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,50,1,low,3.0,0.0,1.0,10,0
birthday,action_1,high,50,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,50,2,low,0.0,0.0,0.0,10,0
birthday,action_1,high,50,2,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,50,3,low,1.2,0.6,0.39999999999999997,10,0
birthday,action_1,high,50,3,high,1.5,0.3872983346207417,0.5,10,0
birthday,action_2,low,0,0,low,-0.2,0.8717797887081348,-0.06666666666666667,10,0
birthday,action_2,low,0,0,high,-2.6,0.8,-0.8666666666666667,10,0
birthday,action_2,low,0,1,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_2,low,0,1,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_2,low,0,2,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_2,low,0,2,high,-3.0,0.0,-1.0,10,0
birthday,action_2,low,0,3,low,3.0,0.0,1.0,10,0
birthday,action_2,low,0,3,high,-3.0,0.0,-1.0,10,0
birthday,action_2,low,0,4,low,2.5,0.0,0.8333333333333334,10,0
birthday,action_2,low,0,4,high,2.5,0.3872983346207417,0.8333333333333334,10,0
birthday,action_1,high,75,0,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_1,high,75,0,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,75,1,low,3.0,0.0,1.0,10,0
birthday,action_1,high,75,1,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,75,2,low,0.0,0.0,0.0,10,0
birthday,action_1,high,75,2,high,-3.0,0.0,-1.0,10,0
birthday,action_1,high,75,3,low,2.3,0.2449489742783178,0.7666666666666666,10,0
birthday,action_1,high,75,3,high,2.65,0.32015621187164245,0.8833333333333333,10,0
birthday,action_2,low,75,0,low,-0.2,0.8717797887081348,-0.06666666666666667,10,0
birthday,action_2,low,75,0,high,-2.6,0.8,-0.8666666666666667,10,0
birthday,action_2,low,75,1,low,-1.9,0.8888194417315589,-0.6333333333333333,10,0
birthday,action_2,low,75,1,high,-2.6,0.48989794855663565,-0.8666666666666667,10,0
birthday,action_2,low,75,2,low,2.5,0.0,0.8333333333333334,10,0
birthday,action_2,low,75,2,high,2.85,0.22912878474779202,0.9500000000000001,10,0
birthday,action_2,low,75,3,low,2.45,0.15,0.8166666666666668,10,0
birthday,action_2,low,75,3,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_2,high,50,0,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_2,high,50,0,high,-3.0,0.0,-1.0,10,0
birthday,action_2,high,50,1,low,3.0,0.0,1.0,10,0
birthday,action_2,high,50,1,high,-3.0,0.0,-1.0,10,0
birthday,action_2,high,50,2,low,2.5,0.0,0.8333333333333334,10,0
birthday,action_2,high,50,2,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_2,high,50,3,low,-1.9,0.8888194417315589,-0.6333333333333333,10,0
birthday,action_2,high,50,3,high,-2.9,0.3,-0.9666666666666667,10,0
birthday,action_2,high,100,0,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_2,high,100,0,high,-3.0,0.0,-1.0,10,0
birthday,action_2,high,100,1,low,3.0,0.0,1.0,10,0
birthday,action_2,high,100,1,high,-3.0,0.0,-1.0,10,0
birthday,action_2,high,100,2,low,2.5,0.0,0.8333333333333334,10,0
birthday,action_2,high,100,2,high,2.95,0.15,0.9833333333333334,10,0
birthday,action_2,high,100,3,low,0.0,0.0,0.0,10,0
birthday,action_2,high,100,3,high,-3.0,0.0,-1.0,10,0
birthday,action_2,low,100,0,low,-0.2,0.8717797887081348,-0.06666666666666667,10,0
birthday,action_2,low,100,0,high,-2.6,0.8,-0.8666666666666667,10,0
birthday,action_2,low,100,1,low,2.5,0.0,0.8333333333333334,10,0
birthday,action_2,low,100,1,high,2.85,0.22912878474779202,0.9500000000000001,10,0
birthday,action_2,low,100,2,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_2,low,100,2,high,-3.0,0.0,-1.0,10,0
birthday,action_2,low,100,3,low,3.0,0.0,1.0,10,0
birthday,action_2,low,100,3,high,-3.0,0.0,-1.0,10,0
birthday,action_2,low,50,0,low,-0.2,0.8717797887081348,-0.06666666666666667,10,0
birthday,action_2,low,50,0,high,-2.6,0.8,-0.8666666666666667,10,0
birthday,action_2,low,50,1,low,-1.9,1.044030650891055,-0.6333333333333333,10,0
birthday,action_2,low,50,1,high,-3.0,0.0,-1.0,10,0
birthday,action_2,low,50,2,low,3.0,0.0,1.0,10,0
birthday,action_2,low,50,2,high,-3.0,0.0,-1.0,10,0
birthday,action_2,low,50,3,low,2.05,0.15,0.6833333333333332,10,0
birthday,action_2,low,50,3,high,2.25,0.33541019662496846,0.75,10,0
birthday,action_2,high,0,0,low,-0.4,0.9165151389911681,-0.13333333333333333,10,0
birthday,action_2,high,0,0,high,-3.0,0.0,-1.0,10,0
birthday,action_2,high,0,1,low,3.0,0.0,1.0,10,0
birthday,action_2,high,0,1,high,-3.0,0.0,-1.0,10,0
