subject_id,scenario_label,intimacy,motivation,model,action,p_action
d6a24019-37e7-5e54-91df-86eb36d09f98,dip,50,low,humans,1,0.21
d6a24019-37e7-5e54-91df-86eb36d09f98,dip,50,low,humans,2,0.04
d6a24019-37e7-5e54-91df-86eb36d09f98,dip,50,low,humans,3,0
d6a24019-37e7-5e54-91df-86eb36d09f98,drinks,100,high,humans,0,0.17
d6a24019-37e7-5e54-91df-86eb36d09f98,drinks,100,high,humans,1,0.09
d6a24019-37e7-5e54-91df-86eb36d09f98,drinks,100,high,humans,2,0.28
d6a24019-37e7-5e54-91df-86eb36d09f98,drinks,100,high,humans,3,0.46
d6a24019-37e7-5e54-91df-86eb36d09f98,soup,0,high,humans,0,0.17
d6a24019-37e7-5e54-91df-86eb36d09f98,soup,0,high,humans,1,0.83
d6a24019-37e7-5e54-91df-86eb36d09f98,soup,0,high,humans,2,0
d6a24019-37e7-5e54-91df-86eb36d09f98,soup,0,high,humans,3,0
d6a24019-37e7-5e54-91df-86eb36d09f98,social,75,high,humans,0,0.26
d6a24019-37e7-5e54-91df-86eb36d09f98,social,75,high,humans,1,0.05
d6a24019-37e7-5e54-91df-86eb36d09f98,social,75,high,humans,2,0.56
d6a24019-37e7-5e54-91df-86eb36d09f98,social,75,high,humans,3,0.13
d6a24019-37e7-5e54-91df-86eb36d09f98,gala,75,low,humans,0,0.9
d6a24019-37e7-5e54-91df-86eb36d09f98,gala,75,low,humans,1,0.03
d6a24019-37e7-5e54-91df-86eb36d09f98,gala,75,low,humans,2,0.03
d6a24019-37e7-5e54-91df-86eb36d09f98,gala,75,low,humans,3,0.04
d6a24019-37e7-5e54-91df-86eb36d09f98,basketball,50,low,humans,0,0.92
d6a24019-37e7-5e54-91df-86eb36d09f98,basketball,50,low,humans,1,0
d6a24019-37e7-5e54-91df-86eb36d09f98,basketball,50,low,humans,2,0.06
d6a24019-37e7-5e54-91df-86eb36d09f98,basketball,50,low,humans,3,0.02
d6a24019-37e7-5e54-91df-86eb36d09f98,takeout,75,high,humans,0,0
d6a24019-37e7-5e54-91df-86eb36d09f98,takeout,75,high,humans,1,0.97
d6a24019-37e7-5e54-91df-86eb36d09f98,takeout,75,high,humans,2,0.03
d6a24019-37e7-5e54-91df-86eb36d09f98,takeout,75,high,humans,3,0
d6a24019-37e7-5e54-91df-86eb36d09f98,apples,75,low,humans,0,0.65
d6a24019-37e7-5e54-91df-86eb36d09f98,apples,75,low,humans,1,0.13
d6a24019-37e7-5e54-91df-86eb36d09f98,apples,75,low,humans,2,0.14
d6a24019-37e7-5e54-91df-86eb36d09f98,apples,75,low,humans,3,0.08
d6a24019-37e7-5e54-91df-86eb36d09f98,fair,0,low,humans,0,0
d6a24019-37e7-5e54-91df-86eb36d09f98,fair,0,low,humans,1,0.7
d6a24019-37e7-5e54-91df-86eb36d09f98,fair,0,low,humans,2,0.13
d6a24019-37e7-5e54-91df-86eb36d09f98,fair,0,low,humans,3,0.17
d6a24019-37e7-5e54-91df-86eb36d09f98,brunch,100,low,humans,0,0.85
d6a24019-37e7-5e54-91df-86eb36d09f98,brunch,100,low,humans,1,0.08
d6a24019-37e7-5e54-91df-86eb36d09f98,brunch,100,low,humans,2,0.05
d6a24019-37e7-5e54-91df-86eb36d09f98,brunch,100,low,humans,3,0.02
c953754b-4b61-51cd-b273-4c61878b7b08,fair,100,low,humans,0,0
c953754b-4b61-51cd-b273-4c61878b7b08,fair,100,low,humans,1,0.26
c953754b-4b61-51cd-b273-4c61878b7b08,fair,100,low,humans,2,0.42
c953754b-4b61-51cd-b273-4c61878b7b08,fair,100,low,humans,3,0.32
c953754b-4b61-51cd-b273-4c61878b7b08,oysters,0,high,humans,0,0.01
c953754b-4b61-51cd-b273-4c61878b7b08,oysters,0,high,humans,1,0.91
c953754b-4b61-51cd-b273-4c61878b7b08,oysters,0,high,humans,2,0.05
c953754b-4b61-51cd-b273-4c61878b7b08,oysters,0,high,humans,3,0.03
c953754b-4b61-51cd-b273-4c61878b7b08,wedding,0,low,humans,0,0.96
c953754b-4b61-51cd-b273-4c61878b7b08,wedding,0,low,humans,1,0.01
c953754b-4b61-51cd-b273-4c61878b7b08,wedding,0,low,humans,2,0.02
c953754b-4b61-51cd-b273-4c61878b7b08,wedding,0,low,humans,3,0.01
c953754b-4b61-51cd-b273-4c61878b7b08,soup,50,low,humans,0,0.98
c953754b-4b61-51cd-b273-4c61878b7b08,soup,50,low,humans,1,0
c953754b-4b61-51cd-b273-4c61878b7b08,soup,50,low,humans,2,0
c953754b-4b61-51cd-b273-4c61878b7b08,soup,50,low,humans,3,0.02
c953754b-4b61-51cd-b273-4c61878b7b08,social,50,high,humans,0,0.09
c953754b-4b61-51cd-b273-4c61878b7b08,social,50,high,humans,1,0.91
c953754b-4b61-51cd-b273-4c61878b7b08,social,50,high,humans,2,0
c953754b-4b61-51cd-b273-4c61878b7b08,social,50,high,humans,3,0
c953754b-4b61-51cd-b273-4c61878b7b08,dip,75,low,humans,0,0.9
c953754b-4b61-51cd-b273-4c61878b7b08,dip,75,low,humans,1,0.08
c953754b-4b61-51cd-b273-4c61878b7b08,dip,75,low,humans,2,0.02
c953754b-4b61-51cd-b273-4c61878b7b08,dip,75,low,humans,3,0
c953754b-4b61-51cd-b273-4c61878b7b08,basketball,100,high,humans,0,0
c953754b-4b61-51cd-b273-4c61878b7b08,basketball,100,high,humans,1,0.22
c953754b-4b61-51cd-b273-4c61878b7b08,basketball,100,high,humans,2,0.46
c953754b-4b61-51cd-b273-4c61878b7b08,basketball,100,high,humans,3,0.32
c953754b-4b61-51cd-b273-4c61878b7b08,takeout,50,high,humans,0,0.02
c953754b-4b61-51cd-b273-4c61878b7b08,takeout,50,high,humans,1,0.94
c953754b-4b61-51cd-b273-4c61878b7b08,takeout,50,high,humans,2,0.04
c953754b-4b61-51cd-b273-4c61878b7b08,takeout,50,high,humans,3,0
c953754b-4b61-51cd-b273-4c61878b7b08,drinks,100,low,humans,0,0.77
c953754b-4b61-51cd-b273-4c61878b7b08,drinks,100,low,humans,1,0.19
c953754b-4b61-51cd-b273-4c61878b7b08,drinks,100,low,humans,2,0.01
c953754b-4b61-51cd-b273-4c61878b7b08,drinks,100,low,humans,3,0.03
c953754b-4b61-51cd-b273-4c61878b7b08,cooking,50,low,humans,0,0.8
c953754b-4b61-51cd-b273-4c61878b7b08,cooking,50,low,humans,1,0.16
c953754b-4b61-51cd-b273-4c61878b7b08,cooking,50,low,humans,2,0.04
c953754b-4b61-51cd-b273-4c61878b7b08,cooking,50,low,humans,3,0
c953754b-4b61-51cd-b273-4c61878b7b08,apples,75,low,humans,0,0.77
c953754b-4b61-51cd-b273-4c61878b7b08,apples,75,low,humans,1,0.14
c953754b-4b61-51cd-b273-4c61878b7b08,apples,75,low,humans,2,0.09
c953754b-4b61-51cd-b273-4c61878b7b08,apples,75,low,humans,3,0
c953754b-4b61-51cd-b273-4c61878b7b08,hike,0,low,humans,0,0.88
c953754b-4b61-51cd-b273-4c61878b7b08,hike,0,low,humans,1,0.07
c953754b-4b61-51cd-b273-4c61878b7b08,hike,0,low,humans,2,0.04
c953754b-4b61-51cd-b273-4c61878b7b08,hike,0,low,humans,3,0.01
c953754b-4b61-51cd-b273-4c61878b7b08,birthday,0,high,humans,0,0.06
c953754b-4b61-51cd-b273-4c61878b7b08,birthday,0,high,humans,1,0.34
c953754b-4b61-51cd-b273-4c61878b7b08,birthday,0,high,humans,2,0.6
c953754b-4b61-51cd-b273-4c61878b7b08,birthday,0,high,humans,3,0
c953754b-4b61-51cd-b273-4c61878b7b08,brunch,75,high,humans,0,0.01
c953754b-4b61-51cd-b273-4c61878b7b08,brunch,75,high,humans,1,0.05
c953754b-4b61-51cd-b273-4c61878b7b08,brunch,75,high,humans,2,0.67
c953754b-4b61-51cd-b273-4c61878b7b08,brunch,75,high,humans,3,0.27
c953754b-4b61-51cd-b273-4c61878b7b08,driving,100,high,humans,0,0.23
c953754b-4b61-51cd-b273-4c61878b7b08,driving,100,high,humans,1,0.49
c953754b-4b61-51cd-b273-4c61878b7b08,driving,100,high,humans,2,0.09
c953754b-4b61-51cd-b273-4c61878b7b08,driving,100,high,humans,3,0.19
c953754b-4b61-51cd-b273-4c61878b7b08,gala,75,high,humans,0,0.03
c953754b-4b61-51cd-b273-4c61878b7b08,gala,75,high,humans,1,0.15
c953754b-4b61-51cd-b273-4c61878b7b08,gala,75,high,humans,2,0.02
c953754b-4b61-51cd-b273-4c61878b7b08,gala,75,high,humans,3,0.8
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,birthday,100,high,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,birthday,100,high,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,birthday,100,high,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,birthday,100,high,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,fair,75,low,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,fair,75,low,humans,1,0.5
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,fair,75,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,fair,75,low,humans,3,0.5
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,hike,100,low,humans,0,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,hike,100,low,humans,1,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,hike,100,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,hike,100,low,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,brunch,50,low,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,brunch,50,low,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,brunch,50,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,brunch,50,low,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,oysters,100,low,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,oysters,100,low,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,oysters,100,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,oysters,100,low,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,apples,50,low,humans,0,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,apples,50,low,humans,1,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,apples,50,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,apples,50,low,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,gala,50,high,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,gala,50,high,humans,1,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,gala,50,high,humans,2,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,gala,50,high,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,dip,0,high,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,dip,0,high,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,dip,0,high,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,dip,0,high,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,takeout,0,low,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,takeout,0,low,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,takeout,0,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,takeout,0,low,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,basketball,75,low,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,basketball,75,low,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,basketball,75,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,basketball,75,low,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,social,0,high,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,social,0,high,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,social,0,high,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,social,0,high,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,soup,100,high,humans,0,0.16
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,soup,100,high,humans,1,0.53
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,soup,100,high,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,soup,100,high,humans,3,0.31
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,drinks,50,high,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,drinks,50,high,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,drinks,50,high,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,drinks,50,high,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,driving,75,high,humans,0,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,driving,75,high,humans,1,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,driving,75,high,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,driving,75,high,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,cooking,0,low,humans,0,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,cooking,0,low,humans,1,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,cooking,0,low,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,cooking,0,low,humans,3,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,wedding,75,high,humans,0,1
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,wedding,75,high,humans,1,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,wedding,75,high,humans,2,0
32b6d2da-595c-5f89-8b3a-b3ed72260bd7,wedding,75,high,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,driving,50,high,humans,0,0
42452586-cc32-570b-a963-6fe95c5b4190,driving,50,high,humans,1,1
42452586-cc32-570b-a963-6fe95c5b4190,driving,50,high,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,driving,50,high,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,social,100,high,humans,0,0.01
42452586-cc32-570b-a963-6fe95c5b4190,social,100,high,humans,1,0.46
42452586-cc32-570b-a963-6fe95c5b4190,social,100,high,humans,2,0.22
42452586-cc32-570b-a963-6fe95c5b4190,social,100,high,humans,3,0.31
42452586-cc32-570b-a963-6fe95c5b4190,hike,0,high,humans,0,0.19
42452586-cc32-570b-a963-6fe95c5b4190,hike,0,high,humans,1,0.81
42452586-cc32-570b-a963-6fe95c5b4190,hike,0,high,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,hike,0,high,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,wedding,100,low,humans,0,0.07
42452586-cc32-570b-a963-6fe95c5b4190,wedding,100,low,humans,1,0
42452586-cc32-570b-a963-6fe95c5b4190,wedding,100,low,humans,2,0.47
42452586-cc32-570b-a963-6fe95c5b4190,wedding,100,low,humans,3,0.46
42452586-cc32-570b-a963-6fe95c5b4190,soup,75,low,humans,0,1
42452586-cc32-570b-a963-6fe95c5b4190,soup,75,low,humans,1,0
42452586-cc32-570b-a963-6fe95c5b4190,soup,75,low,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,soup,75,low,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,dip,75,high,humans,0,0
42452586-cc32-570b-a963-6fe95c5b4190,dip,75,high,humans,1,1
42452586-cc32-570b-a963-6fe95c5b4190,dip,75,high,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,dip,75,high,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,cooking,50,low,humans,0,0.12
42452586-cc32-570b-a963-6fe95c5b4190,cooking,50,low,humans,1,0.57
42452586-cc32-570b-a963-6fe95c5b4190,cooking,50,low,humans,2,0.31
42452586-cc32-570b-a963-6fe95c5b4190,cooking,50,low,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,apples,100,low,humans,0,0.98
42452586-cc32-570b-a963-6fe95c5b4190,apples,100,low,humans,1,0
42452586-cc32-570b-a963-6fe95c5b4190,apples,100,low,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,apples,100,low,humans,3,0.02
42452586-cc32-570b-a963-6fe95c5b4190,fair,50,high,humans,0,0
42452586-cc32-570b-a963-6fe95c5b4190,fair,50,high,humans,1,1
42452586-cc32-570b-a963-6fe95c5b4190,fair,50,high,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,fair,50,high,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,takeout,0,low,humans,0,1
42452586-cc32-570b-a963-6fe95c5b4190,takeout,0,low,humans,1,0
42452586-cc32-570b-a963-6fe95c5b4190,takeout,0,low,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,takeout,0,low,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,gala,100,high,humans,0,0
42452586-cc32-570b-a963-6fe95c5b4190,gala,100,high,humans,1,0
42452586-cc32-570b-a963-6fe95c5b4190,gala,100,high,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,gala,100,high,humans,3,1
42452586-cc32-570b-a963-6fe95c5b4190,drinks,50,low,humans,0,1
42452586-cc32-570b-a963-6fe95c5b4190,drinks,50,low,humans,1,0
42452586-cc32-570b-a963-6fe95c5b4190,drinks,50,low,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,drinks,50,low,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,birthday,0,high,humans,0,0.62
42452586-cc32-570b-a963-6fe95c5b4190,birthday,0,high,humans,1,0.38
42452586-cc32-570b-a963-6fe95c5b4190,birthday,0,high,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,birthday,0,high,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,oysters,75,high,humans,0,0
42452586-cc32-570b-a963-6fe95c5b4190,oysters,75,high,humans,1,1
42452586-cc32-570b-a963-6fe95c5b4190,oysters,75,high,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,oysters,75,high,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,basketball,75,low,humans,0,0.19
42452586-cc32-570b-a963-6fe95c5b4190,basketball,75,low,humans,1,0.81
42452586-cc32-570b-a963-6fe95c5b4190,basketball,75,low,humans,2,0
42452586-cc32-570b-a963-6fe95c5b4190,basketball,75,low,humans,3,0
42452586-cc32-570b-a963-6fe95c5b4190,brunch,0,low,humans,0,0.5
42452586-cc32-570b-a963-6fe95c5b4190,brunch,0,low,humans,1,0
42452586-cc32-570b-a963-6fe95c5b4190,brunch,0,low,humans,2,0.5
42452586-cc32-570b-a963-6fe95c5b4190,brunch,0,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,soup,50,high,humans,0,1
53690498-782e-502a-b5d0-6982c12bb42a,soup,50,high,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,soup,50,high,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,soup,50,high,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,birthday,0,low,humans,0,1
53690498-782e-502a-b5d0-6982c12bb42a,birthday,0,low,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,birthday,0,low,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,birthday,0,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,gala,100,low,humans,0,1
53690498-782e-502a-b5d0-6982c12bb42a,gala,100,low,humans,1,0
53690498-782e-502a-b5d0-6982c12bb42a,gala,100,low,humans,2,0
53690498-782e-502a-b5d0-6982c12bb42a,gala,100,low,humans,3,0
53690498-782e-502a-b5d0-6982c12bb42a,takeout,100,high,humans,0,0
53690498-782e-502a-b5d0-6982c12bb42a,takeout,100,high,humans,1,0.01
