scenario_label,observed_action,relationship_condition,alt_idx,motivation_query,v_raw,v_raw_std,v,n_runs
apples,action_1,75,8,low,-0.8,0.4,-0.26666666666666666,10
apples,action_1,75,8,high,2.7800000000000002,0.14696938456699063,0.9266666666666667,10
apples,action_1,100,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_1,100,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_1,100,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_1,100,1,high,0.65,1.8445866745696717,0.21666666666666667,10
apples,action_1,100,2,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_1,100,2,high,1.92,0.21817424229271432,0.64,10
apples,action_1,100,3,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_1,100,3,high,0.65,1.8445866745696717,0.21666666666666667,10
apples,action_1,100,4,low,0.0,0.0,0.0,10
apples,action_1,100,4,high,0.45,0.9069178573608527,0.15,10
apples,action_1,100,5,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_1,100,5,high,2.44,0.11999999999999993,0.8133333333333334,10
apples,action_1,100,6,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_1,100,6,high,-3.0,0.0,-1.0,10
apples,action_1,100,7,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_1,100,7,high,2.88,0.040000000000000036,0.96,10
apples,action_1,100,8,low,0.0,0.0,0.0,10
apples,action_1,100,8,high,2.5999999999999996,0.26832815729997467,0.8666666666666666,10
apples,action_2,0,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_2,0,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_2,0,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_2,0,1,high,0.65,1.8445866745696717,0.21666666666666667,10
apples,action_2,0,2,low,0.0,0.4472135954999579,0.0,10
apples,action_2,0,2,high,1.92,0.21817424229271432,0.64,10
apples,action_2,0,3,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_2,0,3,high,-1.55,0.5678908345800273,-0.5166666666666667,10
apples,action_2,0,4,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_2,0,4,high,2.88,0.040000000000000036,0.96,10
apples,action_2,0,5,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_2,0,5,high,1.77,0.4196427051671457,0.59,10
apples,action_2,0,6,low,-0.1,0.5385164807134504,-0.03333333333333333,10
apples,action_2,0,6,high,2.3,0.21908902300206637,0.7666666666666666,10
apples,action_2,0,7,low,0.0,0.0,0.0,10
apples,action_2,0,7,high,-0.5,0.806225774829855,-0.16666666666666666,10
apples,action_2,0,8,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_2,0,8,high,2.0100000000000002,0.36455452267116367,0.67,10
apples,action_2,50,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_2,50,0,high,-2.05,0.15,-0.6833333333333332,10
apples,action_2,50,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_2,50,1,high,1.85,0.6344288770224761,0.6166666666666667,10
apples,action_2,50,2,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_2,50,2,high,-1.8,0.4,-0.6,10
apples,action_2,50,3,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_2,50,3,high,-1.2,0.4,-0.39999999999999997,10
apples,action_2,50,4,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_2,50,4,high,2.88,0.040000000000000036,0.96,10
apples,action_2,50,5,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_2,50,5,high,1.77,0.4196427051671457,0.59,10
apples,action_2,50,6,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_2,50,6,high,1.85,0.6344288770224761,0.6166666666666667,10
apples,action_2,50,7,low,0.0,0.0,0.0,10
apples,action_2,50,7,high,-1.55,0.26925824035672524,-0.5166666666666667,10
apples,action_2,50,8,low,0.0,0.0,0.0,10
apples,action_2,50,8,high,-2.05,0.15,-0.6833333333333332,10
apples,action_2,50,9,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_2,50,9,high,1.65,0.22912878474779202,0.5499999999999999,10
apples,action_2,75,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_2,75,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_2,75,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_2,75,1,high,0.65,1.8445866745696717,0.21666666666666667,10
apples,action_2,75,2,low,-0.2,0.6000000000000001,-0.06666666666666667,10
apples,action_2,75,2,high,1.8,0.6403124237432849,0.6,10
apples,action_2,75,3,low,0.0,0.0,0.0,10
apples,action_2,75,3,high,-1.55,0.26925824035672524,-0.5166666666666667,10
apples,action_2,75,4,low,0.0,0.0,0.0,10
apples,action_2,75,4,high,-2.05,0.15,-0.6833333333333332,10
apples,action_2,75,5,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_2,75,5,high,-3.0,0.0,-1.0,10
apples,action_2,75,6,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_2,75,6,high,2.88,0.040000000000000036,0.96,10
apples,action_2,75,7,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_2,75,7,high,0.1,0.5385164807134504,0.03333333333333333,10
apples,action_2,75,8,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_2,75,8,high,1.22,0.9977975746613138,0.4066666666666667,10
apples,action_2,100,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_2,100,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_2,100,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_2,100,1,high,1.85,0.6344288770224761,0.6166666666666667,10
apples,action_2,100,2,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_2,100,2,high,0.65,1.8445866745696717,0.21666666666666667,10
apples,action_2,100,3,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_2,100,3,high,0.45,0.9604686356149273,0.15,10
apples,action_2,100,4,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_2,100,4,high,-1.45,0.4716990566028302,-0.48333333333333334,10
apples,action_2,100,5,low,0.0,0.0,0.0,10
apples,action_2,100,5,high,-1.55,0.26925824035672524,-0.5166666666666667,10
apples,action_2,100,6,low,-0.8,0.4,-0.26666666666666666,10
apples,action_2,100,6,high,-0.55,1.3124404748406686,-0.18333333333333335,10
apples,action_2,100,7,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_2,100,7,high,2.88,0.040000000000000036,0.96,10
apples,action_2,100,8,low,0.1,0.7,0.03333333333333333,10
apples,action_2,100,8,high,2.7399999999999998,0.16248076809271916,0.9133333333333332,10
apples,action_2,100,9,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_2,100,9,high,2.66,0.19595917942265423,0.8866666666666667,10
apples,action_3,0,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_3,0,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_3,0,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_3,0,1,high,1.85,0.6344288770224761,0.6166666666666667,10
apples,action_3,0,2,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_3,0,2,high,-1.8,0.4,-0.6,10
apples,action_3,0,3,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_3,0,3,high,-3.0,0.0,-1.0,10
apples,action_3,0,4,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_3,0,4,high,2.88,0.040000000000000036,0.96,10
apples,action_3,0,5,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_3,0,5,high,1.77,0.4196427051671457,0.59,10
apples,action_3,0,6,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_3,0,6,high,2.32,0.1469693845669906,0.7733333333333333,10
apples,action_3,0,7,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_3,0,7,high,-1.85,0.45,-0.6166666666666667,10
apples,action_3,0,8,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_3,0,8,high,-1.5,0.5,-0.5,10
apples,action_3,50,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_3,50,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_3,50,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_3,50,1,high,1.85,0.6344288770224761,0.6166666666666667,10
apples,action_3,50,2,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_3,50,2,high,-0.25,1.9653244007033546,-0.08333333333333333,10
apples,action_3,50,3,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_3,50,3,high,-1.55,0.5678908345800273,-0.5166666666666667,10
apples,action_3,50,4,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_3,50,4,high,2.88,0.040000000000000036,0.96,10
apples,action_3,50,5,low,0.1,0.7,0.03333333333333333,10
apples,action_3,50,5,high,2.7,0.16733200530681505,0.9,10
apples,action_3,50,6,low,-0.8,0.4,-0.26666666666666666,10
apples,action_3,50,6,high,2.18,0.18330302779823363,0.7266666666666667,10
apples,action_3,50,7,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_3,50,7,high,2.0100000000000002,0.36455452267116367,0.67,10
apples,action_3,50,8,low,0.0,0.0,0.0,10
apples,action_3,50,8,high,-1.55,0.26925824035672524,-0.5166666666666667,10
apples,action_3,50,9,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_3,50,9,high,2.36,0.17999999999999994,0.7866666666666666,10
apples,action_3,75,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_3,75,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_3,75,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_3,75,1,high,1.85,0.6344288770224761,0.6166666666666667,10
apples,action_3,75,2,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_3,75,2,high,0.65,1.8445866745696717,0.21666666666666667,10
apples,action_3,75,3,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_3,75,3,high,-3.0,0.0,-1.0,10
apples,action_3,75,4,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_3,75,4,high,2.88,0.040000000000000036,0.96,10
apples,action_3,75,5,low,-0.8,0.4,-0.26666666666666666,10
apples,action_3,75,5,high,2.5,0.0,0.8333333333333334,10
apples,action_3,75,6,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_3,75,6,high,2.32,0.1469693845669906,0.7733333333333333,10
apples,action_3,75,7,low,0.0,0.0,0.0,10
apples,action_3,75,7,high,-1.55,0.26925824035672524,-0.5166666666666667,10
apples,action_3,75,8,low,-0.8,0.4,-0.26666666666666666,10
apples,action_3,75,8,high,-0.55,1.3124404748406686,-0.18333333333333335,10
apples,action_3,100,0,low,-0.1,0.30000000000000004,-0.03333333333333333,10
apples,action_3,100,0,high,-2.2,0.2449489742783178,-0.7333333333333334,10
apples,action_3,100,1,low,-0.6,0.66332495807108,-0.19999999999999998,10
apples,action_3,100,1,high,1.85,0.6344288770224761,0.6166666666666667,10
apples,action_3,100,2,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_3,100,2,high,-1.8,0.4,-0.6,10
apples,action_3,100,3,low,0.1,0.30000000000000004,0.03333333333333333,10
apples,action_3,100,3,high,-3.0,0.0,-1.0,10
apples,action_3,100,4,low,-0.7,0.45825756949558394,-0.2333333333333333,10
apples,action_3,100,4,high,2.88,0.040000000000000036,0.96,10
apples,action_3,100,5,low,-0.8,0.4,-0.26666666666666666,10
apples,action_3,100,5,high,2.5,0.0,0.8333333333333334,10
apples,action_3,100,6,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_3,100,6,high,2.5999999999999996,0.26832815729997467,0.8666666666666666,10
apples,action_3,100,7,low,0.2,0.6000000000000001,0.06666666666666667,10
apples,action_3,100,7,high,2.7,0.16733200530681505,0.9,10
basketball,action_0,0,0,low,-0.3,0.45825756949558394,-0.09999999999999999,10
basketball,action_0,0,0,high,1.6,0.3,0.5333333333333333,10
basketball,action_0,0,1,low,-0.3,0.45825756949558394,-0.09999999999999999,10
basketball,action_0,0,1,high,1.6,0.3,0.5333333333333333,10
basketball,action_0,0,2,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,0,2,high,2.45,0.15,0.8166666666666668,10
basketball,action_0,0,3,low,0.4,0.48989794855663565,0.13333333333333333,10
basketball,action_0,0,3,high,1.1,0.3,0.3666666666666667,10
basketball,action_0,0,4,low,-0.2,0.9797958971132712,-0.06666666666666667,10
basketball,action_0,0,4,high,2.1,0.19999999999999998,0.7000000000000001,10
basketball,action_0,0,5,low,-0.2,0.9797958971132712,-0.06666666666666667,10
basketball,action_0,0,5,high,2.1,0.19999999999999998,0.7000000000000001,10
basketball,action_0,0,6,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,0,6,high,1.45,0.5220153254455275,0.48333333333333334,10
basketball,action_0,0,7,low,-0.3,0.45825756949558394,-0.09999999999999999,10
basketball,action_0,0,7,high,1.45,0.5220153254455275,0.48333333333333334,10
basketball,action_0,0,8,low,0.1,0.7000000000000001,0.03333333333333333,10
basketball,action_0,0,8,high,1.55,0.15,0.5166666666666667,10
basketball,action_0,50,0,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_0,50,0,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_0,50,1,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_0,50,1,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_0,50,2,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,50,2,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,50,3,low,-0.9,1.3747727084867523,-0.3,10
basketball,action_0,50,3,high,3.0,0.0,1.0,10
basketball,action_0,50,4,low,-0.9,1.3747727084867523,-0.3,10
basketball,action_0,50,4,high,3.0,0.0,1.0,10
basketball,action_0,50,5,low,-0.6,1.019803902718557,-0.19999999999999998,10
basketball,action_0,50,5,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,50,6,low,-0.3,0.45825756949558394,-0.09999999999999999,10
basketball,action_0,50,6,high,1.45,0.5220153254455275,0.48333333333333334,10
basketball,action_0,50,7,low,-0.3,0.45825756949558394,-0.09999999999999999,10
basketball,action_0,50,7,high,1.45,0.5220153254455275,0.48333333333333334,10
basketball,action_0,50,8,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,50,8,high,2.05,0.15,0.6833333333333332,10
basketball,action_0,50,9,low,1.2,0.6000000000000001,0.39999999999999997,10
basketball,action_0,50,9,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,75,0,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_0,75,0,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_0,75,1,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_0,75,1,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_0,75,2,low,0.2,0.4000000000000001,0.06666666666666667,10
basketball,action_0,75,2,high,2.3,0.33166247903553997,0.7666666666666666,10
basketball,action_0,75,3,low,0.3,0.45825756949558394,0.09999999999999999,10
basketball,action_0,75,3,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,75,4,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,75,4,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,75,5,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,75,5,high,2.45,0.15,0.8166666666666668,10
basketball,action_0,75,6,low,-0.9,1.3747727084867523,-0.3,10
basketball,action_0,75,6,high,3.0,0.0,1.0,10
basketball,action_0,75,7,low,1.2,0.6000000000000001,0.39999999999999997,10
basketball,action_0,75,7,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,75,8,low,-0.1,0.9433981132056604,-0.03333333333333333,10
basketball,action_0,75,8,high,2.1,0.19999999999999998,0.7000000000000001,10
basketball,action_0,100,0,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_0,100,0,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_0,100,1,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_0,100,1,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_0,100,2,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,100,2,high,2.45,0.15,0.8166666666666668,10
basketball,action_0,100,3,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_0,100,3,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,100,4,low,-0.9,1.3747727084867523,-0.3,10
basketball,action_0,100,4,high,3.0,0.0,1.0,10
basketball,action_0,100,5,low,-0.9,1.3747727084867523,-0.3,10
basketball,action_0,100,5,high,3.0,0.0,1.0,10
basketball,action_0,100,6,low,-0.6,1.019803902718557,-0.19999999999999998,10
basketball,action_0,100,6,high,2.5,0.0,0.8333333333333334,10
basketball,action_0,100,7,low,-0.6,0.4898979485566356,-0.19999999999999998,10
basketball,action_0,100,7,high,2.0,0.0,0.6666666666666666,10
basketball,action_1,0,0,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_1,0,0,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_1,0,1,low,1.3,0.45825756949558394,0.43333333333333335,10
basketball,action_1,0,1,high,-0.8,0.4,-0.26666666666666666,10
basketball,action_1,0,2,low,-0.7,0.6403124237432849,-0.2333333333333333,10
basketball,action_1,0,2,high,2.0,0.0,0.6666666666666666,10
basketball,action_1,0,3,low,-0.3,0.45825756949558394,-0.09999999999999999,10
basketball,action_1,0,3,high,0.9,0.30000000000000004,0.3,10
basketball,action_1,0,4,low,-0.4,1.2806248474865698,-0.13333333333333333,10
basketball,action_1,0,4,high,2.5,0.0,0.8333333333333334,10
basketball,action_1,0,5,low,0.9,0.3,0.3,10
basketball,action_1,0,5,high,1.5,0.0,0.5,10
basketball,action_1,0,6,low,-0.3,0.45825756949558394,-0.09999999999999999,10
basketball,action_1,0,6,high,1.6,0.19999999999999998,0.5333333333333333,10
basketball,action_1,0,7,low,-0.1,0.30000000000000004,-0.03333333333333333,10
basketball,action_1,0,7,high,2.5,0.0,0.8333333333333334,10
basketball,action_1,0,8,low,-0.4,1.1135528725660042,-0.13333333333333333,10
basketball,action_1,0,8,high,2.1,0.19999999999999998,0.7000000000000001,10
basketball,action_1,50,0,low,-1.0,0.4472135954999579,-0.3333333333333333,10
basketball,action_1,50,0,high,-2.0,0.0,-0.6666666666666666,10
basketball,action_1,50,1,low,1.3,0.45825756949558394,0.43333333333333335,10
basketball,action_1,50,1,high,-3.0,0.0,-1.0,10
basketball,action_1,50,2,low,-0.7,0.6403124237432849,-0.2333333333333333,10
basketball,action_1,50,2,high,2.0,0.0,0.6666666666666666,10
basketball,action_1,50,3,low,-0.6,0.4898979485566356,-0.19999999999999998,10
basketball,action_1,50,3,high,1.5,0.0,0.5,10
