scenario_label,observed_action,motivation,alt_idx,access_raw,access_raw_std,effort_raw,effort_raw_std,access,effort,n_runs_access,n_runs_effort
apples,action_3,low,4,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,9,10
apples,action_3,low,5,0.0,0.0,0.55,0.15,0.0,0.09166666666666667,9,10
apples,action_3,low,6,0.0,0.0,0.5,0.0,0.0,0.08333333333333333,9,10
apples,action_3,low,7,6.0,0.0,1.1,0.19999999999999998,2.0,0.18333333333333335,9,10
apples,action_3,low,8,6.0,0.0,4.5,0.0,2.0,0.75,9,10
apples,action_3,high,0,0.0,0.0,0.0,0.0,0.0,0.0,9,10
apples,action_3,high,1,0.0,0.0,0.5,0.0,0.0,0.08333333333333333,9,10
apples,action_3,high,2,0.0,0.0,0.5,0.0,0.0,0.08333333333333333,9,10
apples,action_3,high,3,3.0,0.0,2.5,0.0,1.0,0.41666666666666663,9,10
apples,action_3,high,4,6.0,0.0,1.1,0.19999999999999998,2.0,0.18333333333333335,9,10
apples,action_3,high,5,6.0,0.0,1.1,0.19999999999999998,2.0,0.18333333333333335,9,10
apples,action_3,high,6,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,9,10
apples,action_3,high,7,6.0,0.0,4.5,0.0,2.0,0.75,9,10
apples,action_3,high,8,6.0,0.0,1.85,0.45,2.0,0.30833333333333335,9,10
basketball,action_0,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_0,low,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_0,low,2,3.0,0.0,1.5,0.0,1.0,0.25,10,10
basketball,action_0,low,3,6.0,0.0,1.3,0.45825756949558394,2.0,0.21666666666666667,10,10
basketball,action_0,low,4,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_0,low,5,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_0,low,6,4.8,1.469693845669907,2.0,0.0,1.5999999999999999,0.3333333333333333,10,10
basketball,action_0,low,7,4.8,1.469693845669907,2.0,0.0,1.5999999999999999,0.3333333333333333,10,10
basketball,action_0,high,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_0,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_0,high,2,3.0,0.0,1.5,0.0,1.0,0.25,10,10
basketball,action_0,high,3,6.0,0.0,1.3,0.45825756949558394,2.0,0.21666666666666667,10,10
basketball,action_0,high,4,6.0,0.0,1.05,0.15,2.0,0.175,10,10
basketball,action_0,high,5,6.0,0.0,1.05,0.15,2.0,0.175,10,10
basketball,action_0,high,6,3.0,0.0,2.7,0.2449489742783178,1.0,0.45,10,10
basketball,action_0,high,7,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_1,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,low,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,low,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,low,3,6.0,0.0,1.3,0.45825756949558394,2.0,0.21666666666666667,10,10
basketball,action_1,low,4,3.0,0.0,1.0,0.0,1.0,0.16666666666666666,10,10
basketball,action_1,low,5,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,low,6,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,low,7,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,low,8,6.0,0.0,2.4,0.43588989435406733,2.0,0.39999999999999997,10,10
basketball,action_1,low,9,3.0,0.0,3.4,0.43588989435406733,1.0,0.5666666666666667,10,10
basketball,action_1,high,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,high,2,6.0,0.0,1.3,0.45825756949558394,2.0,0.21666666666666667,10,10
basketball,action_1,high,3,6.0,0.0,1.05,0.15,2.0,0.175,10,10
basketball,action_1,high,4,3.0,0.0,2.7,0.2449489742783178,1.0,0.45,10,10
basketball,action_1,high,5,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,high,6,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_1,high,7,3.0,0.0,1.0,0.0,1.0,0.16666666666666666,10,10
basketball,action_1,high,8,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_2,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,low,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,low,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,low,3,3.0,0.0,1.5,0.0,1.0,0.25,10,10
basketball,action_2,low,4,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_2,low,5,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_2,low,6,6.0,0.0,1.3,0.45825756949558394,2.0,0.21666666666666667,10,10
basketball,action_2,low,7,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,low,8,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,low,9,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,10,10
basketball,action_2,high,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,high,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_2,high,3,3.0,0.0,1.5,0.0,1.0,0.25,10,10
basketball,action_2,high,4,6.0,0.0,1.05,0.15,2.0,0.175,10,10
basketball,action_2,high,5,0.0,0.0,1.8,0.6,0.0,0.3,10,10
basketball,action_2,high,6,6.0,0.0,1.3,0.45825756949558394,2.0,0.21666666666666667,10,10
basketball,action_2,high,7,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,10,10
basketball,action_2,high,8,6.0,0.0,1.85,0.32015621187164245,2.0,0.30833333333333335,10,10
basketball,action_3,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_3,low,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_3,low,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_3,low,3,3.0,0.0,1.5,0.0,1.0,0.25,10,10
basketball,action_3,low,4,3.0,0.0,1.5,0.0,1.0,0.25,10,10
basketball,action_3,low,5,6.0,0.0,1.35,0.45,2.0,0.225,10,10
basketball,action_3,low,6,0.0,0.0,1.8,0.6,0.0,0.3,10,10
basketball,action_3,low,7,0.0,0.0,1.2,0.9797958971132712,0.0,0.19999999999999998,10,10
basketball,action_3,low,8,3.0,0.0,1.6,0.19999999999999998,1.0,0.26666666666666666,10,10
basketball,action_3,high,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_3,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_3,high,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
basketball,action_3,high,3,3.0,0.0,1.5,0.0,1.0,0.25,10,10
basketball,action_3,high,4,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_3,high,5,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
basketball,action_3,high,6,6.0,0.0,2.4,0.48989794855663565,2.0,0.39999999999999997,10,10
basketball,action_3,high,7,6.0,0.0,1.4,0.48989794855663565,2.0,0.2333333333333333,10,10
birthday,action_0,low,0,3.0,0.0,2.5,0.0,1.0,0.41666666666666663,10,10
birthday,action_0,low,1,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_0,low,2,3.0,0.0,2.0,0.0,1.0,0.3333333333333333,10,10
birthday,action_0,low,3,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
birthday,action_0,low,4,6.0,0.0,1.5,0.0,2.0,0.25,10,10
birthday,action_0,low,5,3.6,1.2,0.9,0.2,1.2,0.15,10,10
birthday,action_0,low,6,0.0,0.0,1.6,1.3564659966250538,0.0,0.26666666666666666,10,10
birthday,action_0,low,7,0.0,0.0,0.35,0.22912878474779202,0.0,0.05833333333333333,10,10
birthday,action_0,low,8,3.0,0.0,3.9,0.19999999999999998,1.0,0.6499999999999999,10,10
birthday,action_0,high,0,0.0,0.0,0.3,0.45825756949558394,0.0,0.049999999999999996,10,10
birthday,action_0,high,1,3.0,0.0,1.6,0.3,1.0,0.26666666666666666,10,10
birthday,action_0,high,2,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_0,high,3,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_0,high,4,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
birthday,action_0,high,5,6.0,0.0,1.8,0.24494897427831783,2.0,0.3,10,10
birthday,action_0,high,6,6.0,0.0,2.95,0.2692582403567252,2.0,0.4916666666666667,10,10
birthday,action_0,high,7,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_0,high,8,0.0,0.0,0.35,0.22912878474779202,0.0,0.05833333333333333,10,10
birthday,action_0,high,9,3.0,0.0,2.5,0.0,1.0,0.41666666666666663,10,10
birthday,action_1,low,0,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_1,low,1,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_1,low,2,0.0,0.0,0.05,0.15000000000000002,0.0,0.008333333333333333,10,10
birthday,action_1,low,3,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
birthday,action_1,low,4,3.0,0.0,2.5,0.22360679774997896,1.0,0.41666666666666663,10,10
birthday,action_1,low,5,6.0,0.0,1.95,0.15,2.0,0.32499999999999996,10,10
birthday,action_1,low,6,3.0,0.0,1.95,0.26925824035672524,1.0,0.32499999999999996,10,10
birthday,action_1,low,7,3.0,0.0,1.55,0.15,1.0,0.2583333333333333,10,10
birthday,action_1,low,8,3.0,0.0,2.45,0.2692582403567252,1.0,0.4083333333333333,10,10
birthday,action_1,high,0,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_1,high,1,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_1,high,2,0.0,0.0,0.05,0.15000000000000002,0.0,0.008333333333333333,10,10
birthday,action_1,high,3,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
birthday,action_1,high,4,6.0,0.0,3.9,0.3741657386773941,2.0,0.6499999999999999,10,10
birthday,action_1,high,5,6.0,0.0,1.8,0.24494897427831783,2.0,0.3,10,10
birthday,action_1,high,6,6.0,0.0,2.95,0.2692582403567252,2.0,0.4916666666666667,10,10
birthday,action_1,high,7,3.0,0.0,1.65,0.22912878474779202,1.0,0.27499999999999997,10,10
birthday,action_1,high,8,0.0,0.0,3.95,0.15,0.0,0.6583333333333333,10,10
birthday,action_2,low,0,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_2,low,1,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_2,low,2,3.0,0.0,1.8,0.24494897427831783,1.0,0.3,10,10
birthday,action_2,low,3,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
birthday,action_2,low,4,0.0,0.0,0.05,0.15000000000000002,0.0,0.008333333333333333,10,10
birthday,action_2,low,5,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_2,low,6,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_2,low,7,6.0,0.0,3.85,0.45,2.0,0.6416666666666666,10,10
birthday,action_2,low,8,6.0,0.0,1.65,0.45,2.0,0.27499999999999997,10,10
birthday,action_2,high,0,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_2,high,1,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_2,high,2,0.0,0.0,0.25,0.4031128874149275,0.0,0.041666666666666664,10,10
birthday,action_2,high,3,3.0,0.0,1.75,0.25,1.0,0.29166666666666663,10,10
birthday,action_2,high,4,6.0,0.0,1.95,0.15,2.0,0.32499999999999996,10,10
birthday,action_2,high,5,6.0,0.0,1.1,0.19999999999999998,2.0,0.18333333333333335,10,10
birthday,action_2,high,6,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_2,high,7,0.0,0.0,0.35,0.22912878474779202,0.0,0.05833333333333333,10,10
birthday,action_2,high,8,3.0,0.0,3.0,0.22360679774997896,1.0,0.5,10,10
birthday,action_2,high,9,6.0,0.0,1.75,0.51234753829798,2.0,0.29166666666666663,10,10
birthday,action_3,low,0,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_3,low,1,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_3,low,2,0.0,0.0,0.25,0.4031128874149275,0.0,0.041666666666666664,10,10
birthday,action_3,low,3,3.0,0.0,1.8,0.24494897427831783,1.0,0.3,10,10
birthday,action_3,low,4,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_3,low,5,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_3,low,6,0.0,0.0,0.35,0.22912878474779202,0.0,0.05833333333333333,10,10
birthday,action_3,low,7,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
birthday,action_3,low,8,6.0,0.0,2.9,0.19999999999999998,2.0,0.4833333333333333,10,10
birthday,action_3,low,9,3.0,0.0,2.7,0.2449489742783178,1.0,0.45,10,10
birthday,action_3,high,0,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_3,high,1,0.0,0.0,0.15,0.22912878474779197,0.0,0.024999999999999998,10,10
birthday,action_3,high,2,3.0,0.0,2.7,0.2449489742783178,1.0,0.45,10,10
birthday,action_3,high,3,3.0,0.0,1.8,0.24494897427831783,1.0,0.3,10,10
birthday,action_3,high,4,3.0,0.0,1.6,0.19999999999999998,1.0,0.26666666666666666,10,10
birthday,action_3,high,5,3.0,0.0,1.6,0.19999999999999998,1.0,0.26666666666666666,10,10
birthday,action_3,high,6,0.0,0.0,0.05,0.15000000000000002,0.0,0.008333333333333333,10,10
birthday,action_3,high,7,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
birthday,action_3,high,8,0.0,0.0,1.3,1.4352700094407325,0.0,0.21666666666666667,10,10
birthday,action_3,high,9,3.0,0.0,1.6,0.19999999999999998,1.0,0.26666666666666666,10,10
brunch,action_0,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_0,low,1,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_0,low,2,0.0,0.0,2.05,0.15,0.0,0.3416666666666666,10,10
brunch,action_0,low,3,3.0,0.0,1.0,0.0,1.0,0.16666666666666666,10,10
brunch,action_0,low,4,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_0,low,5,2.8,0.6,1.0,0.0,0.9333333333333332,0.16666666666666666,10,10
brunch,action_0,low,6,3.0,0.0,2.0,0.0,1.0,0.3333333333333333,10,10
brunch,action_0,low,7,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_0,low,8,0.0,0.0,3.0,0.0,0.0,0.5,10,10
brunch,action_0,low,9,3.0,0.0,2.15,0.45,1.0,0.3583333333333333,10,10
brunch,action_0,high,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_0,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_0,high,2,0.0,0.0,2.05,0.15,0.0,0.3416666666666666,10,10
brunch,action_0,high,3,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_0,high,4,3.0,0.0,1.0,0.0,1.0,0.16666666666666666,10,10
brunch,action_0,high,5,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_0,high,6,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,10,10
brunch,action_0,high,7,3.0,0.0,2.1,0.3,1.0,0.35,10,10
brunch,action_0,high,8,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_1,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_1,low,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_1,low,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_1,low,3,3.0,0.0,2.1,0.3,1.0,0.35,10,10
brunch,action_1,low,4,5.8,0.6,2.05,0.15,1.9333333333333331,0.3416666666666666,10,10
brunch,action_1,low,5,2.9,0.3,1.05,0.15,0.9666666666666666,0.175,10,10
brunch,action_1,low,6,0.1,0.30000000000000004,3.05,0.15,0.03333333333333333,0.5083333333333333,10,10
brunch,action_1,low,7,1.9,1.374772708486752,3.05,0.15,0.6333333333333333,0.5083333333333333,10,10
brunch,action_1,low,8,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_1,high,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_1,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_1,high,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_1,high,3,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_1,high,4,3.0,0.0,2.1,0.3,1.0,0.35,10,10
brunch,action_1,high,5,1.9,1.374772708486752,3.0,0.0,0.6333333333333333,0.5,10,10
brunch,action_1,high,6,0.0,0.0,4.0,0.0,0.0,0.6666666666666666,10,10
brunch,action_1,high,7,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,10,10
brunch,action_2,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_2,low,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_2,low,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_2,low,3,0.0,0.0,4.0,0.0,0.0,0.6666666666666666,10,10
brunch,action_2,low,4,0.0,0.0,3.05,0.15,0.0,0.5083333333333333,10,10
brunch,action_2,low,5,2.9,0.3,3.1,0.3,0.9666666666666666,0.5166666666666666,10,10
brunch,action_2,low,6,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_2,low,7,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_2,low,8,3.0,0.0,2.1,0.3,1.0,0.35,10,10
brunch,action_2,low,9,5.8,0.6,2.05,0.15,1.9333333333333331,0.3416666666666666,10,10
brunch,action_2,high,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_2,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_2,high,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_2,high,3,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_2,high,4,0.0,0.0,3.0,0.0,0.0,0.5,10,10
brunch,action_2,high,5,0.1,0.30000000000000004,3.1,0.3,0.03333333333333333,0.5166666666666666,10,10
brunch,action_2,high,6,3.0,0.0,2.1,0.3,1.0,0.35,10,10
brunch,action_2,high,7,2.9,0.3,1.05,0.15,0.9666666666666666,0.175,10,10
brunch,action_2,high,8,5.9,0.3,2.05,0.15,1.9666666666666668,0.3416666666666666,10,10
brunch,action_3,low,0,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_3,low,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_3,low,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_3,low,3,0.0,0.0,4.0,0.0,0.0,0.6666666666666666,10,10
brunch,action_3,low,4,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_3,low,5,0.1,0.30000000000000004,3.1,0.3,0.03333333333333333,0.5166666666666666,10,10
brunch,action_3,low,6,5.9,0.3,3.4,0.48989794855663565,1.9666666666666668,0.5666666666666667,10,10
brunch,action_3,low,7,3.0,0.0,2.1,0.3,1.0,0.35,10,10
brunch,action_3,low,8,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_3,high,0,0.0,0.0,4.0,0.0,0.0,0.6666666666666666,10,10
brunch,action_3,high,1,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_3,high,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
brunch,action_3,high,3,0.0,0.0,3.1,0.3,0.0,0.5166666666666666,10,10
brunch,action_3,high,4,0.0,0.0,3.0,0.0,0.0,0.5,10,10
brunch,action_3,high,5,2.9,0.3,1.05,0.15,0.9666666666666666,0.175,10,10
brunch,action_3,high,6,5.8,0.6,2.15,0.45,1.9333333333333331,0.3583333333333333,10,10
brunch,action_3,high,7,6.0,0.0,1.1,0.3,2.0,0.18333333333333335,10,10
brunch,action_3,high,8,2.9,0.3,2.05,0.15,0.9666666666666666,0.3416666666666666,10,10
cooking,action_0,low,0,6.0,0.0,0.0,0.0,2.0,0.0,10,10
cooking,action_0,low,1,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,10,10
cooking,action_0,low,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
cooking,action_0,low,3,3.0,0.0,2.0,0.0,1.0,0.3333333333333333,10,10
cooking,action_0,low,4,3.0,0.0,1.0,0.0,1.0,0.16666666666666666,10,10
cooking,action_0,low,5,0.0,0.0,4.2,0.39999999999999997,0.0,0.7,10,10
cooking,action_0,low,6,3.0,0.0,2.0,0.0,1.0,0.3333333333333333,10,10
cooking,action_0,low,7,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,10,10
cooking,action_0,low,8,6.0,0.0,2.4,0.48989794855663565,2.0,0.39999999999999997,10,10
cooking,action_0,high,0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,10,10
cooking,action_0,high,1,6.0,0.0,0.0,0.0,2.0,0.0,10,10
cooking,action_0,high,2,0.0,0.0,0.0,0.0,0.0,0.0,10,10
cooking,action_0,high,3,0.0,0.0,0.0,0.0,0.0,0.0,10,10
cooking,action_0,high,4,3.0,0.0,2.3,0.45825756949558405,1.0,0.3833333333333333,10,10
cooking,action_0,high,5,6.0,0.0,1.0,0.0,2.0,0.16666666666666666,10,10
cooking,action_0,high,6,0.0,0.0,0.0,0.0,0.0,0.0,10,10
cooking,action_0,high,7,0.0,0.0,2.1,0.3,0.0,0.35,10,10
cooking,action_0,high,8,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,10,10
