subject_id,scenario_label,stimulus_index,action_condition,desire_condition,stage,intimacy_rating,effort_rating
83fc67c2-61ce-5b7e-a1e5-d5bde151a4d2,cooking,14,no_share,high,prior,0.97,0.0
83fc67c2-61ce-5b7e-a1e5-d5bde151a4d2,cooking,14,no_share,high,posterior,1.0,0.0
83fc67c2-61ce-5b7e-a1e5-d5bde151a4d2,basketball,15,high_risk_share,high,prior,0.9,0.0
83fc67c2-61ce-5b7e-a1e5-d5bde151a4d2,basketball,15,high_risk_share,high,posterior,0.99,0.64
e602a8c1-3209-53e4-94db-3d49da6edfb9,social,0,high_risk_share,high,prior,0.25,0.28
e602a8c1-3209-53e4-94db-3d49da6edfb9,social,0,high_risk_share,high,posterior,1.0,0.99
e602a8c1-3209-53e4-94db-3d49da6edfb9,brunch,1,high_risk_share,high,prior,0.71,0.8
e602a8c1-3209-53e4-94db-3d49da6edfb9,brunch,1,high_risk_share,high,posterior,0.9,0.98
e602a8c1-3209-53e4-94db-3d49da6edfb9,fair,2,low_risk_share,high,prior,0.73,0.96
e602a8c1-3209-53e4-94db-3d49da6edfb9,fair,2,low_risk_share,high,posterior,0.33,0.35
e602a8c1-3209-53e4-94db-3d49da6edfb9,birthday,3,no_share,high,prior,0.56,0.28
e602a8c1-3209-53e4-94db-3d49da6edfb9,birthday,3,no_share,high,posterior,0.09,0.76
e602a8c1-3209-53e4-94db-3d49da6edfb9,apples,4,low_risk_share,high,prior,0.75,0.25
e602a8c1-3209-53e4-94db-3d49da6edfb9,apples,4,low_risk_share,high,posterior,0.41,0.02
e602a8c1-3209-53e4-94db-3d49da6edfb9,hike,5,high_risk_share,low,prior,0.74,0.61
e602a8c1-3209-53e4-94db-3d49da6edfb9,hike,5,high_risk_share,low,posterior,0.74,0.94
e602a8c1-3209-53e4-94db-3d49da6edfb9,basketball,6,no_share,high,prior,0.58,0.65
e602a8c1-3209-53e4-94db-3d49da6edfb9,basketball,6,no_share,high,posterior,0.08,0.96
e602a8c1-3209-53e4-94db-3d49da6edfb9,wedding,7,low_risk_share,high,prior,0.44,0.89
e602a8c1-3209-53e4-94db-3d49da6edfb9,wedding,7,low_risk_share,high,posterior,0.57,0.57
e602a8c1-3209-53e4-94db-3d49da6edfb9,takeout,8,no_share,low,prior,0.66,0.83
e602a8c1-3209-53e4-94db-3d49da6edfb9,takeout,8,no_share,low,posterior,0.61,0.99
e602a8c1-3209-53e4-94db-3d49da6edfb9,cooking,9,no_share,low,prior,0.7,0.33
e602a8c1-3209-53e4-94db-3d49da6edfb9,cooking,9,no_share,low,posterior,0.68,0.82
e602a8c1-3209-53e4-94db-3d49da6edfb9,gala,10,no_share,high,prior,0.67,0.91
e602a8c1-3209-53e4-94db-3d49da6edfb9,gala,10,no_share,high,posterior,0.32,0.92
e602a8c1-3209-53e4-94db-3d49da6edfb9,driving,11,high_risk_share,low,prior,0.76,0.67
e602a8c1-3209-53e4-94db-3d49da6edfb9,driving,11,high_risk_share,low,posterior,0.86,0.91
e602a8c1-3209-53e4-94db-3d49da6edfb9,drinks,12,no_share,low,prior,0.5,0.44
e602a8c1-3209-53e4-94db-3d49da6edfb9,drinks,12,no_share,low,posterior,0.49,0.45
e602a8c1-3209-53e4-94db-3d49da6edfb9,oysters,13,low_risk_share,low,prior,0.63,0.65
e602a8c1-3209-53e4-94db-3d49da6edfb9,oysters,13,low_risk_share,low,posterior,0.56,0.06
e602a8c1-3209-53e4-94db-3d49da6edfb9,soup,14,low_risk_share,low,prior,0.55,0.47
e602a8c1-3209-53e4-94db-3d49da6edfb9,soup,14,low_risk_share,low,posterior,0.68,0.33
e602a8c1-3209-53e4-94db-3d49da6edfb9,dip,15,high_risk_share,low,prior,0.64,0.29
e602a8c1-3209-53e4-94db-3d49da6edfb9,dip,15,high_risk_share,low,posterior,0.85,0.13
ae86eb57-adc5-5d87-a819-bc323cb02d33,fair,0,low_risk_share,low,prior,0.83,0.23
ae86eb57-adc5-5d87-a819-bc323cb02d33,fair,0,low_risk_share,low,posterior,0.72,0.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,drinks,1,high_risk_share,low,prior,0.49,0.37
ae86eb57-adc5-5d87-a819-bc323cb02d33,drinks,1,high_risk_share,low,posterior,0.91,1.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,cooking,2,no_share,low,prior,0.95,0.3
ae86eb57-adc5-5d87-a819-bc323cb02d33,cooking,2,no_share,low,posterior,0.94,0.27
ae86eb57-adc5-5d87-a819-bc323cb02d33,birthday,3,low_risk_share,low,prior,0.51,0.17
ae86eb57-adc5-5d87-a819-bc323cb02d33,birthday,3,low_risk_share,low,posterior,0.75,0.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,takeout,4,no_share,high,prior,0.4,1.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,takeout,4,no_share,high,posterior,0.13,1.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,driving,5,low_risk_share,high,prior,0.5,0.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,driving,5,low_risk_share,high,posterior,0.35,0.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,oysters,6,high_risk_share,high,prior,0.58,0.23
ae86eb57-adc5-5d87-a819-bc323cb02d33,oysters,6,high_risk_share,high,posterior,1.0,0.61
ae86eb57-adc5-5d87-a819-bc323cb02d33,brunch,7,low_risk_share,low,prior,0.52,0.8
ae86eb57-adc5-5d87-a819-bc323cb02d33,brunch,7,low_risk_share,low,posterior,0.51,0.86
ae86eb57-adc5-5d87-a819-bc323cb02d33,dip,8,low_risk_share,high,prior,0.89,0.02
ae86eb57-adc5-5d87-a819-bc323cb02d33,dip,8,low_risk_share,high,posterior,0.93,0.0
ae86eb57-adc5-5d87-a819-bc323cb02d33,soup,9,high_risk_share,low,prior,0.5,0.5
ae86eb57-adc5-5d87-a819-bc323cb02d33,soup,9,high_risk_share,low,posterior,0.97,0.69
ae86eb57-adc5-5d87-a819-bc323cb02d33,hike,10,no_share,high,prior,0.77,0.05
ae86eb57-adc5-5d87-a819-bc323cb02d33,hike,10,no_share,high,posterior,0.57,0.88
ae86eb57-adc5-5d87-a819-bc323cb02d33,basketball,11,no_share,high,prior,0.87,0.05
ae86eb57-adc5-5d87-a819-bc323cb02d33,basketball,11,no_share,high,posterior,0.89,0.87
ae86eb57-adc5-5d87-a819-bc323cb02d33,apples,12,no_share,low,prior,0.69,0.35
ae86eb57-adc5-5d87-a819-bc323cb02d33,apples,12,no_share,low,posterior,0.64,0.33
ae86eb57-adc5-5d87-a819-bc323cb02d33,social,13,high_risk_share,low,prior,0.57,0.31
ae86eb57-adc5-5d87-a819-bc323cb02d33,social,13,high_risk_share,low,posterior,0.96,0.33
ae86eb57-adc5-5d87-a819-bc323cb02d33,wedding,14,high_risk_share,high,prior,0.78,0.93
ae86eb57-adc5-5d87-a819-bc323cb02d33,wedding,14,high_risk_share,high,posterior,0.97,0.95
ae86eb57-adc5-5d87-a819-bc323cb02d33,gala,15,high_risk_share,high,prior,0.5,0.12
ae86eb57-adc5-5d87-a819-bc323cb02d33,gala,15,high_risk_share,high,posterior,0.59,0.03
a4aa2795-f038-5939-bf77-2f080204c843,birthday,0,low_risk_share,low,prior,0.77,0.0
a4aa2795-f038-5939-bf77-2f080204c843,birthday,0,low_risk_share,low,posterior,0.96,0.0
a4aa2795-f038-5939-bf77-2f080204c843,brunch,1,low_risk_share,low,prior,0.73,0.73
a4aa2795-f038-5939-bf77-2f080204c843,brunch,1,low_risk_share,low,posterior,0.6,0.71
a4aa2795-f038-5939-bf77-2f080204c843,hike,2,high_risk_share,high,prior,0.49,0.52
a4aa2795-f038-5939-bf77-2f080204c843,hike,2,high_risk_share,high,posterior,0.93,0.48
a4aa2795-f038-5939-bf77-2f080204c843,apples,3,high_risk_share,low,prior,0.42,0.27
a4aa2795-f038-5939-bf77-2f080204c843,apples,3,high_risk_share,low,posterior,0.96,0.06
a4aa2795-f038-5939-bf77-2f080204c843,driving,4,no_share,high,prior,0.53,0.5
a4aa2795-f038-5939-bf77-2f080204c843,driving,4,no_share,high,posterior,0.7,0.02
a4aa2795-f038-5939-bf77-2f080204c843,basketball,5,no_share,low,prior,0.31,0.0
a4aa2795-f038-5939-bf77-2f080204c843,basketball,5,no_share,low,posterior,0.73,0.02
a4aa2795-f038-5939-bf77-2f080204c843,wedding,6,high_risk_share,high,prior,0.78,0.48
a4aa2795-f038-5939-bf77-2f080204c843,wedding,6,high_risk_share,high,posterior,1.0,0.13
a4aa2795-f038-5939-bf77-2f080204c843,cooking,7,no_share,low,prior,0.96,0.51
a4aa2795-f038-5939-bf77-2f080204c843,cooking,7,no_share,low,posterior,0.89,0.05
a4aa2795-f038-5939-bf77-2f080204c843,oysters,8,no_share,high,prior,0.5,0.52
a4aa2795-f038-5939-bf77-2f080204c843,oysters,8,no_share,high,posterior,0.67,0.63
a4aa2795-f038-5939-bf77-2f080204c843,takeout,9,no_share,high,prior,0.98,0.89
a4aa2795-f038-5939-bf77-2f080204c843,takeout,9,no_share,high,posterior,1.0,0.55
a4aa2795-f038-5939-bf77-2f080204c843,social,10,low_risk_share,low,prior,0.93,0.78
a4aa2795-f038-5939-bf77-2f080204c843,social,10,low_risk_share,low,posterior,0.96,0.88
a4aa2795-f038-5939-bf77-2f080204c843,dip,11,high_risk_share,low,prior,0.39,0.29
a4aa2795-f038-5939-bf77-2f080204c843,dip,11,high_risk_share,low,posterior,0.99,0.94
a4aa2795-f038-5939-bf77-2f080204c843,drinks,12,low_risk_share,high,prior,0.76,0.55
a4aa2795-f038-5939-bf77-2f080204c843,drinks,12,low_risk_share,high,posterior,0.8,0.24
a4aa2795-f038-5939-bf77-2f080204c843,soup,13,low_risk_share,high,prior,0.87,0.4
a4aa2795-f038-5939-bf77-2f080204c843,soup,13,low_risk_share,high,posterior,0.56,0.52
a4aa2795-f038-5939-bf77-2f080204c843,fair,14,high_risk_share,low,prior,0.51,0.53
a4aa2795-f038-5939-bf77-2f080204c843,fair,14,high_risk_share,low,posterior,0.89,0.91
a4aa2795-f038-5939-bf77-2f080204c843,gala,15,high_risk_share,high,prior,0.73,0.33
a4aa2795-f038-5939-bf77-2f080204c843,gala,15,high_risk_share,high,posterior,1.0,1.0
510aaf23-2514-574d-9a1c-12a1f2652327,basketball,0,low_risk_share,high,prior,0.44,0.25
510aaf23-2514-574d-9a1c-12a1f2652327,basketball,0,low_risk_share,high,posterior,0.34,0.25
510aaf23-2514-574d-9a1c-12a1f2652327,soup,1,high_risk_share,high,prior,0.37,0.64
510aaf23-2514-574d-9a1c-12a1f2652327,soup,1,high_risk_share,high,posterior,0.45,0.64
510aaf23-2514-574d-9a1c-12a1f2652327,fair,2,high_risk_share,low,prior,0.53,0.65
510aaf23-2514-574d-9a1c-12a1f2652327,fair,2,high_risk_share,low,posterior,0.87,0.85
510aaf23-2514-574d-9a1c-12a1f2652327,wedding,3,high_risk_share,low,prior,0.43,0.34
510aaf23-2514-574d-9a1c-12a1f2652327,wedding,3,high_risk_share,low,posterior,0.73,0.32
510aaf23-2514-574d-9a1c-12a1f2652327,drinks,4,high_risk_share,high,prior,0.36,0.37
510aaf23-2514-574d-9a1c-12a1f2652327,drinks,4,high_risk_share,high,posterior,0.64,0.69
510aaf23-2514-574d-9a1c-12a1f2652327,apples,5,high_risk_share,high,prior,0.63,0.44
510aaf23-2514-574d-9a1c-12a1f2652327,apples,5,high_risk_share,high,posterior,0.79,0.32
510aaf23-2514-574d-9a1c-12a1f2652327,driving,6,no_share,high,prior,0.32,0.0
510aaf23-2514-574d-9a1c-12a1f2652327,driving,6,no_share,high,posterior,0.13,0.84
510aaf23-2514-574d-9a1c-12a1f2652327,cooking,7,no_share,high,prior,0.75,0.25
510aaf23-2514-574d-9a1c-12a1f2652327,cooking,7,no_share,high,posterior,0.21,0.29
510aaf23-2514-574d-9a1c-12a1f2652327,oysters,8,no_share,low,prior,0.93,0.28
510aaf23-2514-574d-9a1c-12a1f2652327,oysters,8,no_share,low,posterior,0.54,0.38
510aaf23-2514-574d-9a1c-12a1f2652327,takeout,9,no_share,low,prior,0.36,1.0
510aaf23-2514-574d-9a1c-12a1f2652327,takeout,9,no_share,low,posterior,0.0,1.0
510aaf23-2514-574d-9a1c-12a1f2652327,dip,10,no_share,high,prior,0.62,0.74
510aaf23-2514-574d-9a1c-12a1f2652327,dip,10,no_share,high,posterior,0.33,0.79
510aaf23-2514-574d-9a1c-12a1f2652327,hike,11,low_risk_share,high,prior,0.61,0.17
510aaf23-2514-574d-9a1c-12a1f2652327,hike,11,low_risk_share,high,posterior,0.47,0.31
510aaf23-2514-574d-9a1c-12a1f2652327,birthday,12,low_risk_share,low,prior,0.58,0.37
510aaf23-2514-574d-9a1c-12a1f2652327,birthday,12,low_risk_share,low,posterior,0.61,0.41
510aaf23-2514-574d-9a1c-12a1f2652327,social,13,low_risk_share,low,prior,0.8,1.0
510aaf23-2514-574d-9a1c-12a1f2652327,social,13,low_risk_share,low,posterior,1.0,1.0
510aaf23-2514-574d-9a1c-12a1f2652327,brunch,14,low_risk_share,low,prior,0.47,0.42
510aaf23-2514-574d-9a1c-12a1f2652327,brunch,14,low_risk_share,low,posterior,0.56,0.1
510aaf23-2514-574d-9a1c-12a1f2652327,gala,15,high_risk_share,low,prior,0.6,0.7
510aaf23-2514-574d-9a1c-12a1f2652327,gala,15,high_risk_share,low,posterior,0.63,0.57
39391eba-f0f2-5047-917b-9ad51bc711e9,social,0,low_risk_share,high,prior,0.39,0.66
39391eba-f0f2-5047-917b-9ad51bc711e9,social,0,low_risk_share,high,posterior,0.78,0.17
39391eba-f0f2-5047-917b-9ad51bc711e9,takeout,1,high_risk_share,low,prior,0.85,0.54
39391eba-f0f2-5047-917b-9ad51bc711e9,takeout,1,high_risk_share,low,posterior,0.9,0.55
39391eba-f0f2-5047-917b-9ad51bc711e9,driving,2,no_share,high,prior,1.0,0.92
39391eba-f0f2-5047-917b-9ad51bc711e9,driving,2,no_share,high,posterior,0.24,0.85
39391eba-f0f2-5047-917b-9ad51bc711e9,fair,3,low_risk_share,low,prior,0.66,0.72
39391eba-f0f2-5047-917b-9ad51bc711e9,fair,3,low_risk_share,low,posterior,0.51,0.33
39391eba-f0f2-5047-917b-9ad51bc711e9,cooking,4,high_risk_share,high,prior,0.74,0.74
39391eba-f0f2-5047-917b-9ad51bc711e9,cooking,4,high_risk_share,high,posterior,0.94,0.17
39391eba-f0f2-5047-917b-9ad51bc711e9,apples,5,no_share,high,prior,0.45,0.52
39391eba-f0f2-5047-917b-9ad51bc711e9,apples,5,no_share,high,posterior,0.25,0.6
39391eba-f0f2-5047-917b-9ad51bc711e9,basketball,6,no_share,low,prior,0.54,0.39
39391eba-f0f2-5047-917b-9ad51bc711e9,basketball,6,no_share,low,posterior,0.41,0.4
39391eba-f0f2-5047-917b-9ad51bc711e9,oysters,7,high_risk_share,low,prior,0.57,0.42
39391eba-f0f2-5047-917b-9ad51bc711e9,oysters,7,high_risk_share,low,posterior,0.83,0.26
39391eba-f0f2-5047-917b-9ad51bc711e9,dip,8,low_risk_share,high,prior,0.7,0.23
39391eba-f0f2-5047-917b-9ad51bc711e9,dip,8,low_risk_share,high,posterior,0.55,0.2
39391eba-f0f2-5047-917b-9ad51bc711e9,gala,9,low_risk_share,high,prior,0.65,0.63
39391eba-f0f2-5047-917b-9ad51bc711e9,gala,9,low_risk_share,high,posterior,0.53,0.0
39391eba-f0f2-5047-917b-9ad51bc711e9,drinks,10,high_risk_share,high,prior,0.53,0.55
39391eba-f0f2-5047-917b-9ad51bc711e9,drinks,10,high_risk_share,high,posterior,0.93,0.83
39391eba-f0f2-5047-917b-9ad51bc711e9,hike,11,no_share,low,prior,0.53,0.39
39391eba-f0f2-5047-917b-9ad51bc711e9,hike,11,no_share,low,posterior,0.3,0.75
39391eba-f0f2-5047-917b-9ad51bc711e9,brunch,12,no_share,low,prior,0.61,0.62
39391eba-f0f2-5047-917b-9ad51bc711e9,brunch,12,no_share,low,posterior,0.57,0.53
39391eba-f0f2-5047-917b-9ad51bc711e9,wedding,13,low_risk_share,low,prior,0.85,0.76
39391eba-f0f2-5047-917b-9ad51bc711e9,wedding,13,low_risk_share,low,posterior,0.7,0.71
39391eba-f0f2-5047-917b-9ad51bc711e9,birthday,14,low_risk_share,low,prior,0.65,0.23
39391eba-f0f2-5047-917b-9ad51bc711e9,birthday,14,low_risk_share,low,posterior,0.56,0.13
39391eba-f0f2-5047-917b-9ad51bc711e9,soup,15,high_risk_share,high,prior,0.59,0.46
39391eba-f0f2-5047-917b-9ad51bc711e9,soup,15,high_risk_share,high,posterior,0.93,0.93
d5af9c8a-da49-5f20-9313-21902079417e,cooking,0,low_risk_share,high,prior,0.79,0.35
d5af9c8a-da49-5f20-9313-21902079417e,cooking,0,low_risk_share,high,posterior,0.84,0.13
d5af9c8a-da49-5f20-9313-21902079417e,hike,1,no_share,low,prior,0.37,0.11
d5af9c8a-da49-5f20-9313-21902079417e,hike,1,no_share,low,posterior,0.14,0.83
d5af9c8a-da49-5f20-9313-21902079417e,fair,2,low_risk_share,low,prior,0.63,0.29
d5af9c8a-da49-5f20-9313-21902079417e,fair,2,low_risk_share,low,posterior,0.87,0.0
d5af9c8a-da49-5f20-9313-21902079417e,drinks,3,high_risk_share,low,prior,0.5,0.79
d5af9c8a-da49-5f20-9313-21902079417e,drinks,3,high_risk_share,low,posterior,1.0,1.0
d5af9c8a-da49-5f20-9313-21902079417e,wedding,4,no_share,high,prior,0.66,0.11
d5af9c8a-da49-5f20-9313-21902079417e,wedding,4,no_share,high,posterior,0.11,0.82
d5af9c8a-da49-5f20-9313-21902079417e,basketball,5,low_risk_share,high,prior,0.65,0.28
d5af9c8a-da49-5f20-9313-21902079417e,basketball,5,low_risk_share,high,posterior,0.72,0.0
d5af9c8a-da49-5f20-9313-21902079417e,dip,6,no_share,low,prior,0.89,0.48
d5af9c8a-da49-5f20-9313-21902079417e,dip,6,no_share,low,posterior,0.49,0.5
d5af9c8a-da49-5f20-9313-21902079417e,birthday,7,high_risk_share,high,prior,0.7,0.27
d5af9c8a-da49-5f20-9313-21902079417e,birthday,7,high_risk_share,high,posterior,0.93,0.99
d5af9c8a-da49-5f20-9313-21902079417e,social,8,low_risk_share,low,prior,0.63,0.26
d5af9c8a-da49-5f20-9313-21902079417e,social,8,low_risk_share,low,posterior,0.78,0.84
d5af9c8a-da49-5f20-9313-21902079417e,oysters,9,high_risk_share,high,prior,0.71,0.14
d5af9c8a-da49-5f20-9313-21902079417e,oysters,9,high_risk_share,high,posterior,0.96,0.83
d5af9c8a-da49-5f20-9313-21902079417e,brunch,10,no_share,high,prior,0.66,0.34
d5af9c8a-da49-5f20-9313-21902079417e,brunch,10,no_share,high,posterior,0.51,0.51
d5af9c8a-da49-5f20-9313-21902079417e,takeout,11,high_risk_share,low,prior,0.36,0.81
d5af9c8a-da49-5f20-9313-21902079417e,takeout,11,high_risk_share,low,posterior,0.75,0.51
d5af9c8a-da49-5f20-9313-21902079417e,apples,12,no_share,high,prior,0.65,0.31
d5af9c8a-da49-5f20-9313-21902079417e,apples,12,no_share,high,posterior,0.19,0.82
d5af9c8a-da49-5f20-9313-21902079417e,soup,13,high_risk_share,low,prior,0.49,0.62
d5af9c8a-da49-5f20-9313-21902079417e,soup,13,high_risk_share,low,posterior,0.84,0.93
d5af9c8a-da49-5f20-9313-21902079417e,driving,14,high_risk_share,high,prior,0.69,0.27
d5af9c8a-da49-5f20-9313-21902079417e,driving,14,high_risk_share,high,posterior,0.93,0.9
d5af9c8a-da49-5f20-9313-21902079417e,gala,15,low_risk_share,low,prior,0.32,0.51
d5af9c8a-da49-5f20-9313-21902079417e,gala,15,low_risk_share,low,posterior,0.63,0.02
22e9180f-1bf1-5ee7-b86d-55a7b7126068,social,0,no_share,high,prior,0.22,0.74
22e9180f-1bf1-5ee7-b86d-55a7b7126068,social,0,no_share,high,posterior,0.7,0.8
22e9180f-1bf1-5ee7-b86d-55a7b7126068,soup,1,high_risk_share,high,prior,0.74,0.82
22e9180f-1bf1-5ee7-b86d-55a7b7126068,soup,1,high_risk_share,high,posterior,0.87,0.86
22e9180f-1bf1-5ee7-b86d-55a7b7126068,drinks,2,no_share,high,prior,0.37,0.7
22e9180f-1bf1-5ee7-b86d-55a7b7126068,drinks,2,no_share,high,posterior,0.47,0.77
22e9180f-1bf1-5ee7-b86d-55a7b7126068,wedding,3,high_risk_share,low,prior,0.47,0.78
22e9180f-1bf1-5ee7-b86d-55a7b7126068,wedding,3,high_risk_share,low,posterior,0.85,0.87
22e9180f-1bf1-5ee7-b86d-55a7b7126068,dip,4,low_risk_share,low,prior,0.64,0.14
22e9180f-1bf1-5ee7-b86d-55a7b7126068,dip,4,low_risk_share,low,posterior,0.26,0.71
22e9180f-1bf1-5ee7-b86d-55a7b7126068,basketball,5,no_share,high,prior,0.74,0.22
22e9180f-1bf1-5ee7-b86d-55a7b7126068,basketball,5,no_share,high,posterior,0.25,0.77
22e9180f-1bf1-5ee7-b86d-55a7b7126068,gala,6,low_risk_share,high,prior,0.79,0.6
22e9180f-1bf1-5ee7-b86d-55a7b7126068,gala,6,low_risk_share,high,posterior,0.23,0.61
22e9180f-1bf1-5ee7-b86d-55a7b7126068,birthday,7,high_risk_share,low,prior,0.35,0.57
22e9180f-1bf1-5ee7-b86d-55a7b7126068,birthday,7,high_risk_share,low,posterior,0.75,0.44
